Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,
Manchester City Council,Chief Executives,Subsistence and Conference Expenses,02.07.2019,1906508163,"£1,300.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Transport Coach Hire,02.07.2019,5101037836,"£1,275.00",Connect Cars Ltd,
Manchester City Council,Manchester Leisure,Equipment,02.07.2019,5101037975,"£1,150.00",Groundwork Landscapes Ltd,
Manchester City Council,Adult Social Care,Legal Fees,02.07.2019,1906529287,"£1,143.13",Psychiatric Services North East Ltd,
Manchester City Council,Adult Social Care,Rents,02.07.2019,1906528733,"£1,070.00",Kaye Mackenzie Property Management,
Manchester City Council,Regeneration Finance,Subsistence and Conference Expenses,02.07.2019,5101037968,"£1,045.75",Trinity College London,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,02.07.2019,5101037883,"£1,038.50",R & M Developments Ltd,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,02.07.2019,5101037920,"£1,038.50",R & M Developments Ltd,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,02.07.2019,5101037926,"£1,038.50",R & M Developments Ltd,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,02.07.2019,5101037928,"£1,038.50",R & M Developments Ltd,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,02.07.2019,5101037882,"£1,012.50",R & M Developments Ltd,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,02.07.2019,5101037921,"£1,012.50",R & M Developments Ltd,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,02.07.2019,5101037925,"£1,012.50",R & M Developments Ltd,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,02.07.2019,5101037930,"£1,012.50",R & M Developments Ltd,
Manchester City Council,Regeneration Finance,Compensation Payments,02.07.2019,5101037855,"£1,000.00",Kings Chambers,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,02.07.2019,5101037864,"£1,000.00",Mirfield Road Community Gardens,
Manchester City Council,Adult Social Care,Legal Fees,02.07.2019,5101037974,£900.00,Gray's Inn Square Chambers Ltd,
Manchester City Council,Manchester Leisure,Equipment,02.07.2019,5101037914,£833.14,RCS Plants Ltd,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,02.07.2019,5101037978,£830.80,R & M Developments Ltd,
Manchester City Council,Regeneration Finance,Removal and Storage of Furniture,02.07.2019,5101037785,£825.51,BCL,
Manchester City Council,Chief Executives,Postage,02.07.2019,5101038021,£820.55,Royal Mail Group Plc,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,02.07.2019,5101037977,£810.00,R & M Developments Ltd,
Manchester City Council,Adult Social Care,Professional fees,02.07.2019,1906517117,£805.10,Pickering Psychology Services Ltd,
Manchester City Council,Chief Executives,Professional fees,02.07.2019,5101037887,£803.80,North West Employers Ltd,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,02.07.2019,1906528744,£758.00,Virgin Care Servs Ltd,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,02.07.2019,5101037918,£752.00,Gibsons Garden Machinery Limited,
Manchester City Council,Chief Executives,Advertising,02.07.2019,5101037973,£750.00,Best Asian Media Ltd,
Manchester City Council,Adult Social Care,Professional fees,02.07.2019,1906528775,£750.00,Redacted Personal Information,
Manchester City Council,Chief Executives,Compensation Payments,02.07.2019,1906528779,£750.00,Redacted Personal Information,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,02.07.2019,5101037940,£750.00,CityFibre Limited,
Manchester City Council,Adult Social Care,Equipment,02.07.2019,5101037839,£636.20,Connevans Ltd,
Manchester City Council,Adult Social Care,Transport Taxis,02.07.2019,1906526045,£572.83,Cresta Car Hire,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,02.07.2019,5101037782,£570.00,Stagecoach Manchester,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,02.07.2019,5101037782,£570.00,Stagecoach Manchester,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,02.07.2019,5101037782,£570.00,Stagecoach Manchester,
Manchester City Council,Chief Executives,Printing,02.07.2019,5101037993,£562.00,Hound Envelopes Ltd,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,02.07.2019,5101037863,£550.00,Hillside Tenants & Res Assoc,
Manchester City Council,Chief Executives,Advertising,02.07.2019,5101037907,£526.34,Primesight Ltd,
Manchester City Council,Chief Executives,Advertising,02.07.2019,5101037981,£525.00,MediaCo Ltd,
Manchester City Council,Chief Executives,Advertising,02.07.2019,5101037983,£525.00,MediaCo Ltd,
Manchester City Council,Chief Executives,Equipment,02.07.2019,5101037846,£523.50,Back Care Solutions Ltd,
Manchester City Council,Manchester Leisure,Transport and Driver Hire,02.07.2019,5101037824,£500.00,Crown Fine Arts,
Manchester City Council,Chief Executives,Printing,02.07.2019,5101038013,-£562.00,Hound Envelopes Ltd,
Manchester City Council,Adult Social Care,Transport Coach Hire,02.07.2019,5101037830,"-£1,275.00",Connect Cars Ltd,
Manchester City Council,Highways Services,Professional fees,02.07.2019,5101037966,"-£1,890.00",Waterman Aspen Ltd,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,02.07.2019,5101037873,"-£6,339.95",GTM Fire Protection Ltd,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,02.07.2019,5101037870,"-£7,607.94",GTM Fire Protection Ltd,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,03.07.2019,5101037906,"£872,984.83",Central Mcr Uni Hospital t/a,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,03.07.2019,5101037903,"£483,203.08",Central Mcr Uni Hospital t/a,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,03.07.2019,5101038022,"£387,542.17",Vinci Construction UK Ltd,
Manchester City Council,Highways Services,Rents,03.07.2019,1906487814,"£294,333.98",Colliers International (Client A/C),
Manchester City Council,Environment and Operations,Construction Works,03.07.2019,5101037773,"£141,000.00",Rosgal Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.07.2019,5101037905,"£125,000.00",Central Mcr Uni Hospital t/a,
Manchester City Council,Chief Executives,Landline Telephone Charges,03.07.2019,1906528729,"£123,697.82",BT PLC,
Manchester City Council,Corporate Services,Legal Fees,03.07.2019,5101038225,"£110,611.69",Fieldfisher LLP,
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,03.07.2019,5101038069,"£109,851.13",S4B Limited,
Manchester City Council,Environment and Operations,Construction Works,03.07.2019,5101037777,"£90,240.00",Rosgal Ltd,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,03.07.2019,5101038056,"£79,213.73","Jackson, Jackson & Sons Ltd",
Manchester City Council,Adult Social Care,Private Finance and Public Private partnership initiatives,03.07.2019,5101038030,"£76,605.37",NU3PS,
Manchester City Council,Adult Social Care,Rents,03.07.2019,5101038158,"£74,053.00",Accommodation Links Ltd,
Manchester City Council,Highways Services,Professional fees,03.07.2019,5101038096,"£57,751.69",Sapphire Utility Solutions,
Manchester City Council,Manchester Leisure,Professional fees,03.07.2019,5101035643,"£52,358.33",SMG (Europe) Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.07.2019,5101038117,"£48,787.99",Gaddum Centre,
Manchester City Council,Adult Social Care,Payments for services,03.07.2019,5101038147,"£38,584.00",Social Care Services (Clayton) Ltd,
Manchester City Council,Chief Executives,Professional fees,03.07.2019,5101038317,"£37,610.00",Bay Media,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,03.07.2019,5101038058,"£33,146.76",Kier Construction Limited,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,03.07.2019,1906530308,"£26,666.00",Kikit Pathways to Recovery,
Manchester City Council,Housing Revenue Account,Tenants Management Organisation Fees,03.07.2019,5101038077,"£23,643.60",SHOUT TMO,
Manchester City Council,Highways Services,Compensation Payments,03.07.2019,1906529272,"£19,200.00",Slater & Gordon UK Ltd,
Manchester City Council,Adult Social Care,Training and Development,03.07.2019,5101038310,"£17,500.00",One Education Ltd,
Manchester City Council,Corporate Services,Fees,03.07.2019,1906528196,"£16,890.45",Rundles,
Manchester City Council,Adult Social Care,Payments for services,03.07.2019,5101038027,"£16,614.00",Trafford College,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,03.07.2019,5101038280,"£16,341.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,03.07.2019,5101038219,"£15,653.00",Redacted Personal Information,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,03.07.2019,5101038015,"£14,480.87",Vinci Construction UK Ltd,
Manchester City Council,Manchester Leisure,Third party payments to other Local Authorities,03.07.2019,5101038168,"£14,314.77",Trafford M B C,
Manchester City Council,Adult Social Care,Payments for services,03.07.2019,5101038266,"£12,683.77",Ramillies Hall School Ltd,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,03.07.2019,5101038319,"£9,984.15",Seymour Park Community Primary Sch,
Manchester City Council,Chief Executives,Data Links,03.07.2019,1906528136,"£7,730.92",BT PLC,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,03.07.2019,5101038252,"£7,570.00",Hala Guest House,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,03.07.2019,5101038239,"£7,500.00",Concerto Support Services,
Manchester City Council,Adult Social Care,Intermediate Care Payments,03.07.2019,5101038063,"£6,853.00",Wellington Lodge Rest Home,
Manchester City Council,Adult Social Care,Payments for services,03.07.2019,5101038209,"£6,750.00",Cais Ltd,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,03.07.2019,5101038250,"£6,520.00",Hala Guest House,
Manchester City Council,Highways Services,Compensation Payments,03.07.2019,1906526061,"£6,320.00",Thompsons Solicitors,
Manchester City Council,Adult Social Care,Rents,03.07.2019,5101038272,"£5,977.81",Eeven Homes Ltd.,
Manchester City Council,Adult Social Care,Payments for services,03.07.2019,5101038268,"£5,427.00",Chaigeley Education Foundation,
Manchester City Council,Adult Social Care,Equipment,03.07.2019,5101038025,"£5,193.80",Aidapt Bathrooms Ltd,
Manchester City Council,Adult Social Care,Payments for services,03.07.2019,5101038277,"£4,931.79",Rossendale School Priory,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,03.07.2019,5101038243,"£4,830.00",Hala Guest House,
Manchester City Council,Chief Executives,Agency staff provision,03.07.2019,5101038301,"£4,542.75",Ashberry Recruitment Ltd,
Manchester City Council,Adult Social Care,Payments for services,03.07.2019,5101038245,"£4,448.19",Rossendale School Priory,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,03.07.2019,5101038248,"£4,295.00",Hala Guest House,
Manchester City Council,Highways Services,Payments to Sub-Contractors,03.07.2019,5101038235,"£4,250.00",Northern Marking Limited,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,03.07.2019,5101038246,"£4,155.00",Hala Guest House,
Manchester City Council,Adult Social Care,Supported Accommodation,03.07.2019,5101038286,"£3,752.48",Great Places Housing Association,
Manchester City Council,Adult Social Care,Supporting People Payments,03.07.2019,5101038031,"£3,684.74",Northwards Housing Limited,
Manchester City Council,Adult Social Care,Equipment,03.07.2019,5101038261,"£3,600.00",Tunstall Healthcare (UK) Ltd,
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,03.07.2019,5101038091,"£3,409.00",Pinsent Masons LLP,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,03.07.2019,5101038241,"£3,380.00",Hala Guest House,
Manchester City Council,Adult Social Care,Refuse Collection,03.07.2019,5101038230,"£3,264.30",Initial Medical Services,
Manchester City Council,Chief Executives,Postage,03.07.2019,5101038026,"£3,215.39",Royal Mail Group Plc,
Manchester City Council,Adult Social Care,Payments for services,03.07.2019,5101038151,"£3,192.00",Radical Services Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.07.2019,5101037917,"£3,011.75",The Mustard Tree,
Manchester City Council,Adult Social Care,Supporting People Payments,03.07.2019,5101038031,"£2,849.24",Northwards Housing Limited,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,03.07.2019,5101038242,"£2,810.00",Hala Guest House,
Manchester City Council,Adult Social Care,Payments for services,03.07.2019,5101038226,"£2,640.00",Kaleidoscope Project,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,03.07.2019,5101037904,"£2,500.00",Central Mcr Uni Hospital t/a,
Manchester City Council,Adult Social Care,Supporting People Payments,03.07.2019,5101038031,"£2,487.33",Northwards Housing Limited,
Manchester City Council,Adult Social Care,Supporting People Payments,03.07.2019,5101038031,"£2,442.21",Northwards Housing Limited,
Manchester City Council,Adult Social Care,Training and Development,03.07.2019,5101038070,"£2,400.00",Islington Council,
Manchester City Council,Adult Social Care,Training and Development,03.07.2019,5101038071,"£2,400.00",Islington Council,
Manchester City Council,Adult Social Care,Training and Development,03.07.2019,5101038074,"£2,400.00",Islington Council,
Manchester City Council,Adult Social Care,Training and Development,03.07.2019,5101038076,"£2,400.00",Islington Council,
Manchester City Council,Adult Social Care,Training and Development,03.07.2019,5101038088,"£2,400.00",Islington Council,
Manchester City Council,Adult Social Care,Training and Development,03.07.2019,5101038180,"£2,400.00",Islington Council,
Manchester City Council,Adult Social Care,Training and Development,03.07.2019,5101038181,"£2,400.00",Islington Council,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,03.07.2019,5101038238,"£2,345.00",Hala Guest House,
Manchester City Council,Corporate Services,Training and Development,03.07.2019,5101038305,"£2,283.00",University Of Salford,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.07.2019,5101038267,"£2,267.00",Sow the City,
Manchester City Council,Adult Social Care,Training and Development,03.07.2019,5101038073,"£2,250.00",Islington Council,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,03.07.2019,5101038229,"£2,250.00",ENGIE Services Ltd,
Manchester City Council,Chief Executives,Agency staff provision,03.07.2019,5101038290,"£2,160.00",Sanctuary Social Care,
Manchester City Council,Highways Services,Professional fees,03.07.2019,5101038068,"£2,133.00",AECOM Limited,
Manchester City Council,Highways Services,Professional fees,03.07.2019,5101037913,"£2,132.00",Waterman Aspen Ltd,
Manchester City Council,Adult Social Care,Equipment,03.07.2019,5101038178,"£2,071.20",Drive Devilbiss Healthcare Ltd,
Manchester City Council,Highways Services,Professional fees,03.07.2019,5101037951,"£2,024.88",Waterman Aspen Ltd,
Manchester City Council,Adult Social Care,Payments for services,03.07.2019,5101038152,"£2,016.00",Radical Services Ltd,
Manchester City Council,Manchester Leisure,Professional fees,03.07.2019,5101037941,"£2,000.00",Marketing Manchester,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,03.07.2019,5101037970,"£1,999.85",Flowprotect Ltd,
Manchester City Council,Highways Services,Professional fees,03.07.2019,5101037945,"£1,940.25",Waterman Aspen Ltd,
Manchester City Council,Highways Services,Professional fees,03.07.2019,5101037912,"£1,874.50",Waterman Aspen Ltd,
Manchester City Council,Adult Social Care,Rates,03.07.2019,5101038206,"£1,848.41",Brighter Beginnings (Newton Heath),
Manchester City Council,Adult Social Care,Training and Development,03.07.2019,5101038072,"£1,800.00",Islington Council,
Manchester City Council,Adult Social Care,Training and Development,03.07.2019,5101038087,"£1,800.00",Islington Council,
Manchester City Council,Adult Social Care,Training and Development,03.07.2019,5101038179,"£1,800.00",Islington Council,
Manchester City Council,Insurance Fund,Insurance,03.07.2019,1906529272,"£1,800.00",Slater & Gordon UK Ltd,
Manchester City Council,Environment and Operations,Construction Works,03.07.2019,5101037775,"£1,786.50",Rosgal Ltd,
Manchester City Council,Environment and Operations,Construction Works,03.07.2019,5101037776,"£1,785.00",Rosgal Ltd,
Manchester City Council,Chief Executives,Professional fees,03.07.2019,5101038316,"£1,750.00",Bay Media,
Manchester City Council,Highways Services,Legal Fees,03.07.2019,5101038311,"£1,750.00",Lincoln House Chambers,
Manchester City Council,Chief Executives,Agency staff provision,03.07.2019,5101038287,"£1,728.00",Sanctuary Social Care,
Manchester City Council,Chief Executives,Agency staff provision,03.07.2019,5101038293,"£1,728.00",Sanctuary Social Care,
Manchester City Council,Adult Social Care,Foster Payments,03.07.2019,1906530171,"£1,676.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Supporting People Payments,03.07.2019,5101038031,"£1,670.98",Northwards Housing Limited,
Manchester City Council,Highways Services,Professional fees,03.07.2019,5101037957,"£1,650.38",Waterman Aspen Ltd,
Manchester City Council,Adult Social Care,Private Finance and Public Private partnership initiatives,03.07.2019,5101038029,"£1,634.11",NU3PS,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,03.07.2019,5101038240,"£1,500.00",Concerto Support Services,
Manchester City Council,Adult Social Care,Supporting People Payments,03.07.2019,5101038249,"£1,495.51",Child Action Northwest,
Manchester City Council,Highways Services,Professional fees,03.07.2019,5101037947,"£1,461.50",Waterman Aspen Ltd,
Manchester City Council,Regeneration Finance,Contract Cleaning External,03.07.2019,5101038154,"£1,441.43",Wythenshawe Forum Trust Ltd,
Manchester City Council,Corporate Services,Subsistence and Conference Expenses,03.07.2019,5101038064,"£1,376.00",Local Authorities Research &,
Manchester City Council,Adult Social Care,Professional fees,03.07.2019,5101038294,"£1,360.00",Dr N P Alwin Ltd,
Manchester City Council,Adult Social Care,Electricity,03.07.2019,5101038143,"£1,354.74",Brighter Beginnings (Newton Heath),
Manchester City Council,Highways Services,Professional fees,03.07.2019,5101037946,"£1,244.25",Waterman Aspen Ltd,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,03.07.2019,5101038237,"£1,235.00",Hala Guest House,
Manchester City Council,Chief Executives,Advertising,03.07.2019,5101038128,"£1,234.05",TES Global Ltd,
Manchester City Council,Chief Executives,Advertising,03.07.2019,5101038231,"£1,234.05",TES Global Ltd,
Manchester City Council,Adult Social Care,Payments for services,03.07.2019,5101038121,"£1,217.75",NT&AS,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,03.07.2019,5101038320,"£1,202.75",Nevill Road Junior School,
Manchester City Council,Corporate Services,Fees,03.07.2019,1906528534,"£1,165.75",Marston Group Limited,
Manchester City Council,Adult Social Care,Supporting People Payments,03.07.2019,5101038249,"£1,114.17",Child Action Northwest,
Manchester City Council,Manchester Leisure,Professional fees,03.07.2019,5101038122,"£1,060.80",Redacted Personal Information,
Manchester City Council,Adult Social Care,Supported Accommodation,03.07.2019,5101038282,£969.18,Great Places Housing Association,
Manchester City Council,Adult Social Care,Supported Accommodation,03.07.2019,5101038285,£969.18,Great Places Housing Association,
Manchester City Council,Chief Executives,Advertising,03.07.2019,5101038127,£949.05,TES Global Ltd,
Manchester City Council,Chief Executives,Professional fees,03.07.2019,5101038315,£930.00,Bay Media,
Manchester City Council,Adult Social Care,Supporting People Payments,03.07.2019,5101038215,£912.08,Places for People Living +,
Manchester City Council,Highways Services,Car Parking Permits,03.07.2019,5101038160,£856.00,Quadrant Security Group,
