Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,Chief Executives,Agency staff provision,12-Oct-22,5105837725,Isherwood Legal Limited,960.00
Manchester City Council,Chief Executives,Agency staff provision,12-Oct-22,5105837637,Isherwood Legal Limited,780.00
Manchester City Council,Chief Executives,Agency staff provision,14-Oct-22,5105838370,Isherwood Legal Limited,720.00
Manchester City Council,Chief Executives,Agency staff provision,05-Oct-22,5105836923,The Oyster Partnership Limited,"10,989.00"
Manchester City Council,Chief Executives,Agency staff provision,21-Oct-22,5105839119,The Oyster Partnership Limited,"9,990.00"
Manchester City Council,Chief Executives,Agency staff provision,05-Oct-22,5105836921,The Oyster Partnership Limited,"9,155.10"
Manchester City Council,Chief Executives,Agency staff provision,21-Oct-22,5105839117,The Oyster Partnership Limited,"6,770.45"
Manchester City Council,Chief Executives,Agency staff provision,18-Oct-22,5105838562,New Street Consulting Group,"7,200.00"
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,14-Oct-22,5105838332,Failsworth Electrical Ltd,"1,384.00"
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,31-Oct-22,5105839077,Failsworth Electrical Ltd,"1,384.00"
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,31-Oct-22,5105839076,Failsworth Electrical Ltd,"-1,384.00"
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,31-Oct-22,5105838195,Chambers & Perkins,"1,117.71"
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,20-Oct-22,5105838602,HMG Paints Ltd,999.75
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,21-Oct-22,5105839242,Rigby Taylor Ltd,"7,475.00"
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,11-Oct-22,5105837261,Rigby Taylor Ltd,"1,625.44"
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,31-Oct-22,5105840773,Rigby Taylor Ltd,992.00
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,31-Oct-22,5105840615,Rigby Taylor Ltd,771.60
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,11-Oct-22,5105837487,Rigby Taylor Ltd,"-1,625.44"
Manchester City Council,Highways Services,Building Materials for direct delivery,25-Oct-22,5105839442,William Smith Sons (Barnard Castle),"1,187.84"
Manchester City Council,Highways Services,Building Materials for direct delivery,31-Oct-22,5105840788,Kloeckner Metals UK,"1,833.00"
Manchester City Council,Highways Services,Building Materials for direct delivery,25-Oct-22,5105839511,TARMAC,"4,456.75"
Manchester City Council,Highways Services,Building Materials for direct delivery,07-Oct-22,5105837237,TARMAC,"3,196.07"
Manchester City Council,Highways Services,Building Materials for direct delivery,25-Oct-22,5105839513,TARMAC,"2,698.80"
Manchester City Council,Highways Services,Building Materials for direct delivery,25-Oct-22,5105839506,TARMAC,"1,916.71"
Manchester City Council,Highways Services,Building Materials for direct delivery,07-Oct-22,5105837239,TARMAC,"1,867.68"
Manchester City Council,Highways Services,Building Materials for direct delivery,07-Oct-22,5105837235,TARMAC,"1,846.67"
Manchester City Council,Highways Services,Building Materials for direct delivery,25-Oct-22,5105839520,TARMAC,"1,178.97"
Manchester City Council,Highways Services,Building Materials for direct delivery,20-Oct-22,5105839020,TARMAC,922.17
Manchester City Council,Highways Services,Building Materials for direct delivery,25-Oct-22,5105839507,TARMAC,905.82
Manchester City Council,Highways Services,Building Materials for direct delivery,07-Oct-22,5105837238,TARMAC,742.40
Manchester City Council,Highways Services,Building Materials for direct delivery,25-Oct-22,5105839515,TARMAC,737.60
Manchester City Council,Highways Services,Building Materials for direct delivery,20-Oct-22,5105839021,TARMAC,721.39
Manchester City Council,Highways Services,Building Materials for direct delivery,07-Oct-22,5105837240,TARMAC,652.40
Manchester City Council,Highways Services,Building Materials for direct delivery,12-Oct-22,5105837721,TARMAC,625.67
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,19-Oct-22,5105838975,Arboricultural Services Treework,600.00
Manchester City Council,Highways Services,Building Materials for direct delivery,25-Oct-22,5105839865,Glasdon U.K. Limited,"1,289.29"
Manchester City Council,Highways Services,Building Materials for direct delivery,12-Oct-22,5105837039,Compass Minerals UK Ltd,640.19
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,27-Oct-22,5105836530,Egan Reid Stationery Co Ltd,532.00
Manchester City Council,Highways Services,Building Materials for direct delivery,31-Oct-22,5105838348,Manchester Safety Services Ltd,"1,438.20"
Manchester City Council,Highways Services,Building Materials for direct delivery,21-Oct-22,5105839290,Ecomix Concrete Ltd,"1,060.00"
Manchester City Council,Highways Services,Building Materials for direct delivery,21-Oct-22,5105839301,Ecomix Concrete Ltd,"1,000.00"
Manchester City Council,Highways Services,Building Materials for direct delivery,21-Oct-22,5105839302,Ecomix Concrete Ltd,"1,000.00"
Manchester City Council,Highways Services,Building Materials for direct delivery,28-Oct-22,5105840673,Ecomix Concrete Ltd,"1,000.00"
Manchester City Council,Highways Services,Building Materials for direct delivery,21-Oct-22,5105839289,Benchmark Building Supplies Ltd,"1,276.62"
Manchester City Council,Highways Services,Building Materials for direct delivery,21-Oct-22,5105839288,Benchmark Building Supplies Ltd,829.50
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,05-Oct-22,5105836793,MCPC Systems UK Ltd,"1,650.00"
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,10-Oct-22,5105837415,UPS Building & Maintenance Ltd,"1,100.00"
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,10-Oct-22,5105837415,UPS Building & Maintenance Ltd,657.80
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,10-Oct-22,5105837414,UPS Building & Maintenance Ltd,-657.80
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,10-Oct-22,5105837414,UPS Building & Maintenance Ltd,"-1,100.00"
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,05-Oct-22,5105836887,Abbey Hey Allotment Society,"2,200.37"
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,03-Oct-22,1907889741,R&A Scamp Quality Daffodils,"1,000.00"
Manchester City Council,Housing General Fund,Building Works,25-Oct-22,1907912879,Prism Medical UK Carefree Division,"3,302.24"
Manchester City Council,Childrens Services,Building Works,06-Oct-22,5105836978,Our Lady's RC High School,"319,349.29"
Manchester City Council,Housing General Fund,Building Works,25-Oct-22,1907912893,Stannah Lift Services Ltd,"7,329.00"
Manchester City Council,Housing General Fund,Building Works,25-Oct-22,1907912887,Stannah Lift Services Ltd,"7,164.00"
Manchester City Council,Housing General Fund,Building Works,07-Oct-22,1907899274,Stannah Lift Services Ltd,"7,064.00"
Manchester City Council,Housing General Fund,Building Works,25-Oct-22,1907912885,Stannah Lift Services Ltd,"6,781.00"
Manchester City Council,Housing General Fund,Building Works,25-Oct-22,1907912891,Stannah Lift Services Ltd,"6,305.00"
Manchester City Council,Housing General Fund,Building Works,25-Oct-22,1907912882,Stannah Lift Services Ltd,"6,258.00"
Manchester City Council,Housing General Fund,Building Works,25-Oct-22,1907912881,Stannah Lift Services Ltd,"5,726.00"
Manchester City Council,Housing General Fund,Building Works,07-Oct-22,1907899263,Stannah Lift Services Ltd,"5,489.00"
Manchester City Council,Housing General Fund,Building Works,25-Oct-22,1907912880,Stannah Lift Services Ltd,"5,374.00"
Manchester City Council,Housing General Fund,Building Works,07-Oct-22,1907899265,Stannah Lift Services Ltd,"4,100.00"
Manchester City Council,Housing General Fund,Building Works,07-Oct-22,1907899275,Stannah Lift Services Ltd,"3,675.00"
Manchester City Council,Housing General Fund,Building Works,25-Oct-22,1907912894,Stannah Lift Services Ltd,"3,655.00"
Manchester City Council,Housing General Fund,Building Works,07-Oct-22,1907899264,Stannah Lift Services Ltd,"3,549.00"
Manchester City Council,Housing General Fund,Building Works,07-Oct-22,1907899270,Stannah Lift Services Ltd,"3,322.00"
Manchester City Council,Housing General Fund,Building Works,07-Oct-22,1907899272,Stannah Lift Services Ltd,"3,265.00"
Manchester City Council,Housing General Fund,Building Works,07-Oct-22,1907899276,Stannah Lift Services Ltd,"3,009.00"
Manchester City Council,Housing General Fund,Building Works,07-Oct-22,1907899261,Stannah Lift Services Ltd,"2,990.00"
Manchester City Council,Housing General Fund,Building Works,25-Oct-22,1907912888,Stannah Lift Services Ltd,"2,954.00"
Manchester City Council,Housing General Fund,Building Works,25-Oct-22,1907912892,Stannah Lift Services Ltd,"2,948.00"
Manchester City Council,Housing General Fund,Building Works,25-Oct-22,1907912895,Stannah Lift Services Ltd,"2,853.00"
Manchester City Council,Housing General Fund,Building Works,07-Oct-22,1907899273,Stannah Lift Services Ltd,"2,683.00"
Manchester City Council,Housing General Fund,Building Works,25-Oct-22,5105839726,Manchester Care & Repair Ltd,"71,092.00"
Manchester City Council,Housing General Fund,Building Works,07-Oct-22,1907899268,Hoist & Shower Chair Company,"2,798.00"
Manchester City Council,Housing General Fund,Building Works,25-Oct-22,1907912886,Hoist & Shower Chair Company,"2,763.00"
Manchester City Council,Housing General Fund,Building Works,25-Oct-22,1907912883,Hoist & Shower Chair Company,"2,678.00"
Manchester City Council,Housing General Fund,Building Works,07-Oct-22,1907899269,Hoist & Shower Chair Company,"2,675.50"
Manchester City Council,Housing General Fund,Building Works,07-Oct-22,1907899271,Hoist & Shower Chair Company,"2,633.00"
Manchester City Council,Housing General Fund,Building Works,07-Oct-22,1907899262,Hoist & Shower Chair Company,"2,420.50"
Manchester City Council,Housing General Fund,Building Works,25-Oct-22,1907912884,Hoist & Shower Chair Company,"2,293.00"
Manchester City Council,Housing General Fund,Building Works,07-Oct-22,1907899266,Hoist & Shower Chair Company,"2,270.00"
Manchester City Council,Childrens Services,Building Works,17-Oct-22,5105838412,M/cr Creative & Media Academy,"245,835.00"
Manchester City Council,Childrens Services,Building Works,07-Oct-22,5105837326,M/cr Creative & Media Academy,"57,449.30"
Manchester City Council,Childrens Services,Building Works,19-Oct-22,5105838464,Sir Robert McAlpine Limited,"1,816,041.41"
Manchester City Council,Housing General Fund,Building Works,20-Oct-22,5105837928,Wythenshawe Community Housing Group,"111,635.89"
Manchester City Council,Housing General Fund,Building Works,12-Oct-22,5105837862,One Manchester Limited,"300,447.21"
Manchester City Council,Housing General Fund,Building Works,31-Oct-22,5105839433,One Manchester Limited,"244,088.11"
Manchester City Council,Housing General Fund,Building Works,25-Oct-22,1907912890,UPS Building & Maintenance Ltd,"14,693.55"
Manchester City Council,Housing General Fund,Building Works,07-Oct-22,1907899267,UPS Building & Maintenance Ltd,"10,559.25"
Manchester City Council,Housing General Fund,Building Works,07-Oct-22,1907899347,Muse Developments Ltd,"540,322.00"
Manchester City Council,Housing General Fund,Building Works,06-Oct-22,1907891380,Redacted Personal Information,"5,169.51"
Manchester City Council,Housing General Fund,Building Works,06-Oct-22,1907891378,Redacted Personal Information,500.00
Manchester City Council,Chief Executives,Building Works,28-Oct-22,1907915999,Manchester Life Strategic Developme,"679,760.75"
Manchester City Council,Housing General Fund,Building Works,06-Oct-22,1907891370,Redacted Personal Information,"26,974.00"
Manchester City Council,Childrens & Education Services,Carer Support Payments ,17-Oct-22,5105838417,Mosscare Housing Ltd,"60,700.09"
Manchester City Council,Childrens & Education Services,Carer Support Payments ,17-Oct-22,5105838418,Mosscare Housing Ltd,"34,093.87"
Manchester City Council,Childrens & Education Services,Carer Support Payments ,25-Oct-22,5105839679,ABL Health Ltd,"4,400.00"
Manchester City Council,Childrens & Education Services,Carer Support Payments ,25-Oct-22,5105839505,Care Solutions Recruitment,"18,968.20"
Manchester City Council,Corporate Services,Cash Collection,14-Oct-22,5105838361,NSL Ltd,"5,647.84"
Manchester City Council,Hospitality + Trading Services,Cash Collection,25-Oct-22,1907899911,G4S Cash Solutions (Uk) Ltd,"1,564.29"
Manchester City Council,Manchester Leisure,Cash Collection,31-Oct-22,5105840703,Bolton Mbc,"18,624.94"
Manchester City Council,Manchester Leisure,Cash Collection,31-Oct-22,5105839683,Bolton Mbc,"8,694.87"
Manchester City Council,Manchester Leisure,Cash Collection,31-Oct-22,5105840449,APCOA PARKING UK Ltd,"17,199.90"
Manchester City Council,Manchester Leisure,Cleaning Equipment and Materials,03-Oct-22,5105836476,Redgate Holdings Ltd,"13,100.80"
Manchester City Council,Manchester Leisure,Cleaning Equipment and Materials,28-Oct-22,5105840462,Redgate Holdings Ltd,"11,212.50"
Manchester City Council,Adult Social Care,Cleaning Equipment and Materials,25-Oct-22,5105839425,Concept Care,534.00
Manchester City Council,Adult Social Care,Cleaning Equipment and Materials,05-Oct-22,5105836885,BES Rehab,"1,718.10"
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,20-Oct-22,5105838949,Arrow County Supplies,"1,856.80"
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,20-Oct-22,5105838961,Arrow County Supplies,753.96
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,07-Oct-22,5105837225,Arrow County Supplies,748.05
Manchester City Council,Adult Social Care,Cleaning Equipment and Materials,26-Oct-22,5105840077,Arrow County Supplies,"-2,814.18"
Manchester City Council,Highways Services,Compensation Payments,17-Oct-22,1907904966,Scott Rees & Co,"1,250.00"
Manchester City Council,Highways Services,Compensation Payments,31-Oct-22,1907910248,Redacted Personal Information,"2,250.00"
Manchester City Council,Corporate Services,Compensation Payments,14-Oct-22,1907903944,Driscoll Kingston & Co Ltd Client,900.00
Manchester City Council,Childrens & Education Services,Compensation Payments,21-Oct-22,1907911506,Farleys Solicitors LLP,"10,000.00"
Manchester City Council,Highways Services,Compensation Payments,17-Oct-22,1907904968,IRWIN MICHELL SOLICITORS LTD,"3,118.58"
Manchester City Council,Hospitality + Trading Services,Compensation Payments,28-Oct-22,1907915460,Irwin Mitchell LLP,"36,445.07"
Manchester City Council,Highways Services,Compensation Payments,31-Oct-22,1907916130,Redacted Personal Information,"1,800.00"
Manchester City Council,Highways Services,Compensation Payments,31-Oct-22,1907916127,RUSSELL WORTH LIMITED,"5,253.50"
Manchester City Council,Highways Services,Compensation Payments,25-Oct-22,1907912915,Russell Worth Solicitors Ltd,"4,850.00"
Manchester City Council,Environment and Operations,Construction Works,19-Oct-22,5105839002,Bethell Construction Ltd,"139,190.46"
Manchester City Council,Environment and Operations,Construction Works,19-Oct-22,5105839003,Bethell Construction Ltd,"87,243.64"
Manchester City Council,Environment and Operations,Construction Works,19-Oct-22,5105839001,Bethell Construction Ltd,"83,344.90"
Manchester City Council,Environment and Operations,Construction Works,19-Oct-22,5105839007,Bethell Construction Ltd,"71,884.22"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105840286,Dowhigh Ltd,"£48,550.00"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105840841,J.Hopkins (Contractors) Ltd.,"168,200.00"
Manchester City Council,Environment and Operations,Construction Works,10-Oct-22,5105837464,J.Hopkins (Contractors) Ltd.,"134,260.41"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105839393,J.Hopkins (Contractors) Ltd.,"71,600.00"
Manchester City Council,Environment and Operations,Construction Works,17-Oct-22,5105837328,J.Hopkins (Contractors) Ltd.,"70,095.65"
Manchester City Council,Environment and Operations,Construction Works,10-Oct-22,5105837465,J.Hopkins (Contractors) Ltd.,"68,236.96"
Manchester City Council,Environment and Operations,Construction Works,06-Oct-22,5105837069,J.Hopkins (Contractors) Ltd.,"57,175.80"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105839896,J.Hopkins (Contractors) Ltd.,"53,715.12"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105840261,J.Hopkins (Contractors) Ltd.,"49,400.00"
Manchester City Council,Environment and Operations,Construction Works,24-Oct-22,5105839363,J.Hopkins (Contractors) Ltd.,"40,544.45"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105839895,J.Hopkins (Contractors) Ltd.,"40,402.73"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105839897,J.Hopkins (Contractors) Ltd.,"39,755.24"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105839390,J.Hopkins (Contractors) Ltd.,"35,750.00"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105840274,J.Hopkins (Contractors) Ltd.,"32,750.00"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105840264,J.Hopkins (Contractors) Ltd.,"32,340.67"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105839392,J.Hopkins (Contractors) Ltd.,"29,208.71"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105840265,J.Hopkins (Contractors) Ltd.,"28,900.00"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105839366,J.Hopkins (Contractors) Ltd.,"28,107.89"
Manchester City Council,Environment and Operations,Construction Works,06-Oct-22,5105837071,J.Hopkins (Contractors) Ltd.,"25,549.07"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105839385,J.Hopkins (Contractors) Ltd.,"21,800.26"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105839371,J.Hopkins (Contractors) Ltd.,"20,550.00"
Manchester City Council,Environment and Operations,Construction Works,17-Oct-22,5105837329,J.Hopkins (Contractors) Ltd.,"20,471.65"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105840268,J.Hopkins (Contractors) Ltd.,"19,945.18"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105840842,J.Hopkins (Contractors) Ltd.,"19,450.00"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105839379,J.Hopkins (Contractors) Ltd.,"17,650.00"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105839383,J.Hopkins (Contractors) Ltd.,"17,569.24"
Manchester City Council,Environment and Operations,Construction Works,06-Oct-22,5105837073,J.Hopkins (Contractors) Ltd.,"16,700.00"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105839369,J.Hopkins (Contractors) Ltd.,"16,300.00"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105840262,J.Hopkins (Contractors) Ltd.,"14,587.17"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105840280,J.Hopkins (Contractors) Ltd.,"13,210.87"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105839386,J.Hopkins (Contractors) Ltd.,"11,200.00"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105840270,J.Hopkins (Contractors) Ltd.,"10,508.90"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105839364,J.Hopkins (Contractors) Ltd.,"10,452.98"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105839391,J.Hopkins (Contractors) Ltd.,"9,275.78"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105839381,J.Hopkins (Contractors) Ltd.,"9,160.64"
Manchester City Council,Environment and Operations,Construction Works,06-Oct-22,5105837075,J.Hopkins (Contractors) Ltd.,"8,553.13"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105840277,J.Hopkins (Contractors) Ltd.,"7,991.22"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105839384,J.Hopkins (Contractors) Ltd.,"7,921.20"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105840263,J.Hopkins (Contractors) Ltd.,"7,821.80"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105839367,J.Hopkins (Contractors) Ltd.,"5,300.00"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105839373,J.Hopkins (Contractors) Ltd.,"5,171.84"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105839368,J.Hopkins (Contractors) Ltd.,"4,161.76"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105840267,J.Hopkins (Contractors) Ltd.,"3,315.55"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105840843,J.Hopkins (Contractors) Ltd.,"3,262.45"
Manchester City Council,Environment and Operations,Construction Works,13-Oct-22,5105837957,J.Hopkins (Contractors) Ltd.,"2,660.62"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105839389,J.Hopkins (Contractors) Ltd.,"2,261.10"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105840240,J.Hopkins (Contractors) Ltd.,"1,685.01"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105839387,J.Hopkins (Contractors) Ltd.,"1,273.74"
Manchester City Council,Environment and Operations,Construction Works,31-Oct-22,5105839376,J.Hopkins (Contractors) Ltd.,828.80
Manchester City Council,Environment and Operations,Construction Works,06-Oct-22,5105837074,J.Hopkins (Contractors) Ltd.,"-8,553.13"
Manchester City Council,Environment and Operations,Construction Works,06-Oct-22,5105837072,J.Hopkins (Contractors) Ltd.,"-16,700.00"
Manchester City Council,Environment and Operations,Construction Works,24-Oct-22,5105839362,J.Hopkins (Contractors) Ltd.,"-40,544.45"
Manchester City Council,Environment and Operations,Construction Works,18-Oct-22,5105838705,Vodafone (Ex C&W),"4,000.00"
Manchester City Council,Environment and Operations,Construction Works,21-Oct-22,5105839178,Amey Highways Lighting (Manchester),"8,674.99"
Manchester City Council,Environment and Operations,Construction Works,21-Oct-22,5105839210,Amey Highways Lighting (Manchester),"8,674.99"
Manchester City Council,Environment and Operations,Construction Works,05-Oct-22,5105836808,Amey Highways Lighting (Manchester),"4,994.00"
Manchester City Council,Environment and Operations,Construction Works,21-Oct-22,5105839209,Amey Highways Lighting (Manchester),"-8,674.99"
