Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,
Manchester City Council,Regeneration Finance,Water Service Charges - Metered,02.03.2017,1905496919,"£1,109.62",United Utilities Water Plc,
Manchester City Council,Regeneration Finance,Water Service Charges - Metered,02.03.2017,1905496902,£661.52,United Utilities Water Plc,
Manchester City Council,Regeneration Finance,Water Service Charges - Metered,02.03.2017,1905496946,£615.20,United Utilities Water Plc,
Manchester City Council,Highways Services,Building Materials for direct delivery,02.03.2017,5100906166,"£8,944.31",Marshalls Mono Ltd,
Manchester City Council,Adult Social Care,Payments for services,02.03.2017,5100906151,"£9,660.00",Cais Ltd,
Manchester City Council,Adult Social Care,Payments for services,02.03.2017,5100906151,"£5,305.00",Cais Ltd,
Manchester City Council,Corporate Services,Subsistence and Conference Expenses,02.03.2017,5100906101,£944.00,Alarm,
Manchester City Council,Adult Social Care,Rents,02.03.2017,5100906258,"£75,639.10",B & A Properties,
Manchester City Council,Environment and Operations,Construction Works,02.03.2017,5100906096,"£25,628.60",Henry Boot Construction (Uk) Ltd,
Manchester City Council,Environment and Operations,Construction Works,02.03.2017,5100906096,"£9,119.37",Henry Boot Construction (Uk) Ltd,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,02.03.2017,5100906266,"£9,248.26",AECOM Limited,
Manchester City Council,Adult Social Care,Childrens Allowances,02.03.2017,1905470450,"£3,763.50",Barnardos Manchester Leaving Care S,
Manchester City Council,Adult Social Care,Fixtures and Fittings,02.03.2017,1905470452,"£9,995.41",Barnardos Manchester Leaving Care S,
Manchester City Council,Adult Social Care,Fixtures and Fittings,02.03.2017,1905471804,"£8,325.00",Barnardos Manchester Leaving Care S,
Manchester City Council,Adult Social Care,Fixtures and Fittings,02.03.2017,1905470450,"£5,237.00",Barnardos Manchester Leaving Care S,
Manchester City Council,Adult Social Care,Fixtures and Fittings,02.03.2017,1905482588,"£2,995.50",Barnardos Manchester Leaving Care S,
Manchester City Council,Adult Social Care,Personal needs of client,02.03.2017,1905470452,"£1,210.40",Barnardos Manchester Leaving Care S,
Manchester City Council,Adult Social Care,Personal Needs of Residents - Other Amenities,02.03.2017,1905470452,"£10,224.88",Barnardos Manchester Leaving Care S,
Manchester City Council,Adult Social Care,Personal Needs of Residents - Other Amenities,02.03.2017,1905470450,"£6,125.60",Barnardos Manchester Leaving Care S,
Manchester City Council,Adult Social Care,Personal Needs of Residents - Other Amenities,02.03.2017,1905471804,"£5,770.23",Barnardos Manchester Leaving Care S,
Manchester City Council,Adult Social Care,Personal Needs of Residents - Other Amenities,02.03.2017,1905482588,"£5,364.70",Barnardos Manchester Leaving Care S,
Manchester City Council,Adult Social Care,Rents,02.03.2017,1905482588,"£1,689.00",Barnardos Manchester Leaving Care S,
Manchester City Council,Adult Social Care,Training and Development,02.03.2017,1905470450,"£7,496.70",Barnardos Manchester Leaving Care S,
Manchester City Council,Adult Social Care,Training and Development,02.03.2017,1905482588,"£5,137.60",Barnardos Manchester Leaving Care S,
Manchester City Council,Adult Social Care,Training and Development,02.03.2017,1905470452,"£3,952.80",Barnardos Manchester Leaving Care S,
Manchester City Council,Adult Social Care,Training and Development,02.03.2017,1905471804,"£3,668.10",Barnardos Manchester Leaving Care S,
Manchester City Council,Chief Executives,Agency staff provision,02.03.2017,5100906376,"£33,784.42",Eden Brown Synergy,
Manchester City Council,Regeneration Finance,Legal Fees,02.03.2017,1905492088,"£1,253.00",Rossendales Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,02.03.2017,1905496665,£922.16,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,02.03.2017,1905496765,£799.11,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,02.03.2017,1905496747,£737.45,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,02.03.2017,1905496751,£730.68,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,02.03.2017,1905496720,£716.39,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,02.03.2017,1905496715,£697.47,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,02.03.2017,1905496674,£673.98,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,02.03.2017,1905496761,£572.32,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,02.03.2017,1905496677,£571.69,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,02.03.2017,1905496691,£568.32,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,02.03.2017,1905496753,£543.59,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,02.03.2017,1905496681,£541.12,Brake Bros Foodservice Ltd,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,02.03.2017,5100906158,£552.50,Better Things,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.03.2017,5100906056,"£2,395.00",Wai Yin Society,
Manchester City Council,Adult Social Care,Payments for services,02.03.2017,5100906107,"£5,750.00",Turning Point,
Manchester City Council,Chief Executives,Personal needs of client,02.03.2017,5100906120,"£1,072.50",Hemingways Marketing Services Ltd,
Manchester City Council,GMIST (Greater Mcr Integrated),Payments for services,02.03.2017,5100906086,"£264,000.00",Bolton Mbc,
Manchester City Council,GMIST (Greater Mcr Integrated),Payments for services,02.03.2017,5100906083,"-£264,000.00",Bolton Mbc,
Manchester City Council,Adult Social Care,Payments for services,02.03.2017,5100906135,"£46,865.00",Social Care Services (Clayton) Ltd,
Manchester City Council,Adult Social Care,Private Finance and Public Private partnership initiatives,02.03.2017,5100906003,"£383,155.42",Manchester School Services Limited,
Manchester City Council,Manchester Leisure,Special Events,02.03.2017,5100906022,£661.00,Walk The Plank Ltd,
Manchester City Council,Adult Social Care,Furniture,02.03.2017,5100906221,£536.00,Egan Reid Stationery Co Ltd,
Manchester City Council,Housing General Fund,Surplus property Acquisitions,02.03.2017,1905497365,"£155,000.00",JMW Solicitors,
Manchester City Council,Housing General Fund,Surplus property Acquisitions,02.03.2017,1905497366,"£143,000.00",JMW Solicitors,
Manchester City Council,Housing General Fund,Surplus property Fees,02.03.2017,1905497365,£687.00,JMW Solicitors,
Manchester City Council,Housing General Fund,Surplus property Fees,02.03.2017,1905497366,£594.00,JMW Solicitors,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.03.2017,5100906090,"£2,332.00",Longsight (Aisha) Nursery,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.03.2017,5100906089,"£1,542.75",Longsight (Aisha) Nursery,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.03.2017,5100906109,"£1,357.66",The Stroke Association,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.03.2017,5100906112,"£1,079.87",The Stroke Association,
Manchester City Council,Insurance Fund,Insurance,02.03.2017,1905492082,"£1,049.86",Department For Work & Pensions,
Manchester City Council,Highways Services,Legal Fees,02.03.2017,1905496100,£637.00,Department For Work & Pensions,
Manchester City Council,Chief Executives,Agency staff provision,02.03.2017,5100906382,"£17,325.83",Hays Personnel,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,02.03.2017,5100906159,"£5,749.78",Manchester Working Ltd,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,02.03.2017,5100906155,"£1,432.15",Manchester Working Ltd,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,02.03.2017,5100906162,£780.12,Manchester Working Ltd,
Manchester City Council,Adult Social Care,Transport Coach Hire,02.03.2017,5100906104,"£74,898.50",APTSL,
Manchester City Council,Manchester Leisure,Payments for services,02.03.2017,5100906143,"£6,704.00",Manchester Rugby Union,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,02.03.2017,5100906085,"£9,040.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,02.03.2017,5100906087,"£7,970.00",Redacted Personal Information,
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,02.03.2017,5100906169,£500.68,Alliance Disposables Ltd,
Manchester City Council,Adult Social Care,"Clothes, Uniform and Laundry",02.03.2017,5100906172,£737.50,Alliance Disposables Ltd,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,02.03.2017,5100906164,"£5,456.00",Specialist Vehicle rental,
Manchester City Council,Chief Executives,Advertising,02.03.2017,5100906076,"£1,500.00",Bauer Radio Ltd,
Manchester City Council,Chief Executives,Agency staff provision,02.03.2017,5100906165,"£5,732.75",Semester Recruitment Ltd,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,02.03.2017,5100906153,"£11,232.18",First Choice Homes Oldham Ltd,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,02.03.2017,5100906137,"£3,225.71",First Choice Homes Oldham Ltd,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,02.03.2017,5100888717,"£1,095.00",Electricity NW Construction & Maint,
Manchester City Council,Adult Social Care,Transport Coach Hire,02.03.2017,5100906106,"£52,352.50",Communitytransportservices.co.uk,
Manchester City Council,Corporate Services,Training and Development,02.03.2017,5100906238,"£2,950.00",Enventure Research Ltd,
Manchester City Council,Corporate Services,Training and Development,02.03.2017,5100906242,"£2,950.00",Enventure Research Ltd,
Manchester City Council,Chief Executives,Agency staff provision,02.03.2017,5100906271,"£6,925.02",Resolve Personnel Ltd,
Manchester City Council,Chief Executives,Printing,02.03.2017,5100906073,"£2,000.00",Rob Evans Photography Ltd,
Manchester City Council,Adult Social Care,Home Care ,02.03.2017,5100906253,£980.00,Foundation Years Nurs - Debdale,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,02.03.2017,5100905995,-£675.00,Ebsford Environmental Ltd,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,02.03.2017,5100906262,"£1,000.00",Levenshulme Youth Project,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,02.03.2017,1905496101,"£1,867.99",Gloucestershire Care Services,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,02.03.2017,5100906134,"£4,554.00",Hamara Health Living Centre,
Manchester City Council,Manchester Leisure,Equipment,02.03.2017,5100906113,£675.00,Aquam Water Services Limited,
Manchester City Council,Housing Revenue Account,I T Provision,02.03.2017,5100906138,"£1,100.00",Aareon UK Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.03.2017,5100906102,"£5,000.00",Safe Families for Children,
Manchester City Council,Adult Social Care,Student Direct Payments,02.03.2017,5100906124,"£4,107.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Student Direct Payments,02.03.2017,5100906114,"£4,107.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Student Direct Payments,02.03.2017,5100906119,"£4,107.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Student Direct Payments,02.03.2017,5100906130,"£4,107.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Student Direct Payments,02.03.2017,5100906127,"£4,107.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Student Direct Payments,02.03.2017,5100906122,"£4,107.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Professional fees,02.03.2017,5100906118,"£4,107.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Student Direct Payments,02.03.2017,5100906117,"£4,107.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Student Direct Payments,02.03.2017,5100906125,"£4,107.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Student Direct Payments,02.03.2017,5100906115,"£4,107.00",Redacted Personal Information,
Manchester City Council,Manchester Leisure,Grant Payments,02.03.2017,1905492209,"£1,770.00",Adactus Food Group,
Manchester City Council,Adult Social Care,Computer Licenses,02.03.2017,1905497367,£959.31,MyHub Intranet Solutions,
Manchester City Council,Adult Social Care,Personal needs of client,02.03.2017,1905496283,"£6,151.00",Creative Care Limited,
Manchester City Council,Manchester Leisure,Furniture,02.03.2017,1905496255,"£1,433.25",DFE (UK) Ltd,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,02.03.2017,1905492142,"£1,400.00",Media Displays Limited,
Manchester City Council,Manchester Leisure,Professional fees,02.03.2017,1905496256,£950.00,Opening the Book Ltd,
Manchester City Council,Highways Services,Legal Fees,02.03.2017,1905496244,"£5,228.50",Tinsdill Solicitors,
Manchester City Council,Manchester Leisure,Professional fees,02.03.2017,1905497364,£747.82,Redacted Personal Information,
Manchester City Council,Adult Social Care,Payments for services,03.03.2017,5100906292,"£1,908.05",The Together Trust,
Manchester City Council,Chief Executives,Printing,03.03.2017,5100906280,£550.00,Mail Solutions,
Manchester City Council,Adult Social Care,Equipment,03.03.2017,5100906310,"£3,747.00",Tunstall Healthcare (UK) Ltd,
Manchester City Council,Housing Revenue Account,West Gorton Management Fee,03.03.2017,5100906385,"£15,416.00",The Guinness Partnership Ltd,
Manchester City Council,Highways Services,Payments to Sub-Contractors,03.03.2017,5100906285,"£32,266.82",Clearway Drainage Systems Ltd,
Manchester City Council,Highways Services,Payments to Sub-Contractors,03.03.2017,5100906394,"£3,464.88",Kenny Bros (Civil Eng) Ltd,
Manchester City Council,Highways Services,Payments to Sub-Contractors,03.03.2017,5100906240,"£3,011.60",Kenny Bros (Civil Eng) Ltd,
Manchester City Council,Highways Services,Payments to Sub-Contractors,03.03.2017,5100906236,"£1,861.23",Kenny Bros (Civil Eng) Ltd,
Manchester City Council,Highways Services,Payments to Sub-Contractors,03.03.2017,5100906400,"£1,217.95",Kenny Bros (Civil Eng) Ltd,
Manchester City Council,Highways Services,Payments to Sub-Contractors,03.03.2017,5100906234,"£1,008.28",Kenny Bros (Civil Eng) Ltd,
Manchester City Council,Highways Services,Payments to Sub-Contractors,03.03.2017,5100906237,£885.33,Kenny Bros (Civil Eng) Ltd,
Manchester City Council,Manchester Leisure,Hire of Equipment,03.03.2017,5100906365,"£2,334.00",John Sutch Cranes,
Manchester City Council,Manchester Leisure,Hire of Equipment,03.03.2017,5100906365,"£1,945.00",John Sutch Cranes,
Manchester City Council,Adult Social Care,Personal needs of client,03.03.2017,5100906062,"£1,635.00",Kirton Health Care Group Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.03.2017,1905498574,"£1,118.00",Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.03.2017,1905498625,"£1,055.18",Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.03.2017,1905498640,£957.37,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.03.2017,1905498619,£750.37,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.03.2017,1905498563,£703.80,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.03.2017,1905498585,£694.64,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.03.2017,1905498638,£657.46,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.03.2017,1905498575,£609.02,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.03.2017,1905498622,£602.33,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.03.2017,1905498603,£589.95,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.03.2017,1905498630,£579.05,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.03.2017,1905498637,£539.64,Brake Bros Foodservice Ltd,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,03.03.2017,5100906368,£900.00,Neesa Well Women Drop-In Project,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.03.2017,5100906329,£524.00,University Hospital of South Mcr,
Manchester City Council,Adult Social Care,Extra Care Sheltered Housing Payments,03.03.2017,5100906317,"£15,932.54",Creative Support Ltd,
Manchester City Council,Adult Social Care,Extra Care Sheltered Housing Payments,03.03.2017,5100906313,"£15,154.23",Creative Support Ltd,
Manchester City Council,Adult Social Care,Extra Care Sheltered Housing Payments,03.03.2017,5100906319,"£15,154.23",Creative Support Ltd,
Manchester City Council,Adult Social Care,Training and Development,03.03.2017,5100906092,£545.00,Soft Adventure Play,
Manchester City Council,Highways Services,Hire of Machinery,03.03.2017,5100906427,"-£12,343.39",Compass Minerals UK Ltd,
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,03.03.2017,5100906333,"£1,225.27",Gullivers Truck Hire Ltd,
Manchester City Council,Manchester Leisure,Professional fees,03.03.2017,5100906068,"£1,837.00",Uk Network Of Sex Work Projects,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,03.03.2017,5100906279,"£3,910.00",Radio Regen,
Manchester City Council,Manchester Leisure,Labour Charges,03.03.2017,5100906360,"£2,268.62",Rochdale MBC,
Manchester City Council,Manchester Leisure,Professional fees,03.03.2017,5100906331,"£1,100.00",Stockport Metropolitan Borough,
Manchester City Council,Housing Revenue Account,Council Dwelling Fees,03.03.2017,5100906369,"£23,242.57",Northwards Housing Limited,
Manchester City Council,Housing Revenue Account,Council Dwelling Fees,03.03.2017,5100906370,"£4,098.00",Northwards Housing Limited,
Manchester City Council,Housing Revenue Account,Council Dwelling Fees,03.03.2017,5100906371,"£1,885.00",Northwards Housing Limited,
Manchester City Council,Adult Social Care,Supported Accommodation,03.03.2017,5100906345,"£1,700.00",Manchester Settlement,
Manchester City Council,Manchester Leisure,Grant Payments,03.03.2017,1905492210,"£1,500.00",Whitemoss Club For Young People,
Manchester City Council,Manchester Leisure,Hire of Equipment,03.03.2017,5100906387,"£5,555.00",The Manchester Light & Stage,
Manchester City Council,Manchester Leisure,Payments for services,03.03.2017,5100906055,"£9,700.00","Knight, Kavanagh & Page",
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,03.03.2017,5100906133,"£28,092.00",The Skills Company,
Manchester City Council,Corporate Services,Legal Fees,03.03.2017,1905498552,"£4,626.00",HMCTS (Manchester),
Manchester City Council,Corporate Services,Legal Fees,03.03.2017,1905498553,"£3,918.00",HMCTS (Manchester),
Manchester City Council,Corporate Services,Legal Fees,03.03.2017,1905498554,"£3,666.00",HMCTS (Manchester),
Manchester City Council,Corporate Services,Legal Fees,03.03.2017,1905498555,"£2,595.00",HMCTS (Manchester),
Manchester City Council,Corporate Services,Legal Fees,03.03.2017,1905498556,"£1,533.00",HMCTS (Manchester),
Manchester City Council,Corporate Services,Legal Fees,03.03.2017,1905498557,"£1,470.00",HMCTS (Manchester),
Manchester City Council,Corporate Services,Legal Fees,03.03.2017,1905498558,"£1,125.00",HMCTS (Manchester),
Manchester City Council,Highways Services,Data Registration Fee,03.03.2017,1905496286,"£6,176.00",HMCS Traffic EC,
Manchester City Council,Highways Services,Data Registration Fee,03.03.2017,1905496285,"£5,504.00",HMCS Traffic EC,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,03.03.2017,5100906446,"£30,764.70",Manchester Van Hire Ltd,
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,03.03.2017,5100906447,"£11,334.30",Manchester Van Hire Ltd,
Manchester City Council,Adult Social Care,Equipment,03.03.2017,5100905992,"£1,872.00",Invacare Limited,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.03.2017,5100906301,"£8,052.00",Proper Job Theatre company,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,03.03.2017,5100906367,"£2,100.00",Manchester Working Ltd,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,03.03.2017,5100906366,"£1,174.02",Manchester Working Ltd,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,03.03.2017,5100906305,"£5,679.99",Manchester Working Ltd,
Manchester City Council,Adult Social Care,Training and Development,03.03.2017,5100906396,"£1,633.00",Edexcel,
Manchester City Council,Adult Social Care,Training and Development,03.03.2017,5100906235,"£1,633.00",Edexcel,
Manchester City Council,Adult Social Care,Training and Development,03.03.2017,5100906378,"-£1,633.00",Edexcel,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,03.03.2017,5100906390,"£1,000.00",Odd Arts,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,03.03.2017,5100906454,£875.00,Loreto College,
