Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,05.03.2019,5101020941,"£2,000.00",The Lesbian & Gay Foundation,
Manchester City Council,Manchester Leisure,Grounds Maintenance Costs,05.03.2019,5101020822,£675.00,Groundwork Landscapes Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.03.2019,1906393691,"£1,130.75",Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.03.2019,1906393699,£778.76,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.03.2019,1906393696,£770.41,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.03.2019,1906393716,£697.72,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.03.2019,1906393686,£670.96,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.03.2019,1906393677,£536.63,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.03.2019,1906393745,£527.29,Brake Bros Foodservice Ltd,
Manchester City Council,Adult Social Care,Payments for services,05.03.2019,5101020747,"£2,765.00",Randstad Education,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,05.03.2019,5101020944,"£1,000.00",Centre for Chinese Contemporary,
Manchester City Council,Housing General Fund,Building Works,05.03.2019,1906393947,"£3,331.00",Stannah Lift Services Ltd,
Manchester City Council,Housing General Fund,Building Works,05.03.2019,1906393953,"£2,993.00",Stannah Lift Services Ltd,
Manchester City Council,Housing General Fund,Building Works,05.03.2019,1906393954,"£2,890.50",Stannah Lift Services Ltd,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,05.03.2019,5101020940,"£2,500.00",4CT Limited,
Manchester City Council,Regeneration Finance,Travel,05.03.2019,5101020749,"£1,180.00",Marketing Manchester,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,05.03.2019,5101020844,"-£39,759.75",The Big Life Company,
Manchester City Council,Corporate Services,I T Provision,05.03.2019,5101020829,£612.00,Insight Direct (Uk) Ltd,
Manchester City Council,Chief Executives,Vehicle Hire Costs,05.03.2019,5101020869,£750.75,Manchester Van Hire Ltd,
Manchester City Council,Housing General Fund,Building Works,05.03.2019,1906393951,"£6,308.00",Hoist & Shower Chair Company,
Manchester City Council,Housing General Fund,Building Works,05.03.2019,1906393952,"£2,468.00",Hoist & Shower Chair Company,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,05.03.2019,5101020870,"£4,456.00",Specialist Vehicle rental,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,05.03.2019,5101020942,£900.00,Friends of Blackley Forest,
Manchester City Council,Adult Social Care,Compensation Payments,05.03.2019,1906385378,"£4,420.00",Thompsons Solicitors,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,05.03.2019,1906395216,"£1,500.00",H M Revenues and Customs,
Manchester City Council,Corporate Services,Professional fees,05.03.2019,5101020819,"£4,750.00",L G Futures,
Manchester City Council,Regeneration Finance,Rents,05.03.2019,1906391369,"£81,180.00",Regus Management (UK) Ltd,
Manchester City Council,Regeneration Finance,Rents,05.03.2019,1906391365,"£6,061.86",Regus Management (UK) Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.03.2019,1906393803,£936.05,Ralph Livesey Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.03.2019,1906393793,£859.74,Ralph Livesey Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.03.2019,1906393758,£782.29,Ralph Livesey Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.03.2019,1906393826,£694.00,Ralph Livesey Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.03.2019,1906393760,£674.75,Ralph Livesey Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.03.2019,1906393833,£672.76,Ralph Livesey Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.03.2019,1906393841,£649.37,Ralph Livesey Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.03.2019,1906393825,£632.45,Ralph Livesey Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.03.2019,1906393836,£594.07,Ralph Livesey Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.03.2019,1906393840,£585.67,Ralph Livesey Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.03.2019,1906393829,£574.96,Ralph Livesey Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.03.2019,1906393796,£563.95,Ralph Livesey Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.03.2019,1906393766,£560.70,Ralph Livesey Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.03.2019,1906393827,£528.26,Ralph Livesey Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.03.2019,1906393787,£512.58,Ralph Livesey Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.03.2019,1906393835,£512.35,Ralph Livesey Ltd,
Manchester City Council,Adult Social Care,Rents,05.03.2019,1906390861,"£1,000.00",Redacted Personal Information,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,05.03.2019,5101020945,"£1,500.00",Northern Quarter Greening,
Manchester City Council,Highways Services,Compensation Payments,05.03.2019,1906389941,"£2,188.50",Savas & Savage Solicitors Ltd,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,05.03.2019,5101020847,"£21,431.38",UPS Building & Maintenance Ltd,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,05.03.2019,5101020846,"-£21,431.38",UPS Building & Maintenance Ltd,
Manchester City Council,Housing General Fund,Building Works,05.03.2019,1906393946,"£9,464.63",UPS Building & Maintenance Ltd,
Manchester City Council,Housing General Fund,Building Works,05.03.2019,1906393945,"£6,655.17",UPS Building & Maintenance Ltd,
Manchester City Council,Housing General Fund,Building Works,05.03.2019,1906393950,"£5,673.19",UPS Building & Maintenance Ltd,
Manchester City Council,Housing General Fund,Building Works,05.03.2019,1906393948,"£4,865.31",UPS Building & Maintenance Ltd,
Manchester City Council,Housing General Fund,Building Works,05.03.2019,1906393949,"£2,050.53",UPS Building & Maintenance Ltd,
Manchester City Council,Adult Social Care,Rents,05.03.2019,1906386957,"£1,040.00",Landmark Property Management,
Manchester City Council,Adult Social Care,Rents,05.03.2019,1906387098,"£1,040.00",Landmark Property Management,
Manchester City Council,Adult Social Care,Rents,05.03.2019,5101020832,"£6,341.94",Eeven Homes Ltd.,
Manchester City Council,Adult Social Care,Agency staff provision,05.03.2019,5101020836,"£7,401.13",Proventure Consulting,
Manchester City Council,Adult Social Care,Travel,05.03.2019,1906395287,£657.50,Diversity Travel Ltd,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,05.03.2019,5101020939,£600.00,Friends Of Hulme Park,
Manchester City Council,Highways Services,Section 38 Income,05.03.2019,1906389953,"£38,282.05",British Car Autions Ltd,
Manchester City Council,Manchester Leisure,Third party payments to other Local Authorities,06.03.2019,5101020394,"£5,037.73",Oldham Borough Council,
Manchester City Council,Chief Executives,Postage,06.03.2019,5101020996,"£2,632.81",Royal Mail Group Plc,
Manchester City Council,Chief Executives,Postage,06.03.2019,5101020993,"£1,476.95",Royal Mail Group Plc,
Manchester City Council,Adult Social Care,Personal needs of client,06.03.2019,5101021052,£995.00,Prism Medical UK Carefree Division,
Manchester City Council,Adult Social Care,Furniture,06.03.2019,5101021259,£596.83,Eps Supplies Ltd,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,06.03.2019,5101021006,"£15,358.09",Carlton Fuels Ltd,
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,06.03.2019,5101020965,"£1,390.00",Teleshore (Uk) Ltd,
Manchester City Council,Adult Social Care,Rents,06.03.2019,5101021053,"£50,087.87",B & A Properties,
Manchester City Council,Manchester Leisure,Equipment,06.03.2019,5101021256,"£4,476.25",Arco Group Ltd,
Manchester City Council,Adult Social Care,Furniture,06.03.2019,5101021254,£559.20,Arco Group Ltd,
Manchester City Council,Manchester Leisure,"Clothes, Uniform and Laundry",06.03.2019,5101021255,£748.06,Arco Group Ltd,
Manchester City Council,Hospitality + Trading Services,Rents,06.03.2019,1906395203,"£91,970.25",CBRE Ltd,
Manchester City Council,Hospitality + Trading Services,Rents,06.03.2019,1700087363,"-£73,131.00",CBRE Ltd,
Manchester City Council,Chief Executives,Hire of Equipment,06.03.2019,5101021005,"£5,239.69",Xerox (Uk) Ltd,
Manchester City Council,Chief Executives,Hire of Equipment,06.03.2019,5101020958,"£1,793.97",Xerox (Uk) Ltd,
Manchester City Council,Chief Executives,Printing,06.03.2019,5101021069,"£5,680.00",Silk Group Ltd,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,06.03.2019,5101021148,"£34,629.81",B.A.A.S. Construction Ltd,
Manchester City Council,Chief Executives,Hire of Equipment,06.03.2019,5101020990,"£3,866.76",Bowe Systec,
Manchester City Council,Manchester Leisure,Professional fees,06.03.2019,5101021136,"£3,640.00",Hss Event Hire,
Manchester City Council,Manchester Leisure,Professional fees,06.03.2019,5101019761,"£4,710.83",Hss Hire Service Group Plc,
Manchester City Council,Manchester Leisure,Professional fees,06.03.2019,5101019759,"£3,835.58",Hss Hire Service Group Plc,
Manchester City Council,Manchester Leisure,Professional fees,06.03.2019,5101019758,"£2,080.00",Hss Hire Service Group Plc,
Manchester City Council,Manchester Leisure,Professional fees,06.03.2019,5101019760,"£1,192.00",Hss Hire Service Group Plc,
Manchester City Council,Adult Social Care,Professional fees,06.03.2019,5101020986,"£4,213.00",AECOM Limited,
Manchester City Council,Adult Social Care,Professional fees,06.03.2019,5101020991,"£3,494.00",AECOM Limited,
Manchester City Council,Corporate Services,Bank Charges,06.03.2019,1906398487,"£14,861.88",Capita Business Services Ltd,
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,06.03.2019,5101021017,"£1,559.33",Schneider Electric Ltd,
Manchester City Council,Manchester Leisure,Equipment,06.03.2019,5101021076,"£4,984.20",Earth Anchors Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.03.2019,1906398522,"£1,076.24",Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.03.2019,1906398560,"£1,011.68",Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.03.2019,1906398559,£903.85,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.03.2019,1906398499,£834.57,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.03.2019,1906398547,£803.34,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.03.2019,1906398548,£755.38,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.03.2019,1906398561,£623.95,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.03.2019,1906398553,£622.89,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.03.2019,1906398502,£622.84,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.03.2019,1906398564,£597.77,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.03.2019,1906398511,£518.72,Brake Bros Foodservice Ltd,
Manchester City Council,Chief Executives,Agency staff provision,06.03.2019,5101021073,"£4,664.30",Deekay Technical Recruitment Ltd,
Manchester City Council,Adult Social Care,Supporting People Payments,06.03.2019,5101020979,"£11,360.33",Mosscare St Vincent's Housing,
Manchester City Council,Adult Social Care,Supporting People Payments,06.03.2019,5101021107,£817.84,Mosscare St Vincent's Housing,
Manchester City Council,Corporate Services,Training and Development,06.03.2019,5101021138,£575.00,Manchester Cathedral Visitor Centre,
Manchester City Council,Regeneration Finance,Training and Development,06.03.2019,5101021058,£520.00,Manchester Cathedral Visitor Centre,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,06.03.2019,5101021000,"£8,092.00",Relate Manchester,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,06.03.2019,5101021002,"£8,000.00",George House Trust,
Manchester City Council,Adult Social Care,Payments for services,06.03.2019,5101021078,"£41,415.15",Creative Support Ltd,
Manchester City Council,Adult Social Care,Payments for services,06.03.2019,5101021079,"£41,415.15",Creative Support Ltd,
Manchester City Council,Housing General Fund,Building Works,06.03.2019,1906395189,"£2,684.00",Stannah Lift Services Ltd,
Manchester City Council,Housing General Fund,Building Works,06.03.2019,1906395185,"£2,616.00",Stannah Lift Services Ltd,
Manchester City Council,Housing General Fund,Building Works,06.03.2019,1906395191,"£2,406.00",Stannah Lift Services Ltd,
Manchester City Council,Housing General Fund,Building Works,06.03.2019,1906395187,"£2,075.00",Stannah Lift Services Ltd,
Manchester City Council,Adult Social Care,Private Finance and Public Private partnership initiatives,06.03.2019,5101020962,"£17,000.00",NU3PS,
Manchester City Council,Adult Social Care,Supporting People Payments,06.03.2019,5101020999,"£401,023.00",Greater Manchester Mental Health,
Manchester City Council,Adult Social Care,Payments for services,06.03.2019,5100998455,"£7,019.00",Bolton Mbc,
Manchester City Council,Adult Social Care,Supporting People Payments,06.03.2019,5101021066,"£3,684.74",Northwards Housing Limited,
Manchester City Council,Adult Social Care,Supporting People Payments,06.03.2019,5101021066,"£2,849.24",Northwards Housing Limited,
Manchester City Council,Adult Social Care,Supporting People Payments,06.03.2019,5101021066,"£2,487.33",Northwards Housing Limited,
Manchester City Council,Adult Social Care,Supporting People Payments,06.03.2019,5101021066,"£2,442.21",Northwards Housing Limited,
Manchester City Council,Adult Social Care,Supporting People Payments,06.03.2019,5101021066,"£1,670.98",Northwards Housing Limited,
Manchester City Council,Adult Social Care,Supporting People Payments,06.03.2019,5101021066,£642.68,Northwards Housing Limited,
Manchester City Council,Housing Revenue Account,Council Dwelling Fees,06.03.2019,5101021150,"£15,051.40",Northwards Housing Limited,
Manchester City Council,Housing Revenue Account,Council Dwelling Fees,06.03.2019,5101021003,"£6,204.00",Northwards Housing Limited,
Manchester City Council,Housing Revenue Account,Council Dwelling Fees,06.03.2019,5101020961,"£1,402.00",Northwards Housing Limited,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,06.03.2019,5101021165,"£126,692.01",Northwards Housing Limited,
Manchester City Council,Adult Social Care,Professional fees,06.03.2019,5101021007,"£6,000.00",GMCVO,
Manchester City Council,Manchester Leisure,Recycling Facilities,06.03.2019,5101021059,"£24,385.03",Redgate Holdings Ltd,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,06.03.2019,5101020982,"£1,198.00",H.V.B.Flooring Services Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,06.03.2019,5101020761,"£6,717.00",Manchester Action On Street Health,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,06.03.2019,5101021146,"£27,228.00",P Mcguinness & Co Ltd,
Manchester City Council,Corporate Services,Discounted Car Parking,06.03.2019,1906398491,"£1,252.00",National Car Parks Ltd Season Ticke,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,06.03.2019,5101021095,"£64,268.20",Winners Contract Hire Ltd,
Manchester City Council,Adult Social Care,Equipment,06.03.2019,5101021086,"£1,080.00",Invacare Limited,
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,06.03.2019,5101021144,"£34,721.40",Manchester Working Ltd,
Manchester City Council,Regeneration Finance,Preventative Maintenance Work,06.03.2019,5101020988,"£4,193.22",Manchester Working Ltd,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,06.03.2019,5101021142,"£46,839.39",Manchester Working Ltd,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,06.03.2019,5101021147,"£37,398.54",Manchester Working Ltd,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,06.03.2019,5101020963,"£21,076.72",Manchester Working Ltd,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,06.03.2019,5101020963,"£4,875.99",Manchester Working Ltd,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,06.03.2019,5101021142,"£2,447.16",Manchester Working Ltd,
Manchester City Council,Housing General Fund,Building Works,06.03.2019,1906395188,"£2,808.00",Hoist & Shower Chair Company,
Manchester City Council,Adult Social Care,Professional fees,06.03.2019,1906375847,£650.00,18 St John Street Chambers,
Manchester City Council,Chief Executives,Compensation Payments,06.03.2019,1906391012,"£1,044.50",Mecrow Medical Services Ltd,
Manchester City Council,Adult Social Care,Legal Fees,06.03.2019,5101021149,"£3,729.00",Simpson Millar LLP,
Manchester City Council,Housing General Fund,Building Works,06.03.2019,5101020994,"£1,605,000.00",Southway Housing Trust,
Manchester City Council,Chief Executives,Compensation Payments,06.03.2019,1906395152,£565.30,Redacted Personal Information,
Manchester City Council,Adult Social Care,Rents,06.03.2019,5101021004,"£76,574.71",Accommodation Links Ltd,
Manchester City Council,Adult Social Care,Compensation Payments,06.03.2019,1906386959,"£12,500.00",Thompsons Solicitors,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,06.03.2019,5101021080,"£38,775.34",Cruden Group Ltd,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,06.03.2019,5101021080,"£23,057.27",Cruden Group Ltd,
Manchester City Council,Corporate Services,Professional fees,06.03.2019,5101021094,£775.00,Watts Group Limited,
Manchester City Council,Adult Social Care,Payments for services,06.03.2019,5101020957,"£2,154.96",Jump Space Ltd,
Manchester City Council,Adult Social Care,Professional fees,06.03.2019,1906387000,£972.00,TCG Medicolegal Limited,
Manchester City Council,Chief Executives,Agency staff provision,06.03.2019,5101021072,"£4,053.90",Ashberry Recruitment Ltd,
Manchester City Council,Adult Social Care,Professional fees,06.03.2019,5101021156,"£12,000.00",One Education Ltd,
Manchester City Council,Chief Executives,Hire of Premises,06.03.2019,5101021054,£500.00,Manchester Youth Zone,
Manchester City Council,Chief Executives,Catering,06.03.2019,5101021054,£711.75,Manchester Youth Zone,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,06.03.2019,5101020978,"£1,881.40",Keelagher Okey Associates Ltd t/a,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,06.03.2019,5101020975,"£1,431.50",Keelagher Okey Associates Ltd t/a,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,06.03.2019,5101020976,£715.75,Keelagher Okey Associates Ltd t/a,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,06.03.2019,5101020971,"£1,000.00",Keelagher Okey Associates Ltd t/a,
Manchester City Council,Adult Social Care,Professional fees,06.03.2019,5101020966,"£10,000.00",Manchester Histories,
Manchester City Council,Adult Social Care,Professional fees,06.03.2019,1906374566,£525.00,Kenworthy's Chambers,
Manchester City Council,Regeneration Finance,Training and Development,06.03.2019,5101021089,"£1,043.20",Quality for Learning & Skills Ltd,
Manchester City Council,Adult Social Care,Equipment,06.03.2019,5101021088,"£1,120.00",Tiptoes Child Therapy Services Ltd,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,06.03.2019,5101020998,"£9,250.00",Gardiner & Theobald LLP,
Manchester City Council,Housing General Fund,Building Works,06.03.2019,1906395190,"£28,062.80",UPS Building & Maintenance Ltd,
Manchester City Council,Housing General Fund,Building Works,06.03.2019,1906395197,"£11,499.74",UPS Building & Maintenance Ltd,
Manchester City Council,Housing General Fund,Building Works,06.03.2019,1906395186,"£9,026.56",UPS Building & Maintenance Ltd,
Manchester City Council,Housing General Fund,Building Works,06.03.2019,1906395195,"£7,211.19",UPS Building & Maintenance Ltd,
Manchester City Council,Housing General Fund,Building Works,06.03.2019,1906395193,"£6,685.63",UPS Building & Maintenance Ltd,
Manchester City Council,Housing General Fund,Building Works,06.03.2019,1906395194,"£6,130.05",UPS Building & Maintenance Ltd,
Manchester City Council,Housing General Fund,Building Works,06.03.2019,1906395198,"£6,042.49",UPS Building & Maintenance Ltd,
Manchester City Council,Housing General Fund,Building Works,06.03.2019,1906395184,"£5,304.49",UPS Building & Maintenance Ltd,
Manchester City Council,Housing General Fund,Building Works,06.03.2019,1906395196,"£5,303.37",UPS Building & Maintenance Ltd,
Manchester City Council,Housing General Fund,Building Works,06.03.2019,1906395200,"£5,275.38",UPS Building & Maintenance Ltd,
Manchester City Council,Housing General Fund,Building Works,06.03.2019,1906395199,"£4,692.00",UPS Building & Maintenance Ltd,
Manchester City Council,Housing General Fund,Building Works,06.03.2019,1906395192,"£4,368.87",UPS Building & Maintenance Ltd,
Manchester City Council,Manchester Leisure,Professional fees,06.03.2019,5101020960,£681.80,CMD Productions,
Manchester City Council,Manchester Leisure,Professional fees,06.03.2019,5101021084,"£1,596.75",Redacted Personal Information,
Manchester City Council,Chief Executives,I T Provision,06.03.2019,5101020959,"£1,600.00",The Knowledge Academy Limited,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,06.03.2019,5101020863,"£1,576,107.86",FQ Developments,
Manchester City Council,Corporate Services,Long Term Debtors,06.03.2019,5101021013,"£91,650.08",Cert JDS Ltd,
Manchester City Council,Environment and Operations,Construction Works,06.03.2019,5101020967,"£493,939.17",Dawnus Construction,
