Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,18-Jul-22,5105824778,LendLease Construction(EUROPE) Ltd,"£796,136.21"
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,21-Jul-22,5105825577,S4B Limited,"£769,770.34"
Manchester City Council,Highways Services,Private Finance and Public Private partnership initiatives,08-Jul-22,5105823612,Amey Highways Lighting (Manchester),"£717,564.55"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,18-Jul-22,5105824778,LendLease Construction(EUROPE) Ltd,"£550,285.18"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,13-Jul-22,5105824474,Change Grow Live,"£538,988.67"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,28-Jul-22,5105825478,Change Grow Live,"£538,984.67"
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,14-Jul-22,5105823984,Wates Construction Ltd,"£511,145.39"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,13-Jul-22,5105824566,EQUANS Regeneration Limited,"£443,608.58"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,29-Jul-22,5105826750,EQUANS Regeneration Limited,"£443,608.58"
Manchester City Council,Childrens & Education Services,Carer Support Payments ,26-Jul-22,5105826396,Stockport Metropolitan Borough,"£434,620.75"
Manchester City Council,Childrens & Education Services,Private Finance and Public Private partnership initiatives,12-Jul-22,5105824171,Manchester School Services Limited,"£426,185.25"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,20-Jul-22,5105825026,Laing O'Rourke Construction Ltd,"£393,791.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,21-Jul-22,5105825494,Bam Nuttall Ltd,"£365,745.18"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,11-Jul-22,5105823466,EQUANS Regeneration Limited,"£332,935.60"
Manchester City Council,Manchester Leisure,Payments for services,14-Jul-22,5105824377,Greenwich Leisure Limited,"£300,963.00"
Manchester City Council,Corporate Services,Payments to Contractors,22-Jul-22,5105825984,NSL Ltd,"£296,553.74"
Manchester City Council,Manchester Leisure,Payments for services,08-Jul-22,5105823027,Greenwich Leisure Limited,"£288,536.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,29-Jul-22,5105826826,Conlon Construction Ltd,"£285,862.25"
Manchester City Council,Manchester Leisure,Payments to Contractors,21-Jul-22,5105824314,Biffa Municipal Limited,"£276,349.34"
Manchester City Council,Childrens & Education Services,Payments for services,18-Jul-22,5105824844,St John Vianney School,"£270,619.78"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,29-Jul-22,5105825610,Ameresco Limited,"£252,742.89"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,06-Jul-22,5105823354,ISG Construction Limited,"£248,801.16"
Manchester City Council,Regeneration Finance,Preventative Maintenance Work,25-Jul-22,5105824775,EQUANS Services Limited,"£248,574.91"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,26-Jul-22,5105826366,Morgan Sindall C & I Ltd,"£242,524.80"
Manchester City Council,Housing General Fund,Building Works,28-Jul-22,5105826813,One Manchester Limited,"£236,613.60"
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,26-Jul-22,5105826369,EQUANS Services Limited,"£222,944.11"
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,18-Jul-22,5105824035,Wates Construction Ltd,"£212,079.25"
Manchester City Council,Highways Services,Electricity,21-Jul-22,1907826046,Haven Power Ltd,"£210,286.74"
Manchester City Council,Childrens & Education Services,Gas,13-Jul-22,5105824381,Manchester School Services Limited,"£200,623.02"
Manchester City Council,Regeneration Finance,Legal Fees,19-Jul-22,1907822806,Venture & Co Ltd,"£200,000.00"
Manchester City Council,Housing General Fund,Building Works,28-Jul-22,5105826813,One Manchester Limited,"£187,670.98"
Manchester City Council,Manchester Leisure,Payments for services,14-Jul-22,5105824435,Greenwich Leisure Limited,"£183,732.75"
Manchester City Council,Manchester Leisure,Payments for services,14-Jul-22,5105824436,Greenwich Leisure Limited,"£183,732.75"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,18-Jul-22,5105823983,EQUANS Regeneration Limited,"£179,620.32"
Manchester City Council,Highways Services,Payments to Sub-Contractors,14-Jul-22,5105823666,Rosgal Ltd,"£178,265.59"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,18-Jul-22,5105824999,DLP Services (Northern) Ltd,"£174,670.67"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,07-Jul-22,5105823199,EQUANS Regeneration Limited,"£172,136.14"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,26-Jul-22,5105826443,A Connolly Limited,"£168,174.42"
Manchester City Council,Environment and Operations,Construction Works,27-Jul-22,5105826531,Bethell Construction Ltd,"£166,698.53"
Manchester City Council,Environment and Operations,Construction Works,29-Jul-22,5105826533,Bethell Construction Ltd,"£166,698.53"
Manchester City Council,Collection Fund,Bus Rate - Preceptor,18-Jul-22,1907606905,GMCA,"£162,768.00"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,06-Jul-22,5105823533,Gaddum Centre,"£162,682.00"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,18-Jul-22,5105823953,Change Grow Live,"£157,529.73"
Manchester City Council,Housing General Fund,Building Works,21-Jul-22,5105825811,One Manchester Limited,"£156,275.97"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,13-Jul-22,5105824562,EQUANS Regeneration Limited,"£154,417.60"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,20-Jul-22,5105824771,Faithful & Gould Ltd,"£154,345.00"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,29-Jul-22,5105825534,Faithful & Gould Ltd,"£154,345.00"
Manchester City Council,Regeneration Finance,Professional fees,13-Jul-22,1907818044,Gunner Cooke LLP,"£153,860.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,29-Jul-22,5105826928,Warden Construction Ltd,"£151,589.44"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,28-Jul-22,5105826382,Greater Manchester Mental Health,"£148,242.00"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,21-Jul-22,5105825696,Emanuel Whittaker Ltd,"£147,034.30"
Manchester City Council,Chief Executives,ICT Sup & Maintnance,27-Jul-22,5105825787,Liquidlogic Ltd,"£146,879.63"
Manchester City Council,Environment and Operations,Construction Works,22-Jul-22,5105825531,Kiely Bros Ltd,"£146,250.00"
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,15-Jul-22,5105824780,Manchester Alliance For,"£144,750.00"
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,20-Jul-22,5105824375,Mace Ltd,"£143,515.00"
Manchester City Council,Corporate Services,HH Support Fund,19-Jul-22,1907822817,Post Office Ltd,"£143,190.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,29-Jul-22,5105825602,Ameresco Limited,"£142,766.46"
Manchester City Council,Environment and Operations,Construction Works,27-Jul-22,5105826509,Bethell Construction Ltd,"£135,782.92"
Manchester City Council,Regeneration Finance,Gas,28-Jul-22,1907833188,Corona Energy Ltd,"£127,880.45"
Manchester City Council,Environment and Operations,Construction Works,22-Jul-22,5105825535,Kiely Bros Ltd,"£125,287.42"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,21-Jul-22,5105825622,R Development Ltd,"£123,499.86"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,20-Jul-22,5105825363,Wythenshawe Community Housing Group,"£123,166.50"
Manchester City Council,Adult Social Care,RNH Permanent Pays,04-Jul-22,1907789223,Blackburn with Darwen Borough Counc,"£122,298.96"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,14-Jul-22,5105823982,Conlon Construction Ltd,"£121,671.05"
Manchester City Council,Adult Social Care,Payments for services,26-Jul-22,5105826368,Salford City Council,"£118,131.00"
Manchester City Council,Chief Executives,Grant and subscriptions awarded,07-Jul-22,5105823616,National Football Museum,"£116,666.66"
Manchester City Council,Chief Executives,Grant and subscriptions awarded,12-Jul-22,5105823635,National Football Museum,"£116,666.66"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,29-Jul-22,5105826734,Greater Manchester Mental Health,"£115,324.00"
Manchester City Council,Regeneration Finance,Security,14-Jul-22,5105824702,MITIE SECURITY LIMITED,"£114,962.67"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,29-Jul-22,5105823534,Gaddum Centre,"£114,256.00"
Manchester City Council,Regeneration Finance,Security,14-Jul-22,5105824688,MITIE SECURITY LIMITED,"£114,210.51"
Manchester City Council,Regeneration Finance,Security,21-Jul-22,5105824726,MITIE SECURITY LIMITED,"£114,170.91"
Manchester City Council,Hospitality + Trading Services,Refuse Collection,29-Jul-22,5105826998,Biffa Municipal Limited,"£113,036.99"
Manchester City Council,Adult Social Care,Rents,21-Jul-22,5105825573,T15 Consultancy Ltd,"£111,466.16"
Manchester City Council,Childrens & Education Services,Payments for services,29-Jul-22,5105826849,Belmont School Ltd,"£111,264.57"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,29-Jul-22,5105827086,EQUANS Regeneration Limited,"£110,618.78"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,26-Jul-22,5105825530,Moss Side Millennium Powerhouse Ltd,"£110,000.00"
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,29-Jul-22,5105826926,Warden Construction Ltd,"£105,772.05"
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,11-Jul-22,5105823473,HOME,"£105,699.50"
Manchester City Council,Highways Services,Payments to Sub-Contractors,11-Jul-22,5105823068,Rosgal Ltd,"£104,340.00"
Manchester City Council,Adult Social Care,Rents,29-Jul-22,5105826741,Manchester Housing Group Ltd,"£103,974.78"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,25-Jul-22,5105824988,Ameresco Limited,"£103,696.28"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,29-Jul-22,5105825576,Change Grow Live,"£100,643.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,29-Jul-22,5105825608,Ameresco Limited,"£100,476.82"
Manchester City Council,Highways Services,Payments to Sub-Contractors,29-Jul-22,5105823631,Rosgal Ltd,"£100,371.46"
Manchester City Council,Adult Social Care,Professional fees,28-Jul-22,5105826728,The Depaul Trust,"£100,000.00"
Manchester City Council,Highways Services,Payments to Sub-Contractors,15-Jul-22,5105823476,Rosgal Ltd,"£98,885.59"
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,19-Jul-22,5105825042,EQUANS Services Limited,"£97,357.33"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,20-Jul-22,5105825357,Action For Children Services Ltd,"£95,041.25"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,22-Jul-22,5105825372,Westfield Minibuses,"£94,791.58"
Manchester City Council,Childrens Services,Building Works,06-Jul-22,5105823372,Our Lady's RC High School,"£94,560.67"
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,04-Jul-22,5105823126,Riverside ECHG,"£93,030.50"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,29-Jul-22,5105826748,EQUANS Regeneration Limited,"£92,632.38"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,29-Jul-22,5105825575,Change Grow Live,"£92,372.00"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,13-Jul-22,5105824564,EQUANS Regeneration Limited,"£90,004.33"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,29-Jul-22,5105826843,EQUANS Regeneration Limited,"£90,004.33"
Manchester City Council,Manchester Leisure,Refuse Collection,21-Jul-22,5105824319,Biffa Municipal Limited,"£87,994.52"
Manchester City Council,Corporate Services,Professional fees,21-Jul-22,5105825821,Post Office Ltd,"£85,980.50"
Manchester City Council,Childrens & Education Services,Payments for services,21-Jul-22,5105825712,Teenage Works,"£84,805.61"
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,25-Jul-22,5105825495,The Bridgewater Hall,"£84,245.25"
Manchester City Council,Childrens & Education Services,Private Finance and Public Private partnership initiatives,15-Jul-22,5105823358,NU3PS,"£84,160.50"
Manchester City Council,Housing General Fund,Building Works,29-Jul-22,5105825788,Wythenshawe Community Housing Group,"£82,313.34"
Manchester City Council,Childrens & Education Services,Gas,20-Jul-22,5105825498,Manchester School Services Limited,"£81,813.37"
Manchester City Council,Chief Executives,Licences Purchase,19-Jul-22,5105824401,Trustmarque Solutions Ltd,"£80,899.90"
Manchester City Council,Adult Social Care,Rents,28-Jul-22,5105825870,Accommodation Links Ltd,"£80,404.57"
Manchester City Council,Adult Social Care,Rents,29-Jul-22,5105826447,Accommodation Links Ltd,"£80,374.57"
Manchester City Council,Adult Social Care,Rents,14-Jul-22,5105823783,Accommodation Links Ltd,"£80,305.71"
Manchester City Council,Adult Social Care,Rents,08-Jul-22,5105823781,MJ Rental Ltd,"£80,290.92"
Manchester City Council,Adult Social Care,Rents,26-Jul-22,5105826373,Accommodation Links Ltd,"£79,771.14"
Manchester City Council,Manchester Leisure,Special Event,04-Jul-22,5105823089,Acorn Construction (Yorkshire) Ltd,"£78,000.00"
Manchester City Council,Manchester Leisure,Special Event,04-Jul-22,5105823111,Acorn Construction (Yorkshire) Ltd,"£78,000.00"
Manchester City Council,Manchester Leisure,Refuse Collection,21-Jul-22,5105824316,Biffa Municipal Limited,"£77,639.93"
Manchester City Council,Manchester Leisure,Gas,28-Jul-22,1907833021,Corona Energy Ltd,"£77,529.06"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,14-Jul-22,5105824742,Barnardo's,"£74,943.19"
Manchester City Council,Highways Services,Payments to Sub-Contractors,29-Jul-22,5105824291,Rosgal Ltd,"£70,803.00"
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,29-Jul-22,5105827088,Winners Contract Hire Ltd,"£70,299.35"
Manchester City Council,Corporate Services,Payments to Contractors,22-Jul-22,5105825983,NSL Ltd,"£69,949.18"
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,14-Jul-22,5105824346,ISG Construction Limited,"£69,944.21"
Manchester City Council,Adult Social Care,Rents,28-Jul-22,5105826743,Manchester Bumblebee Ltd,"£69,321.02"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,29-Jul-22,5105825609,Ameresco Limited,"£69,120.69"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,26-Jul-22,5105826363,Turner & Townsend Cost,"£68,286.05"
Manchester City Council,Environment and Operations,Construction Works,18-Jul-22,5105823960,Eric Wright Civil Engineering Limit,"£68,032.62"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,11-Jul-22,5105823951,"Jackson, Jackson & Sons Ltd","£67,375.93"
Manchester City Council,Childrens & Education Services,Professional fees,29-Jul-22,5105826391,Career Connect,"£67,001.75"
Manchester City Council,Childrens & Education Services,Professional fees,29-Jul-22,5105826393,Career Connect,"£67,001.75"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,20-Jul-22,5105825274,Barlow Moor Community Association,"£65,288.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,08-Jul-22,5105823795,Purcell Architecture Limited,"£65,000.00"
Manchester City Council,Chief Executives,Agency staff provision,15-Jul-22,5105823985,Cadence Resourcing Ltd,"£64,136.00"
Manchester City Council,Environment and Operations,Construction Works,13-Jul-22,5105824399,Yunex Ltd,"£64,080.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,29-Jul-22,5105826927,Warden Construction Ltd,"£63,959.42"
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,11-Jul-22,5105823958,PLP Construction Ltd,"£63,884.44"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,13-Jul-22,5105824565,EQUANS Regeneration Limited,"£63,453.89"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,29-Jul-22,5105826841,EQUANS Regeneration Limited,"£63,453.89"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,26-Jul-22,5105826366,Morgan Sindall C & I Ltd,"£62,902.26"
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,29-Jul-22,5105826860,Insight Direct (Uk) Ltd,"£62,408.00"
Manchester City Council,Environment and Operations,Works and associated costs for Land and Buildings,29-Jul-22,5105825819,EQUANS Regeneration Limited,"£61,706.64"
Manchester City Council,Manchester Leisure,Subsistence and Conference Expenses,19-Jul-22,5105825245,Corporate & Sporting Events,"£61,629.17"
Manchester City Council,Chief Executives,Agency staff provision,14-Jul-22,5105824608,Liquid Personnel Ltd,"£60,802.21"
Manchester City Council,Adult Social Care,Rents,21-Jul-22,5105825731,District Homes Cic,"£60,557.40"
Manchester City Council,Hospitality + Trading Services,Legal Fees,13-Jul-22,1907814558,Department For Work & Pensions,"£60,131.19"
Manchester City Council,Regeneration Finance,Gas,28-Jul-22,1907833190,Corona Energy Ltd,"£60,052.24"
Manchester City Council,Childrens & Education Services,Payments for services,13-Jul-22,5105824420,The Together Trust,"£59,791.85"
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,13-Jul-22,5105824351,EQUANS Services Limited,"£59,006.47"
Manchester City Council,Childrens & Education Services,Payments for services,28-Jul-22,5105826807,The Together Trust,"£58,706.36"
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,21-Jul-22,5105825815,Divrse Ltd,"£58,590.00"
Manchester City Council,Chief Executives,I T Provision,06-Jul-22,5105823374,Thompson Reuters,"£57,999.96"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,12-Jul-22,5105824392,Mantax Radio Taxis Ltd,"£56,618.50"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,22-Jul-22,5105825987,NSL Ltd,"£55,696.57"
Manchester City Council,Housing General Fund,Building Works,06-Jul-22,1907798214,UPS Building & Maintenance Ltd,"£54,639.64"
Manchester City Council,Childrens & Education Services,Payments for services,04-Jul-22,5105823149,The Together Trust,"£54,600.76"
Manchester City Council,Adult Social Care,Payments for services,21-Jul-22,5105825538,Potensial Ltd (T/A Potens),"£54,491.92"
Manchester City Council,Adult Social Care,Payments for services,29-Jul-22,5105826719,Potensial Ltd (T/A Potens),"£54,491.92"
Manchester City Council,Adult Social Care,Payments for services,29-Jul-22,5105826389,Potensial Ltd (T/A Potens),"£54,491.92"
Manchester City Council,Hospitality + Trading Services,Electricity,21-Jul-22,1907825732,Npower,"£54,075.20"
Manchester City Council,Highways Services,Payments to Sub-Contractors,29-Jul-22,5105826852,Rosgal Ltd,"£53,560.30"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,20-Jul-22,1907822734,Aon UK Limited,"£53,221.55"
Manchester City Council,Regeneration Finance,Gas,28-Jul-22,1907833189,Corona Energy Ltd,"£52,968.62"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,13-Jul-22,5105824490,Change Grow Live Services Ltd,"£52,783.08"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,28-Jul-22,5105825492,Change Grow Live Services Ltd,"£52,783.08"
Manchester City Council,Environment and Operations,Construction Works,27-Jul-22,5105826390,Rosgal Ltd,"£52,437.21"
Manchester City Council,Manchester Leisure,Refuse Collection,21-Jul-22,5105824317,Biffa Municipal Limited,"£51,528.66"
Manchester City Council,Chief Executives,Landline Telephone,13-Jul-22,5105823531,8x8 UK Ltd,"£51,086.49"
Manchester City Council,Chief Executives,Agency staff provision,25-Jul-22,5105826307,Eden Brown Synergy,"£50,224.01"
Manchester City Council,Regeneration Finance,Grant Payments,12-Jul-22,5105824041,Cityco,"£50,000.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,18-Jul-22,5105824034,Pell Frischmann Consultants Ltd,"£50,000.00"
Manchester City Council,Chief Executives,Professional fees,26-Jul-22,5105826321,TPXimpact Limited,"£49,974.00"
Manchester City Council,Chief Executives,Professional fees,22-Jul-22,5105825882,TPXimpact Limited,"£49,973.00"
Manchester City Council,Manchester Leisure,Special Event,19-Jul-22,5105823166,MK Illuminations UK Ltd,"£49,898.80"
Manchester City Council,Adult Social Care,Professional fees,19-Jul-22,5105825050,Revolving Doors Housing Trust,"£49,824.77"
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,29-Jul-22,5105825579,EQUANS Services Limited,"£49,654.42"
Manchester City Council,Childrens & Education Services,Home Care ,26-Jul-22,5105826398,Staff Resources Ltd,"£48,780.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,20-Jul-22,1907822736,Aon UK Limited,"£48,526.06"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,29-Jul-22,5105825621,Ameresco Limited,"£48,500.70"
Manchester City Council,Environment and Operations,Construction Works,22-Jul-22,5105825533,Kiely Bros Ltd,"£48,400.00"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,13-Jul-22,5105824477,Change Grow Live,"£48,251.92"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,28-Jul-22,5105825480,Change Grow Live,"£48,251.92"
Manchester City Council,Childrens Services,Building Works,14-Jul-22,5105824633,Renaker Build Limited,"£48,174.20"
Manchester City Council,Housing Revenue Account,External repairs and maintenance for buildings,29-Jul-22,5105826881,SHOUT TMO,"£47,287.20"
Manchester City Council,Childrens & Education Services,Payments for services,28-Jul-22,5105826751,Social Care Services (Clayton) Ltd,"£46,800.00"
Manchester City Council,Chief Executives,Furniture,26-Jul-22,5105826472,H Jenkinson & Co Ltd.,"£46,718.22"
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,08-Jul-22,5105823094,Insight Direct (Uk) Ltd,"£46,008.00"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,29-Jul-22,5105824380,EQUANS Regeneration Limited,"£45,977.39"
Manchester City Council,Manchester Leisure,Cash Collection,21-Jul-22,5105823814,APCOA PARKING UK Ltd,"£45,894.13"
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,29-Jul-22,5105825881,Conlon Construction Ltd,"£45,426.23"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,18-Jul-22,5105824778,LendLease Construction(EUROPE) Ltd,"£45,297.50"
Manchester City Council,Housing General Fund,Building Works,28-Jul-22,5105826747,Southway Housing Trust,"£45,296.25"
Manchester City Council,Environment and Operations,Construction Works,11-Jul-22,5105823355,R & M Developments Ltd,"£45,252.50"
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,13-Jul-22,5105824571,Premier Care  Ltd,"£45,138.38"
Manchester City Council,Adult Social Care,Payments for services,25-Jul-22,5105826029,Morelife (UK) Ltd,"£45,116.00"
Manchester City Council,Environment and Operations,Construction Works,25-Jul-22,5105824992,Balfour Beatty Living Places Ltd,"£44,755.14"
Manchester City Council,Childrens & Education Services,Payments for services,15-Jul-22,5105824821,Oldham College Corporation,"£44,200.62"
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,13-Jul-22,5105824344,Robertson Construction Group,"£43,726.32"
Manchester City Council,Chief Executives,ICT Sup & Maintnance,29-Jul-22,5105825574,ESRI (Uk) Ltd,"£43,398.00"
Manchester City Council,Adult Social Care,Rents,21-Jul-22,5105825539,B & A Properties,"£43,032.86"
Manchester City Council,Childrens & Education Services,Catering Provisions,05-Jul-22,1907796137,Ralph Livesey Ltd,"£42,916.55"
Manchester City Council,Adult Social Care,Payments for services,11-Jul-22,5105823263,Brook,"£42,891.49"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,29-Jul-22,5105827085,EQUANS Regeneration Limited,"£42,733.45"
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,25-Jul-22,5105823611,Sevacare (U K ) lTD,"£42,543.28"
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,04-Jul-22,5105823125,Riverside ECHG,"£42,000.00"
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,28-Jul-22,5105826720,F Parkinson Limited,"£41,732.23"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,21-Jul-22,5105825475,Manchester Womens Aid,"£41,589.75"
Manchester City Council,Chief Executives,Mobilephone Charges,05-Jul-22,1907796156,EE / Orange,"£41,047.67"
Manchester City Council,Housing General Fund,Building Works,11-Jul-22,5105823335,Manchester Care & Repair Ltd,"£40,700.00"
Manchester City Council,Manchester Leisure,Professional fees,18-Jul-22,1907822616,Shandong Taishan Sports Equipment C,"£40,684.86"
Manchester City Council,Manchester Leisure,Professional fees,26-Jul-22,5105826360,Greenwich Leisure Limited,"£40,322.05"
Manchester City Council,Manchester Leisure,Refuse Collection,21-Jul-22,5105824320,Biffa Municipal Limited,"£40,304.25"
Manchester City Council,Environment and Operations,Construction Works,15-Jul-22,5105824807,J.Hopkins (Contractors) Ltd.,"£40,190.52"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,29-Jul-22,5105827000,Lancasterian School,"£40,013.75"
Manchester City Council,Regeneration Finance,Professional fees,13-Jul-22,5105824374,Eversheds Llp,"£39,992.76"
Manchester City Council,Corporate Services,Audit Commission Fee,19-Jul-22,5105825379,Mazars LLP,"£39,879.00"
