Manchester City Council,Corporate Services,Compensation Payments,01.07.2015,1904689491,"£1,595.71",Jones Lang Lasalle Ltd,
Manchester City Council,Housing General Fund,Building Works,01.07.2015,1904697558,"£1,442.94",Chiltern Invadex Ltd,
Manchester City Council,Adult Social Care,Personal needs of client,01.07.2015,5100801405,"£1,439.00",Aidservice Ltd,
Manchester City Council,Corporate Services,Fees,01.07.2015,1904691964,"£1,395.29",Rossendales Ltd,
Manchester City Council,Housing General Fund,Building Works,01.07.2015,1904697568,"£1,375.00",Stannah Lift Services Ltd,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,01.07.2015,1904692834,"£1,350.00",Ambition,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,01.07.2015,1904698203,"£1,237.12",BRAMBLES FOODS LTD,
Manchester City Council,Adult Social Care,Foster Payments,01.07.2015,1904698366,"£1,200.72",Redacted Personal Information,
Manchester City Council,Adult Social Care,Foster Payments,01.07.2015,1904698365,"£1,130.76",Redacted Personal Information,
Manchester City Council,Hospitality + Trading Services,Refuse Collection,01.07.2015,5100801390,"£1,040.00",Restore Shred Limited,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,01.07.2015,1904698099,"£1,027.37",Brake Bros Foodservice Ltd,
Manchester City Council,Adult Social Care,Legal Fees,01.07.2015,1904698351,"£1,020.00",HMCTS (Manchester County Court),
Manchester City Council,Insurance Fund,Insurance,01.07.2015,1904689960,"£1,000.00",CFG Law,
Manchester City Council,Housing General Fund,Building Works,01.07.2015,1904697571,£990.00,Stannah Lift Services Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,01.07.2015,1904697921,£970.16,Brake Bros Foodservice Ltd,
Manchester City Council,Chief Executives,Landline Telephone,01.07.2015,1904690094,£967.33,BT PLC,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,01.07.2015,1904697868,£925.37,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,01.07.2015,1904697887,£924.87,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,01.07.2015,1904697907,£924.74,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,01.07.2015,1904698098,£912.70,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,01.07.2015,1904697897,£875.95,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,01.07.2015,1904697925,£842.58,Brake Bros Foodservice Ltd,
Manchester City Council,Adult Social Care,Foster Payments,01.07.2015,1904698364,£792.72,Redacted Personal Information,
Manchester City Council,Adult Social Care,Foster Payments,01.07.2015,1904698367,£774.20,Redacted Personal Information,
Manchester City Council,Regeneration Finance,Grant Payments,01.07.2015,1904689961,£770.00,Platt & Worsley Crt Residents Assoc,
Manchester City Council,Housing General Fund,Building Works,01.07.2015,1904697566,£747.33,Stannah Lift Services Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,01.07.2015,1904697898,£729.98,Brake Bros Foodservice Ltd,
Manchester City Council,Adult Social Care,Personal needs of client,01.07.2015,5100801404,£690.00,Aidservice Ltd,
Manchester City Council,Adult Social Care,Legal Fees,01.07.2015,1904698349,£680.00,HMCTS (Manchester County Court),
Manchester City Council,Hospitality + Trading Services,Catering Provisions,01.07.2015,1904697713,£664.08,Wilds of Oldham,
Manchester City Council,Adult Social Care,Personal needs of client,01.07.2015,5100801443,£644.14,The Furnishing Service Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,01.07.2015,1904697840,£610.09,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,01.07.2015,1904697862,£585.25,Brake Bros Foodservice Ltd,
Manchester City Council,Adult Social Care,Foster Payments,01.07.2015,1904698362,£561.32,Redacted Personal Information,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,01.07.2015,1904698096,£548.60,Pasta King (Uk) Ltd,
Manchester City Council,Insurance Fund,Bal of Rsk InsPrem,01.07.2015,1904691934,£540.24,St Aidans Catholic School,
Manchester City Council,Hospitality + Trading Services,Landline Telephone,01.07.2015,1904681460,£535.58,Vodafone (Ex C&W),
Manchester City Council,Hospitality + Trading Services,Catering Provisions,01.07.2015,1904697924,£517.81,Brake Bros Foodservice Ltd,
Manchester City Council,Adult Social Care,Foster Payments,01.07.2015,1904698360,£507.72,Redacted Personal Information,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,01.07.2015,1904698204,£500.39,Ralph Livesey Ltd,
Manchester City Council,Corporate Services,Fees,01.07.2015,1904691964,"-£1,395.29",Rossendales Ltd,
Manchester City Council,Corporate Services,Fees,01.07.2015,1904691990,"-£4,799.95",Equita Ltd,
Manchester City Council,Corporate Services,Fees,01.07.2015,1904691992,"-£15,389.10",Equita Ltd,
Manchester City Council,Housing General Fund,Surplus property Acquisitions,02.07.2015,1904699924,"£102,440.00",SAS Daniels,
Manchester City Council,GMIST (Greater Mcr Integrated),Payments for services,02.07.2015,5100801461,"£50,000.00",Wigan Metropolitan Borough Council,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,02.07.2015,5100801448,"£20,000.00",Sportserve Ltd,
Manchester City Council,Hospitality + Trading Services,Preventative Maintenance Work,02.07.2015,5100801436,"£10,441.17",Manchester Working Ltd,
Manchester City Council,Hospitality + Trading Services,Preventative Maintenance Work,02.07.2015,5100801432,"£8,607.79",Manchester Working Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.07.2015,5100801418,"£8,410.50",People First Housing Association,
Manchester City Council,Adult Social Care,Training and Development,02.07.2015,1904688170,"£8,193.90",Barnardos Manchester Leaving Care S,
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,02.07.2015,5100801435,"£7,500.00",Manchester Working Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.07.2015,5100801419,"£5,750.00",Man. Citizens Advice Bureaux,
Manchester City Council,Hospitality + Trading Services,Preventative Maintenance Work,02.07.2015,5100801433,"£5,499.98",Manchester Working Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.07.2015,5100801338,"£5,181.00",Manchester Carers Centre,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,02.07.2015,5100801318,"£4,959.19",Custodian Monitoring,
Manchester City Council,Adult Social Care,Fixtures and Fitting,02.07.2015,1904688170,"£3,537.00",Barnardos Manchester Leaving Care S,
Manchester City Council,Hospitality + Trading Services,Compensation Payments,02.07.2015,1904691967,"£3,250.00",Prolegal Ltd,
Manchester City Council,Adult Social Care,Professional fees,02.07.2015,5100801590,"£2,260.00",AECOM Professional Services LLP,
Manchester City Council,Corporate Services,Vehicle Hire Costs,02.07.2015,1904699644,"£2,091.20",City Car Club Ltd,
Manchester City Council,Chief Executives,Agency staff provision,02.07.2015,5100801786,"£1,725.00",Hays Personnel,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.07.2015,5100801339,"£1,654.00",Manchester Carers Centre,
Manchester City Council,Corporate Services,Vehicle Hire Costs,02.07.2015,1904699641,"£1,535.85",City Car Club Ltd,
Manchester City Council,Housing General Fund,BW Leasehold SF,02.07.2015,1904699924,"£1,503.53",SAS Daniels,
Manchester City Council,Adult Social Care,Agency staff provision,02.07.2015,5100801399,"£1,487.80",SRA Cover Staff Ltd,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,02.07.2015,5100801387,"£1,445.41",Aquarius Community Centre,
Manchester City Council,Adult Social Care,Childrens Allowances,02.07.2015,1904688170,"£1,389.66",Barnardos Manchester Leaving Care S,
Manchester City Council,Corporate Services,Vehicle Hire Costs,02.07.2015,1904699642,"£1,285.94",City Car Club Ltd,
Manchester City Council,Adult Social Care,PNOR-Other Amenities,02.07.2015,1904688170,"£1,222.60",Barnardos Manchester Leaving Care S,
Manchester City Council,Adult Social Care,Agency staff provision,02.07.2015,5100801399,"£1,096.15",SRA Cover Staff Ltd,
Manchester City Council,Adult Social Care,Agency staff provision,02.07.2015,5100801399,"£1,089.76",SRA Cover Staff Ltd,
Manchester City Council,Housing General Fund,Surplus property Fees,02.07.2015,1904699924,£990.00,SAS Daniels,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02.07.2015,5100801588,£910.00,Redacted Personal Information,
Manchester City Council,Environment and Operations,Building Materials for direct delivery,02.07.2015,5100801496,£861.60,The Helping Hand Company Ltd,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,02.07.2015,5100801559,£815.30,Pearson Shared Services Ltd,
Manchester City Council,Adult Social Care,Agency staff provision,02.07.2015,5100801399,£739.28,SRA Cover Staff Ltd,
Manchester City Council,Adult Social Care,Agency staff provision,02.07.2015,5100801399,£685.14,SRA Cover Staff Ltd,
Manchester City Council,Hospitality + Trading Services,Agency staff provision,02.07.2015,5100801788,£675.84,Hays Personnel,
Manchester City Council,Adult Social Care,Personal needs of client,02.07.2015,1904690056,£666.00,Kingswood House,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02.07.2015,5100801591,£665.00,Redacted Personal Information,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02.07.2015,5100801598,£665.00,Redacted Personal Information,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02.07.2015,5100801602,£665.00,Redacted Personal Information,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02.07.2015,5100801604,£665.00,Redacted Personal Information,
Manchester City Council,Corporate Services,Travel Season TLS,02.07.2015,5100801398,£646.00,Transport for Greater Manchester,
Manchester City Council,Housing General Fund,BW Leasehold DtoD,02.07.2015,1904699924,£643.12,SAS Daniels,
Manchester City Council,Environment and Operations,Legal Fees,02.07.2015,5100801555,£612.50,Redacted Personal Information,
Manchester City Council,Adult Social Care,ClothsUniformLaundry,02.07.2015,5100801505,£599.20,Alliance Disposables Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,02.07.2015,1904699453,£598.99,Chicken Joes Limited,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,02.07.2015,1904699452,£588.90,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,02.07.2015,1904699454,£580.49,Brake Bros Foodservice Ltd,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,02.07.2015,1904692080,£559.00,Royal Liverpool & B/green UH NHS T,
Manchester City Council,Corporate Services,Travel Season TLS,02.07.2015,5100801398,£550.00,Transport for Greater Manchester,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,02.07.2015,5100801551,£526.00,Pearson Shared Services Ltd,
Manchester City Council,Adult Social Care,Internal Repairs and Maintenance for buildings,02.07.2015,1904691969,£500.00,Redacted Personal Information,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,02.07.2015,5100801725,"-£13,264.00",The Pennine Acute Hospital Nhs Trus,
Manchester City Council,Adult Social Care,Payments for services,03.07.2015,5100801731,"£207,185.83",Future Directions CIC,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,03.07.2015,5100801454,"£46,733.00",Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Payments for services,03.07.2015,5100801659,"£31,455.68",The Together Trust,
Manchester City Council,Adult Social Care,Payments for services,03.07.2015,5100801668,"£31,455.68",The Together Trust,
Manchester City Council,Adult Social Care,Payments for services,03.07.2015,5100801675,"£31,455.68",The Together Trust,
Manchester City Council,Chief Executives,Professional fees,03.07.2015,5100799805,"£29,833.91",Actinista Limited,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,03.07.2015,5100801741,"£18,614.00",The Booth Centre,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.07.2015,5100801762,"£17,070.00",Breakthrough Uk Ltd,
Manchester City Council,Adult Social Care,Payments for services,03.07.2015,5100801734,"£16,973.00",Future Directions CIC,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,03.07.2015,5100801800,"£15,748.36",Kenny Bros (Civil Eng) Ltd,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,03.07.2015,5100801741,"£12,410.17",The Booth Centre,
Manchester City Council,Adult Social Care,Supporting People Payments,03.07.2015,5100801416,"£11,272.16",People First Housing Association,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,03.07.2015,5100801801,"£10,489.52",Kenny Bros (Civil Eng) Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.07.2015,5100793525,"£8,750.00",The Children'S Society Services Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.07.2015,5100793526,"£8,750.00",The Children'S Society Services Ltd,
Manchester City Council,Adult Social Care,Payments for services,03.07.2015,5100801730,"£7,971.00",Future Directions CIC,
Manchester City Council,Hospitality + Trading Services,Water - Metered,03.07.2015,1904699763,"£7,425.57",United Utilities Water Plc,
Manchester City Council,Manchester Leisure,Water - Unmetered,03.07.2015,1904699864,"£7,183.72",United Utilities Water Plc,
Manchester City Council,Regeneration Finance,Water - Metered,03.07.2015,1904699760,"£6,938.58",United Utilities Water Plc,
Manchester City Council,Regeneration Finance,Professional fees,03.07.2015,5100801453,"£6,431.01",GVA Grimley Ltd,
Manchester City Council,Adult Social Care,Payments for services,03.07.2015,5100801666,"£5,780.34",The Together Trust,
Manchester City Council,Adult Social Care,Payments for services,03.07.2015,5100801672,"£5,780.34",The Together Trust,
Manchester City Council,Adult Social Care,Payments for services,03.07.2015,5100801677,"£5,780.34",The Together Trust,
Manchester City Council,Hospitality + Trading Services,Water - Metered,03.07.2015,1904699759,"£5,180.31",United Utilities Water Plc,
Manchester City Council,Manchester Leisure,Grant Payments,03.07.2015,5100801827,"£5,000.00",Manchester Camerata,
Manchester City Council,Regeneration Finance,Professional fees,03.07.2015,5100801455,"£4,950.00",GVA Grimley Ltd,
Manchester City Council,Regeneration Finance,Water - Metered,03.07.2015,1904699784,"£4,859.25",United Utilities Water Plc,
Manchester City Council,Adult Social Care,Supporting People Payments,03.07.2015,5100801848,"£4,592.24",People First Housing Association,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,03.07.2015,5100801770,"£4,546.00",Stannah Lift Services Ltd,
Manchester City Council,Housing Revenue Account,Responsive Repairs Work,03.07.2015,5100801782,"£4,169.82",Northwards Housing Limited,
Manchester City Council,Adult Social Care,Professional fees,03.07.2015,5100801816,"£4,132.42",Safehands Network Ltd,
Manchester City Council,Adult Social Care,Internal Repairs and Maintenance for buildings,03.07.2015,5100801640,"£4,070.97",Manchester Working Ltd,
Manchester City Council,Adult Social Care,Internal Repairs and Maintenance for buildings,03.07.2015,5100801763,"£3,841.47",Manchester Working Ltd,
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,03.07.2015,5100796993,"£3,515.00",Pathways CIC,
Manchester City Council,Adult Social Care,Professional fees,03.07.2015,5100801651,"£3,494.00",AECOM Professional Services LLP,
Manchester City Council,Manchester Leisure,Professional fees,03.07.2015,5100801859,"£3,256.91",Sutton PR Ltd,
Manchester City Council,Chief Executives,Compensation Payments,03.07.2015,5100801878,"£2,750.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Internal Repairs and Maintenance for buildings,03.07.2015,5100801643,"£2,523.77",Manchester Working Ltd,
Manchester City Council,Chief Executives,Agency staff provision,03.07.2015,5100801739,"£2,439.57",Routes Healthcare (North) Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.07.2015,5100801674,"£2,416.66",Barnardo's North West,
Manchester City Council,Adult Social Care,Water - Metered,03.07.2015,1904699738,"£2,395.59",United Utilities Water Plc,
Manchester City Council,Regeneration Finance,Water - Metered,03.07.2015,1904699820,"£2,371.73",United Utilities Water Plc,
Manchester City Council,Regeneration Finance,Water - Metered,03.07.2015,1904699727,"£2,328.51",United Utilities Water Plc,
Manchester City Council,Regeneration Finance,Water - Metered,03.07.2015,1904699761,"£2,049.31",United Utilities Water Plc,
Manchester City Council,Adult Social Care,Water - Metered,03.07.2015,1904699817,"£2,042.71",United Utilities Water Plc,
Manchester City Council,Adult Social Care,Equipment,03.07.2015,5100801703,"£2,040.00",Independent Life Solutions,
Manchester City Council,Manchester Leisure,Refuse Collection,03.07.2015,1904702779,"£2,024.09",Enterprise Manchester TRADE,
Manchester City Council,Adult Social Care,Professional fees,03.07.2015,5100801746,"£2,012.90",Birch Community Association,
Manchester City Council,Adult Social Care,Professional fees,03.07.2015,5100801743,"£1,990.22",Birch Community Association,
Manchester City Council,Environment and Operations,Building Materials for direct delivery,03.07.2015,5100801758,"£1,990.00",A P Broome Landscapes Ltd,
Manchester City Council,Regeneration Finance,Water - Metered,03.07.2015,1904699734,"£1,846.04",United Utilities Water Plc,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,03.07.2015,5100801740,"£1,790.00",Massey & Harris (Engrg) Ltd,
Manchester City Council,Adult Social Care,Professional fees,03.07.2015,5100801686,"£1,750.00",Action First iPeople Ltd,
Manchester City Council,Environment and Operations,Building Materials for direct delivery,03.07.2015,5100801755,"£1,660.00",A P Broome Landscapes Ltd,
Manchester City Council,Manchester Leisure,Payments for services,03.07.2015,5100801870,"£1,600.00",Street Dance and Fitness Ltd,
Manchester City Council,Regeneration Finance,Water - Metered,03.07.2015,1904699733,"£1,581.26",United Utilities Water Plc,
Manchester City Council,Regeneration Finance,Water - Metered,03.07.2015,1904699785,"£1,502.75",United Utilities Water Plc,
Manchester City Council,Adult Social Care,Water - Metered,03.07.2015,1904699807,"£1,488.17",United Utilities Water Plc,
Manchester City Council,Adult Social Care,Water - Metered,03.07.2015,1904699741,"£1,454.46",United Utilities Water Plc,
Manchester City Council,Regeneration Finance,Water - Metered,03.07.2015,1904699774,"£1,201.63",United Utilities Water Plc,
Manchester City Council,Regeneration Finance,Legal Fees,03.07.2015,5100801721,"£1,181.25",Kings Chambers,
Manchester City Council,Regeneration Finance,Water - Metered,03.07.2015,1904699803,"£1,113.06",United Utilities Water Plc,
Manchester City Council,Environment and Operations,Heating Oil,03.07.2015,1904699872,"£1,086.00",Emo Oil Ltd,
Manchester City Council,Hospitality + Trading Services,Water - Metered,03.07.2015,1904699788,"£1,040.17",United Utilities Water Plc,
Manchester City Council,Corporate Services,Water - Metered,03.07.2015,1904699725,"£1,033.60",United Utilities Water Plc,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.07.2015,1904702697,"£1,001.98",Brake Bros Foodservice Ltd,
Manchester City Council,Corporate Services,Publications,03.07.2015,1904701121,"£1,001.89",Southwest Binding & Laminating,
Manchester City Council,Adult Social Care,Water - Metered,03.07.2015,1904699783,£988.31,United Utilities Water Plc,
Manchester City Council,Environment and Operations,Heating Oil,03.07.2015,1904699873,£968.49,Emo Oil Ltd,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,03.07.2015,5100801843,£917.33,Rexel UK Ltd,
Manchester City Council,Regeneration Finance,Legal Fees,03.07.2015,5100801700,£875.00,Kings Chambers,
Manchester City Council,Adult Social Care,Water - Metered,03.07.2015,1904699790,£849.52,United Utilities Water Plc,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.07.2015,1904702767,£827.82,Brake Bros Foodservice Ltd,
Manchester City Council,Regeneration Finance,Water - Metered,03.07.2015,1904699791,£794.68,United Utilities Water Plc,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,03.07.2015,5100801829,£792.20,Rexel UK Ltd,
Manchester City Council,Regeneration Finance,Water - Metered,03.07.2015,1904699806,£766.43,United Utilities Water Plc,
Manchester City Council,Adult Social Care,Agency staff provision,03.07.2015,5100801739,£759.64,Routes Healthcare (North) Ltd,
Manchester City Council,Environment and Operations,Compensation Payments,03.07.2015,1904697543,£720.00,SBW LAWYERS,
Manchester City Council,Regeneration Finance,Water - Metered,03.07.2015,1904699800,£715.59,United Utilities Water Plc,
Manchester City Council,Adult Social Care,Water - Metered,03.07.2015,1904699748,£708.70,United Utilities Water Plc,
Manchester City Council,Regeneration Finance,Water - Metered,03.07.2015,1904699773,£674.46,United Utilities Water Plc,
Manchester City Council,Adult Social Care,Water - Metered,03.07.2015,1904699724,£668.59,United Utilities Water Plc,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,03.07.2015,5100801607,£665.00,Redacted Personal Information,
Manchester City Council,Adult Social Care,Stationery,03.07.2015,5100801513,£659.36,Banner Business Services Ltd,
Manchester City Council,Manchester Leisure,Water - Metered,03.07.2015,1904699745,£653.14,United Utilities Water Plc,
Manchester City Council,Housing Revenue Account,Gas,03.07.2015,1904699723,£636.41,Scottish & Southern Energy Plc,
Manchester City Council,Adult Social Care,Water - Metered,03.07.2015,1904699865,£626.13,United Utilities Water Plc,
Manchester City Council,Regeneration Finance,Water - Metered,03.07.2015,1904699766,£624.14,United Utilities Water Plc,
Manchester City Council,Regeneration Finance,Water - Metered,03.07.2015,1904699769,£604.79,United Utilities Water Plc,
Manchester City Council,Regeneration Finance,Grant Payments,03.07.2015,1904697538,£600.00,Whalley Range Forum,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.07.2015,1904702774,£592.32,Brake Bros Foodservice Ltd,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,03.07.2015,5100801813,£592.31,Rexel UK Ltd,
Manchester City Council,Corporate Services,Water - Metered,03.07.2015,1904699814,£579.34,United Utilities Water Plc,
Manchester City Council,Adult Social Care,Childminding Fee Pay,03.07.2015,5100801632,£577.50,Tiddlywinks Day Nursery,
Manchester City Council,Adult Social Care,Water - Metered,03.07.2015,1904699811,£577.14,United Utilities Water Plc,
Manchester City Council,Housing Revenue Account,Gas,03.07.2015,1904699828,£570.61,Scottish & Southern Energy Plc,
Manchester City Council,Adult Social Care,Water - Metered,03.07.2015,1904699796,£557.22,United Utilities Water Plc,
Manchester City Council,Adult Social Care,Water - Metered,03.07.2015,1904699771,£539.43,United Utilities Water Plc,
Manchester City Council,Adult Social Care,Gas,03.07.2015,1904699688,£532.16,Total Gas & Power,
Manchester City Council,Housing Revenue Account,Gas,03.07.2015,1904699847,£520.81,Scottish & Southern Energy Plc,
Manchester City Council,Regeneration Finance,Water - Metered,03.07.2015,1904699753,£504.59,United Utilities Water Plc,
Manchester City Council,Regeneration Finance,Water - Metered,03.07.2015,1904699778,£503.21,United Utilities Water Plc,
Manchester City Council,Adult Social Care,Water - Unmetered,03.07.2015,1700057185,-£645.64,United Utilities Water Plc,
Manchester City Council,Corporate Services,Water - Unmetered,03.07.2015,1700057184,"-£1,394.06",United Utilities Water Plc,
Manchester City Council,Environment and Operations,Building Materials for direct delivery,03.07.2015,5100801754,"-£1,660.00",A P Broome Landscapes Ltd,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,03.07.2015,5100801735,"-£1,790.00",Massey & Harris (Engrg) Ltd,
Manchester City Council,Environment and Operations,Building Materials for direct delivery,03.07.2015,5100801757,"-£1,990.00",A P Broome Landscapes Ltd,
Manchester City Council,Adult Social Care,Internal Repairs and Maintenance for buildings,03.07.2015,5100801645,"-£2,470.55",Manchester Working Ltd,
Manchester City Council,Adult Social Care,Water - Unmetered,03.07.2015,1700057183,"-£6,775.27",United Utilities Water Plc,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,06.07.2015,5100801864,"£310,613.00",Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,06.07.2015,5100801865,"£310,613.00",Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,06.07.2015,5100801866,"£310,613.00",Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,06.07.2015,5100801864,"£127,335.85",Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,06.07.2015,5100801865,"£123,228.23",Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,06.07.2015,5100801866,"£123,228.23",Manchester Mental Health & Social C,
Manchester City Council,Adult Social Care,Audit Commission Fee,06.07.2015,5100801312,"£99,985.00",Ernst & Young Llp,
