Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,
Manchester City Council,Manchester Leisure,Professional fees,01.05.2020,5101086779,£600.00,Redacted Personal Information,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,01.05.2020,5101086820,£524.41,Redacted Personal Information,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,01.05.2020,5101086756,£500.00,Manchester Working Ltd,
Manchester City Council,Manchester Leisure,Professional fees,01.05.2020,5101086813,£500.00,Redacted Personal Information,
Manchester City Council,Adult Social Care,Payments for services,01.05.2020,5101086785,"-£2,982.00",Delphi Medical,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,04.05.2020,5101086855,"£873,083.33",Central Mcr Uni Hospital t/a,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,04.05.2020,5101086852,"£499,070.50",Central Mcr Uni Hospital t/a,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,04.05.2020,5101086850,"£287,011.17",Central Mcr Uni Hospital t/a,
Manchester City Council,Adult Social Care,Rents,04.05.2020,5101087068,"£83,168.43",Accommodation Links Ltd,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,04.05.2020,5101086849,"£83,166.67",Central Mcr Uni Hospital t/a,
Manchester City Council,Adult Social Care,Rents,04.05.2020,5101086943,"£82,614.14",Accommodation Links Ltd,
Manchester City Council,Chief Executives,Grant Payments,04.05.2020,5101087044,"£67,000.00",National College For Digital Skills,
Manchester City Council,Adult Social Care,Rents,04.05.2020,5101086950,"£66,080.44",Mears Limited,
Manchester City Council,Adult Social Care,Rents,04.05.2020,5101086880,"£60,808.14",Mears Limited,
Manchester City Council,General Fund,Levies,04.05.2020,1906845996,"£55,899.00",Environment Agency,
Manchester City Council,Adult Social Care,Rents,04.05.2020,5101086883,"£54,490.94",Mears Limited,
Manchester City Council,Hospitality + Trading Services,Compensation Payments,04.05.2020,1906846801,"£50,000.00",Irwin Mitchell Solicitors,
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,04.05.2020,5101087031,"£50,000.00",Cityco,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,04.05.2020,5101086851,"£46,262.83",Central Mcr Uni Hospital t/a,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.05.2020,5101086990,"£40,000.00",Manchester Carers Centre,
Manchester City Council,Highways Services,Professional fees,04.05.2020,5101086940,"£33,000.00",Parking Matters Ltd,
Manchester City Council,Childrens & Education Services,Payments for services,04.05.2020,5101086959,"£30,772.25",Pure Innovations Ltd,
Manchester City Council,Adult Social Care,Rents,04.05.2020,5101086953,"£28,803.03",United Property Management Ltd,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,04.05.2020,5101087065,"£28,000.00",BLACC Ltd,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,04.05.2020,5101086850,"£20,833.33",Central Mcr Uni Hospital t/a,
Manchester City Council,Chief Executives,Agency staff provision,04.05.2020,5101086947,"£20,642.86",Deekay Technical Recruitment Ltd,
Manchester City Council,Environment and Operations,Construction Works,04.05.2020,5101086795,"£20,400.00",J.Hopkins (Contractors) Ltd.,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,04.05.2020,5101086908,"£19,966.33",ENGIE Regeneration (Bramall) Ltd,
Manchester City Council,Regeneration Finance,Professional fees,04.05.2020,5101087063,"£19,327.35",Local Data Company,
Manchester City Council,Regeneration Finance,Third party payments relating to Voluntary Organisations,04.05.2020,5101086865,"£18,556.00",Back On Track,
Manchester City Council,Corporate Services,Rents,04.05.2020,1906846361,"£16,674.99",Regus Management (UK) Ltd,
Manchester City Council,Adult Social Care,Registered Nursing Homes Permanent Payments,04.05.2020,5101086863,"£15,659.43",Ringway Mews Nursing Home,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,04.05.2020,5101086850,"£15,371.75",Central Mcr Uni Hospital t/a,
Manchester City Council,Highways Services,Professional fees,04.05.2020,5101086944,"£15,000.00",Parking Matters Ltd,
Manchester City Council,Hospitality + Trading Services,Compensation Payments,04.05.2020,1906846803,"£15,000.00",Irwin Mitchell Solicitors,
Manchester City Council,Adult Social Care,Rents,04.05.2020,5101086932,"£14,970.75",AJD Property Limited,
Manchester City Council,Chief Executives,Agency staff provision,04.05.2020,5101086946,"£14,790.00",Triad Resourcing,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.05.2020,5101086872,"£14,662.62",Breakthrough Uk Ltd,
Manchester City Council,Childrens & Education Services,Professional fees,04.05.2020,1906812422,"£14,615.00",Survey & Engineering Projects,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.05.2020,5101086898,"£13,485.98",The Shaw Centre,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.05.2020,5101086998,"£12,664.30",Manchester People First,
Manchester City Council,Regeneration Finance,Third party payments relating to Voluntary Organisations,04.05.2020,5101086858,"£12,351.00",Back On Track,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,04.05.2020,5101086919,"£12,268.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,04.05.2020,5101086926,"£12,084.00",Redacted Personal Information,
Manchester City Council,Chief Executives,Agency staff provision,04.05.2020,5101087023,"£11,084.00",Venn Group Ltd,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,04.05.2020,5101086929,"£10,593.00",Redacted Personal Information,
Manchester City Council,Childrens & Education Services,Payments for services,04.05.2020,5101086963,"£9,724.00",Teenage Works,
Manchester City Council,Manchester Leisure,Professional fees,04.05.2020,5101086924,"£9,200.00",Walk The Plank Ltd,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,04.05.2020,5101086955,"£8,941.00",Redacted Personal Information,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,04.05.2020,5101086915,"£8,854.43",New Bridge School,
Manchester City Council,Adult Social Care,Rents,04.05.2020,5101086934,"£8,585.23",AJD Property Limited,
Manchester City Council,Manchester Leisure,Professional fees,04.05.2020,5101086847,"£8,500.00",Teamkinetic Ltd,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,04.05.2020,5101086853,"£8,455.50",Central Mcr Uni Hospital t/a,
Manchester City Council,Chief Executives,Agency staff provision,04.05.2020,5101087071,"£7,552.38",Liquid Personnel Ltd,
Manchester City Council,Adult Social Care,Rents,04.05.2020,5101086923,"£7,054.22",Eeven Homes Ltd.,
Manchester City Council,Adult Social Care,Payments for services,04.05.2020,5101086800,"£7,008.00",Brook,
Manchester City Council,Manchester Leisure,General Office expenses,04.05.2020,5101086974,"£6,952.00",Community Security (North West),
Manchester City Council,Childrens & Education Services,Payments for services,04.05.2020,5101086968,"£6,578.46",Cheadle & Marple Sixth Form College,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,04.05.2020,5101086918,"£6,470.00",St Anne's RC High School,
Manchester City Council,Regeneration Finance,Professional fees,04.05.2020,5101086823,"£6,375.00",Pannone Corporate LLP,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,04.05.2020,5101087054,"£6,370.00",St James' Catholic High School,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,04.05.2020,1906846785,"£6,217.18",Bolton At Home,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.05.2020,5101086859,"£6,190.46",Talbot House Support Centre,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,04.05.2020,5101086914,"£5,807.08",New Bridge School,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,04.05.2020,5101086922,"£5,495.00",Hala Guest House,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.05.2020,5101086897,"£5,312.50",Pure Innovations Ltd,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,04.05.2020,5101086857,"£5,250.00",Ramboll UK Limited,
Manchester City Council,Childrens & Education Services,Supported Accommodation,04.05.2020,5101086928,"£4,815.00",Bedspace Resource Ltd,
Manchester City Council,Adult Social Care,Rents,04.05.2020,5101086937,"£4,806.06",AJD Property Limited,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,04.05.2020,5101086917,"£4,748.10",Thomasson Memorial School,
Manchester City Council,Regeneration Finance,Legal Fees,04.05.2020,1906844570,"£4,029.09",Addleshaw Goddard Solicitors,
Manchester City Council,Corporate Services,Equipment,04.05.2020,5101086921,"£3,982.00",Arrow County Supplies,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.05.2020,5101086872,"£3,944.77",Breakthrough Uk Ltd,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,04.05.2020,5101086981,"£3,350.00",Community Security (North West),
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,04.05.2020,5101087070,"£3,256.00",Cheadle Hulme High School,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,04.05.2020,5101086850,"£3,040.58",Central Mcr Uni Hospital t/a,
Manchester City Council,Adult Social Care,Rents,04.05.2020,5101086989,"£2,999.40",Mosscare St Vincent's Housing,
Manchester City Council,Childrens & Education Services,Professional fees,04.05.2020,1906844568,"£2,823.20",Target Psychology Ltd,
Manchester City Council,Corporate Services,Equipment,04.05.2020,5101086920,"£2,678.80",Arrow County Supplies,
Manchester City Council,Manchester Leisure,Professional fees,04.05.2020,1906844563,"£2,500.00",AK Arts,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,04.05.2020,5101086854,"£2,500.00",Central Mcr Uni Hospital t/a,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,04.05.2020,5101086916,"£2,313.68",New Bridge School,
Manchester City Council,Adult Social Care,Equipment,04.05.2020,5101086987,"£2,280.00",Tunstall Healthcare (UK) Ltd,
Manchester City Council,Adult Social Care,Compensation Payments,04.05.2020,1906848321,"£2,275.00",Liberata,
Manchester City Council,Childrens & Education Services,Expenditure re Internal Trading Ordered Externally,04.05.2020,5101086864,"£2,159.20",Language Line Ltd,
Manchester City Council,Childrens & Education Services,Payments for services,04.05.2020,5101086966,"£2,050.00",TMP College,
Manchester City Council,Corporate Services,Professional fees,04.05.2020,5101086870,"£1,895.75",Manchester Working Ltd,
Manchester City Council,Manchester Leisure,Special Events,04.05.2020,5101086876,"£1,746.00",Event Technical Support,
Manchester City Council,Manchester Leisure,Special Events,04.05.2020,5101086877,"£1,612.00",Event Technical Support,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,04.05.2020,5101086913,"£1,594.26",New Bridge School,
Manchester City Council,Manchester Leisure,Hire of Equipment,04.05.2020,5101086878,"£1,578.00",Event Technical Support,
Manchester City Council,Childrens & Education Services,Payments for services,04.05.2020,5101086840,"£1,577.11",Apollo Home Healthcare Ltd,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,04.05.2020,5101087000,"£1,500.00",Gorton Events Committee,
Manchester City Council,Adult Social Care,Compensation Payments,04.05.2020,1906846798,"£1,500.00",Anthony Hodari Solicitors,
Manchester City Council,Manchester Leisure,Equipment,04.05.2020,5101086836,"£1,450.00",Massey & Harris (Engrg) Ltd,
Manchester City Council,Childrens & Education Services,Payments for services,04.05.2020,5101087040,"£1,380.34",The Together Trust,
Manchester City Council,Childrens & Education Services,Professional fees,04.05.2020,1906844564,"£1,333.33",St Johns Buildings-Barristers,
Manchester City Council,Adult Social Care,Rents,04.05.2020,1906848314,"£1,296.44",Manchester Letting,
Manchester City Council,Manchester Leisure,Special Events,04.05.2020,5101086879,"£1,277.00",Event Technical Support,
Manchester City Council,Manchester Leisure,Special Events,04.05.2020,5101086881,"£1,274.00",Event Technical Support,
Manchester City Council,Childrens & Education Services,Payments for services,04.05.2020,5101087039,"£1,240.89",The Together Trust,
Manchester City Council,Manchester Leisure,Hire of Equipment,04.05.2020,5101086882,"£1,223.64",Event Technical Support,
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,04.05.2020,5101086873,"£1,168.57",ECE Consultancy,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,04.05.2020,1906846362,"£1,020.39",Homerton University Hospital NHS FT,
Manchester City Council,Adult Social Care,Furniture,04.05.2020,5101086960,"£1,006.00",Camilla Carpets Ltd,
Manchester City Council,Childrens & Education Services,Professional fees,04.05.2020,1906844482,£947.92,Redacted Personal Information,
Manchester City Council,Environment and Operations,Construction Works,04.05.2020,5101086895,£900.80,Symology Limited,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,04.05.2020,5101086778,£760.00,Armstrong York,
Manchester City Council,Highways Services,Compensation Payments,04.05.2020,1906846001,£725.00,Department For Work & Pensions,
Manchester City Council,Adult Social Care,Professional fees,04.05.2020,5101086984,£702.00,YOURmedpack Ltd,
Manchester City Council,Leasing,Professional fees,04.05.2020,5101087007,£687.50,Arlingclose Ltd,
Manchester City Council,Adult Social Care,Rents,04.05.2020,5101086938,£667.33,Amco Management,
Manchester City Council,Adult Social Care,Rents,04.05.2020,5101086942,£667.33,Amco Management,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,04.05.2020,5101086971,£660.00,Community Security (North West),
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,04.05.2020,5101086973,£660.00,Community Security (North West),
Manchester City Council,Childrens & Education Services,Professional fees,04.05.2020,1906845994,£636.61,Target Psychology Ltd,
Manchester City Council,Regeneration Finance,Subsistence and Conference Expenses,04.05.2020,5101086985,£615.00,Institute of Licensing (Events) Ltd,
Manchester City Council,Adult Social Care,Personal needs of client,04.05.2020,5101086906,£603.13,Prism Medical UK Carefree Division,
Manchester City Council,Manchester Leisure,Special Events,04.05.2020,5101086884,£550.00,Event Technical Support,
Manchester City Council,Manchester Leisure,Catering,04.05.2020,5101086925,£530.95,Manchester Art Gallery,
Manchester City Council,Highways Services,Legal Fees,04.05.2020,5101086905,£500.00,Redacted Personal Information,
Manchester City Council,Highways Services,Compensation Payments,04.05.2020,1700100606,-£725.00,Department For Work & Pensions,
Manchester City Council,Childrens & Education Services,Professional fees,04.05.2020,1700100618,-£800.00,NHS England,
Manchester City Council,Childrens & Education Services,Supported Accommodation,04.05.2020,5101086930,"-£4,815.00",Bedspace Resource Ltd,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,04.05.2020,5101086856,"-£5,250.00",Ramboll UK Limited,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,04.05.2020,5101087099,"-£70,833.33",Central Mcr Uni Hospital t/a,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,05.05.2020,5101087186,"£208,729.42",Laing O'Rourke Construction Ltd,
Manchester City Council,Adult Social Care,Rents,05.05.2020,5101087080,"£119,894.85",T15 Consultancy Ltd,
Manchester City Council,Adult Social Care,Rents,05.05.2020,5101087085,"£80,927.07",Manchester Housing Group Ltd,
Manchester City Council,Adult Social Care,Rents,05.05.2020,5101087089,"£34,431.20",Housing Social Ltd,
Manchester City Council,Regeneration Finance,Rents,05.05.2020,1906831274,"£30,696.00",Vanguard Holdings Ltd,
Manchester City Council,Regeneration Finance,Professional fees,05.05.2020,5101087233,"£27,019.74",Faithful & Gould Ltd,
Manchester City Council,Corporate Services,Grant Payments,05.05.2020,5101087192,"£25,904.75",CIPFA Business Ltd,
Manchester City Council,Regeneration Finance,Professional fees,05.05.2020,5101087119,"£22,035.00",Kpmg Llp,
Manchester City Council,Environment and Operations,Construction Works,05.05.2020,5101087164,"£19,054.26",Balfour Beatty Living Places Ltd,
Manchester City Council,Childrens & Education Services,Payments for services,05.05.2020,5101087229,"£18,972.00",National Offender Mgt Services,
Manchester City Council,Childrens & Education Services,Payments for services,05.05.2020,5101087218,"£17,457.00",National Offender Mgt Services,
Manchester City Council,Chief Executives,Agency staff provision,05.05.2020,5101087273,"£13,711.68",Michael Page International,
Manchester City Council,Adult Social Care,Rents,05.05.2020,5101087282,"£11,912.42",K L Properties,
Manchester City Council,Environment and Operations,Construction Works,05.05.2020,5101087298,"£10,950.00",Transport for Greater Manchester,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,05.05.2020,5101087118,"£9,467.00",Sharpfutures Manchester CIC,
Manchester City Council,Regeneration Finance,General Office expenses,05.05.2020,1906844650,"£8,348.49",Northenden Players Theatre Club,
Manchester City Council,Childrens & Education Services,Payments for services,05.05.2020,5101087187,"£7,813.75",Time Specialist Support Ltd,
Manchester City Council,Childrens & Education Services,Payments for services,05.05.2020,5101087221,"£7,440.00",National Offender Mgt Services,
Manchester City Council,Childrens & Education Services,Payments for services,05.05.2020,5101087225,"£7,440.00",National Offender Mgt Services,
Manchester City Council,Childrens & Education Services,Payments for services,05.05.2020,5101087232,"£7,440.00",National Offender Mgt Services,
Manchester City Council,Childrens & Education Services,Payments for services,05.05.2020,5101087236,"£7,440.00",National Offender Mgt Services,
Manchester City Council,Childrens & Education Services,Payments for services,05.05.2020,5101087241,"£7,440.00",National Offender Mgt Services,
Manchester City Council,Childrens & Education Services,Payments for services,05.05.2020,5101087230,"£7,344.00",National Offender Mgt Services,
Manchester City Council,Regeneration Finance,Professional fees,05.05.2020,5101087226,"£7,170.00",Faithful & Gould Ltd,
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,05.05.2020,5101086935,"£6,000.00",North Manchester FM Ltd,
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,05.05.2020,5101086936,"£6,000.00",North Manchester FM Ltd,
Manchester City Council,Chief Executives,Agency staff provision,05.05.2020,5101087278,"£4,851.00",Pertemps Professional Recruitment L,
Manchester City Council,Childrens & Education Services,Payments for services,05.05.2020,5101087234,"£4,560.00",National Offender Mgt Services,
Manchester City Council,Childrens & Education Services,Professional fees,05.05.2020,1906841677,"£4,464.13",Waddington & Son Solicitors,
Manchester City Council,Childrens & Education Services,Professional fees,05.05.2020,1906841571,"£4,322.41",Waddington & Son Solicitors,
Manchester City Council,Corporate Services,Vehicle Costs,05.05.2020,1906848322,"£3,995.00",Cyclescheme Ltd,
Manchester City Council,Manchester Leisure,Equipment,05.05.2020,5101087334,"£3,987.00",The Helping Hand Company Ltd,
Manchester City Council,Childrens & Education Services,Payments for services,05.05.2020,5101087223,"£3,672.00",National Offender Mgt Services,
Manchester City Council,Chief Executives,Professional fees,05.05.2020,1906848306,"£3,056.25",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Compensation Payments,05.05.2020,1906848313,"£2,800.00",Redacted Personal Information,
Manchester City Council,Corporate Services,Vehicle Costs,05.05.2020,1906848323,"£2,763.00",Cyclescheme Ltd,
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,05.05.2020,5101087074,"£2,598.75",The Big Life Company,
Manchester City Council,Childrens & Education Services,Contract Cleaning External,05.05.2020,1906813236,"£2,555.00",Redacted Personal Information,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,05.05.2020,5101087304,"£2,300.00",Community Security (North West),
Manchester City Council,Manchester Leisure,Equipment,05.05.2020,5101087390,"£1,844.50",The Helping Hand Company Ltd,
Manchester City Council,Adult Social Care,Personal needs of client,05.05.2020,5101087201,"£1,780.00",Care & Independence Ltd,
Manchester City Council,Housing Revenue Account,West Gorton Management Fee,05.05.2020,5101087093,"£1,765.50",The Guinness Partnership Ltd,
Manchester City Council,Regeneration Finance,Professional fees,05.05.2020,5101087286,"£1,750.00",GVA Grimley Ltd,
Manchester City Council,Chief Executives,Professional fees,05.05.2020,1906848307,"£1,656.25",Weightmans LLP Solicitors,
Manchester City Council,Childrens & Education Services,Payments for services,05.05.2020,5101087238,"£1,200.00",National Offender Mgt Services,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,05.05.2020,5101087117,"£1,091.80",R & M Developments Ltd,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,05.05.2020,5101087247,"£1,035.97",Redacted Personal Information,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,05.05.2020,5101087111,"£1,026.55",R & M Developments Ltd,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,05.05.2020,5101087163,£992.89,Stone Marketing Ltd,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,05.05.2020,5101087258,£962.47,Redacted Personal Information,
Manchester City Council,Manchester Leisure,Equipment,05.05.2020,5101087196,£900.00,Willfab Ltd,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,05.05.2020,5101087116,£830.80,R & M Developments Ltd,
Manchester City Council,Childrens & Education Services,Supported Accommodation,05.05.2020,5101087081,£705.40,MyriadLinks Care Solutions,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,05.05.2020,5101086839,£682.00,WYG Engineering Ltd,
Manchester City Council,Childrens & Education Services,Payments for services,05.05.2020,5101087220,£663.00,National Offender Mgt Services,
Manchester City Council,Childrens & Education Services,Professional fees,05.05.2020,1906841674,£643.75,Waddington & Son Solicitors,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,05.05.2020,5101087109,£623.10,R & M Developments Ltd,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,05.05.2020,1906847662,£622.00,Southport & Ormskirk Hospital,
Manchester City Council,Environment and Operations,Professional fees,05.05.2020,5101087112,£595.00,Solution Talk LLP,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,05.05.2020,5101087169,£550.00,R & M Developments Ltd,
Manchester City Council,Childrens & Education Services,Payments for services,05.05.2020,5101087220,£537.00,National Offender Mgt Services,
Manchester City Council,Adult Social Care,Furniture,05.05.2020,5101087094,£501.99,Angel Springs Limited,
Manchester City Council,Adult Social Care,Compensation Payments,05.05.2020,1906844485,£500.00,Clyde & Co LLP,
Manchester City Council,Chief Executives,Compensation Payments,05.05.2020,1906846786,£500.00,Knights Plc,
Manchester City Council,Childrens & Education Services,Professional fees,05.05.2020,1700101054,-£520.92,RAISING RELATIONSHIPS CIC,
Manchester City Council,Manchester Leisure,Equipment,05.05.2020,5101087193,-£900.00,Willfab Ltd,
Manchester City Council,Adult Social Care,Personal needs of client,05.05.2020,5101087199,"-£1,780.00",Care & Independence Ltd,
Manchester City Council,Housing Revenue Account,Grant and subscriptions awarded,06.05.2020,5101087400,"£383,903.00",Northwards Housing Limited,
Manchester City Council,Corporate Services,"Clothes, Uniform and Laundry",06.05.2020,5101087129,"£165,000.00",Alliance Disposables Ltd,
Manchester City Council,Adult Social Care,Rents,06.05.2020,5101087414,"£82,848.84",MJ Rental Ltd,
Manchester City Council,Chief Executives,Equipment Operating Lease,06.05.2020,5101087560,"£69,373.41",Ricoh UK Ltd.,
Manchester City Council,Chief Executives,Equipment Operating Lease,06.05.2020,5101087579,"£69,373.39",Ricoh UK Ltd.,
Manchester City Council,Insurance Fund,Insurance,06.05.2020,1906812656,"£69,014.90",Redacted Personal Information,
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,06.05.2020,5101087322,"£58,117.00",Barnardo Services Ltd (Essex),
Manchester City Council,Adult Social Care,Rents,06.05.2020,5101087413,"£55,517.51",B & A Properties,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,06.05.2020,5101087166,"£41,829.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,06.05.2020,5101087502,"£41,497.00",Redacted Personal Information,
Manchester City Council,Chief Executives,Printing,06.05.2020,5101087553,"£39,154.42",Ricoh UK Ltd.,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,06.05.2020,5101086751,"£30,000.00",Public Health England,
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,06.05.2020,5101087394,"£25,922.09",Laing O'Rourke Construction Ltd,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,06.05.2020,5101087328,"£19,503.00",Redacted Personal Information,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,06.05.2020,5101087418,"£18,119.00",Soben Contract & Commercial Ltd,
Manchester City Council,Corporate Services,Fees,06.05.2020,1906847700,"£17,631.10",Newlyn Plc,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,06.05.2020,5101087194,"£16,112.00",On The Out CIC,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,06.05.2020,5101087497,"£15,804.52",Redacted Personal Information,
