Body Name,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,10/06/2022,5105819591,24266,F.R.Sharrock Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,10/06/2022,5105819875,1295,F.R.Sharrock Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,10/06/2022,5105819941,2338.6,F.R.Sharrock Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,30/06/2022,5105823001,13456,F.R.Sharrock Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,10/06/2022,5105819706,2000,Peter Douglass Platforms
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,10/06/2022,5105819944,518,Peter Douglass Platforms
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,10/06/2022,5105819995,71171.95,Winners Contract Hire Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,24/06/2022,5105822065,3246.34,Winners Contract Hire Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,30/06/2022,5105822349,68394.1,Winners Contract Hire Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,24/06/2022,5105822097,5150.58,Winners Contract Hire Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,17/06/2022,5105821269,31546.46,Manchester Van Hire Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,17/06/2022,5105821270,2169.71,Manchester Van Hire Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,21/06/2022,5105821683,2343.17,Manchester Van Hire Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,21/06/2022,5105821684,1289.19,Manchester Van Hire Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,22/06/2022,5105821681,1289.19,Manchester Van Hire Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,22/06/2022,5105821682,-1289.19,Manchester Van Hire Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,23/06/2022,5105821825,2715.77,TIP Trailer Services UK Ltd
Manchester City Council,Childrens & Education Services,Professional fees,29/06/2022,5105822703,2500,Redacted Personal Information
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,24/06/2022,5105822068,741,Gibsons Garden Machinery Limited
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,24/06/2022,5105822070,741,Gibsons Garden Machinery Limited
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,09/06/2022,5105819803,1150.8,Gibsons Garden Machinery Limited
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,10/06/2022,5105819834,751.8,Gibsons Garden Machinery Limited
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,10/06/2022,5105819835,751.8,Gibsons Garden Machinery Limited
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,10/06/2022,5105820121,819,Gibsons Garden Machinery Limited
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,10/06/2022,5105820123,819,Gibsons Garden Machinery Limited
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,10/06/2022,5105820140,986.4,Gibsons Garden Machinery Limited
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,10/06/2022,5105820141,1239,Gibsons Garden Machinery Limited
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,10/06/2022,5105820142,1239,Gibsons Garden Machinery Limited
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,10/06/2022,5105820152,644.4,Gibsons Garden Machinery Limited
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,10/06/2022,5105820156,644.4,Gibsons Garden Machinery Limited
Manchester City Council,Hospitality + Trading Services,Machinery and equipment repairs,10/06/2022,5105820198,1648.31,Gibsons Garden Machinery Limited
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,28/06/2022,5105822522,3823.47,Fleet Dynamic Consultancy Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,30/06/2022,5105819946,1826.56,Enterprise Flex-E-Rent
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,30/06/2022,5105822557,2026.51,Advanced Vehicle Technicians Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,30/06/2022,5105822558,1785,Advanced Vehicle Technicians Ltd
Manchester City Council,Hospitality + Trading Services,Equipment,23/06/2022,5105821660,1600,Emerge 3Rs (Recycling)
Manchester City Council,Hospitality + Trading Services,"Consumable items eg Toilet rolls, soap etc",17/06/2022,1907774907,928,WHICH?
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,17/06/2022,1907776135,787.5,SUMUP  *HEATON PARK GARDE
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,09/06/2022,5105820075,2373,H & C Plant Hire Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,10/06/2022,5105820148,1073.5,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,10/06/2022,5105820149,1073.5,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,16/06/2022,5105820973,511.33,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,16/06/2022,5105820974,606.67,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,16/06/2022,5105820975,511.33,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,17/06/2022,5105820976,606.67,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,17/06/2022,5105820977,511.33,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,17/06/2022,5105820978,606.67,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,17/06/2022,5105820979,511.33,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,17/06/2022,5105820980,511.33,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,17/06/2022,5105821011,541.67,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,17/06/2022,5105821012,541.67,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,29/06/2022,5105822735,644.1,R & M Developments Ltd
Manchester City Council,Environment and Operations,Construction Works,20/06/2022,5105820672,850,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Equipment,09/06/2022,5105820073,9175.2,Fast Hire UK
Manchester City Council,Hospitality + Trading Services,Machinery and equipment repairs,09/06/2022,5105820074,771.29,Fast Hire UK
Manchester City Council,Hospitality + Trading Services,Hire of Equipment,17/06/2022,5105821264,510.4,Mastacab LLP
Manchester City Council,Hospitality + Trading Services,Legal Fees,28/06/2022,1907788945,8197.5,Leigh Day Solicitors
Manchester City Council,Hospitality + Trading Services,Compensation Payments,28/06/2022,1907788945,27325,Leigh Day Solicitors
Manchester City Council,Hospitality + Trading Services,Professional fees,21/06/2022,1907776109,1350,Absolute DJ’s Ltd
Manchester City Council,Hospitality + Trading Services,Professional fees,30/06/2022,5105822929,500,Pennine Pump & Tank Co.
Manchester City Council,Hospitality + Trading Services,Compensation Payments,13/06/2022,1907766990,115422,Slater & Gordon (UK) LLP
Manchester City Council,Hospitality + Trading Services,Compensation Payments,29/06/2022,1907788956,15000,Slater & Gordon (UK) LLP
Manchester City Council,Hospitality + Trading Services,Compensation Payments,29/06/2022,1907789191,570,Neil Clifford and Co
Manchester City Council,Hospitality + Trading Services,Cash Collection,07/06/2022,1907737589,1564.29,G4S Cash Solutions (Uk) Ltd
Manchester City Council,Hospitality + Trading Services,Cash Collection,07/06/2022,1907755074,1564.29,G4S Cash Solutions (Uk) Ltd
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,06/06/2022,5105819126,2775,Albert Jones Memorials
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,06/06/2022,5105819212,2138,Albert Jones Memorials
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,21/06/2022,5105821223,1486,Albert Jones Memorials
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,22/06/2022,5105821668,-1657.2,Albert Jones Memorials
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,22/06/2022,5105821669,1381,Albert Jones Memorials
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,22/06/2022,5105821670,-602.2,Albert Jones Memorials
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,22/06/2022,5105821711,3146,Albert Jones Memorials
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,27/06/2022,5105822285,1250,Albert Jones Memorials
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,27/06/2022,5105822286,2143,Albert Jones Memorials
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,20/06/2022,5105821226,691.75,Treasured Memories Ltd
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,30/06/2022,5105821880,1840,Granart Ltd
Manchester City Council,Environment and Operations,GRIR,09/06/2022,5105819896,-1200,Transport for Greater Manchester
Manchester City Council,Environment and Operations,GRIR,09/06/2022,5105819897,-1000,Transport for Greater Manchester
Manchester City Council,Environment and Operations,Construction Works,01/06/2022,5105819004,3794.33,Transport for Greater Manchester
Manchester City Council,Environment and Operations,Construction Works,01/06/2022,5105819044,-3794.33,Transport for Greater Manchester
Manchester City Council,Environment and Operations,Construction Works,07/06/2022,5105819046,3794.33,Transport for Greater Manchester
Manchester City Council,Environment and Operations,Construction Works,07/06/2022,5105819071,-3794.33,Transport for Greater Manchester
Manchester City Council,Environment and Operations,Construction Works,23/06/2022,5105821894,3794.33,Transport for Greater Manchester
Manchester City Council,Childrens & Education Services,Public Transport,06/06/2022,5105819007,33309.8,Transport for Greater Manchester
Manchester City Council,Childrens & Education Services,Public Transport,06/06/2022,5105819008,16800.4,Transport for Greater Manchester
Manchester City Council,Childrens & Education Services,Public Transport,06/06/2022,5105819009,18740.4,Transport for Greater Manchester
Manchester City Council,Environment and Operations,Storage Costs,22/06/2022,5105821751,798.75,Lighthouse Security Limited
Manchester City Council,Environment and Operations,Construction Works,01/06/2022,5105819030,6916.74,Ventbrook
Manchester City Council,Environment and Operations,Construction Works,30/06/2022,5105819393,4941.32,Ventbrook
Manchester City Council,Environment and Operations,Construction Works,06/06/2022,5105819128,-1000,Turner & Townsend Project
Manchester City Council,Environment and Operations,Construction Works,06/06/2022,5105819129,-1000,Turner & Townsend Project
Manchester City Council,Environment and Operations,Construction Works,06/06/2022,5105819346,-672.35,Bt Repayments And Claims Group
Manchester City Council,Environment and Operations,Construction Works,10/06/2022,5105820231,-2401.6,Bt Repayments And Claims Group
Manchester City Council,Environment and Operations,Construction Works,07/06/2022,5105819252,-529.68,Virgin Media Limited
Manchester City Council,Environment and Operations,Construction Works,07/06/2022,5105819321,8160.2,Wilde Consultants Ltd
Manchester City Council,Environment and Operations,Construction Works,16/06/2022,5105819309,2268.23,Wilde Consultants Ltd
Manchester City Council,Environment and Operations,Construction Works,10/06/2022,5105819006,48473.73,J.Hopkins (Contractors) Ltd.
Manchester City Council,Environment and Operations,Construction Works,22/06/2022,5105821699,124000,J.Hopkins (Contractors) Ltd.
Manchester City Council,Environment and Operations,Construction Works,10/06/2022,5105819257,1487.52,Steer Davies & Geave Limited
Manchester City Council,Environment and Operations,Construction Works,27/06/2022,5105821480,6003.84,Steer Davies & Geave Limited
Manchester City Council,Environment and Operations,Construction Works,27/06/2022,5105821980,3808.33,Steer Davies & Geave Limited
Manchester City Council,Environment and Operations,Construction Works,10/06/2022,5105819666,700,Stockport Metropolitan Borough
Manchester City Council,Environment and Operations,Construction Works,13/06/2022,5105819922,2000,Box Clever Theatre Company
Manchester City Council,Environment and Operations,Construction Works,17/06/2022,5105820787,750,Box Clever Theatre Company
Manchester City Council,Environment and Operations,Construction Works,22/06/2022,5105820788,1500,Box Clever Theatre Company
Manchester City Council,Environment and Operations,Construction Works,22/06/2022,5105820789,1250,Box Clever Theatre Company
Manchester City Council,Environment and Operations,Construction Works,15/06/2022,5105820532,68992.08,Bethell Construction Ltd
Manchester City Council,Environment and Operations,Construction Works,15/06/2022,5105820533,64217.08,Bethell Construction Ltd
Manchester City Council,Environment and Operations,Construction Works,15/06/2022,5105820534,27253.99,Bethell Construction Ltd
Manchester City Council,Environment and Operations,Construction Works,15/06/2022,5105820535,200000,Bethell Construction Ltd
Manchester City Council,Environment and Operations,Construction Works,15/06/2022,5105820536,33301.47,Bethell Construction Ltd
Manchester City Council,Environment and Operations,Construction Works,16/06/2022,5105819232,7581,Civic Engineers
Manchester City Council,Environment and Operations,Construction Works,21/06/2022,5105821457,31350,Kiely Bros Ltd
Manchester City Council,Environment and Operations,Construction Works,21/06/2022,5105821458,-31350,Kiely Bros Ltd
Manchester City Council,Environment and Operations,Construction Works,22/06/2022,5105821454,77108.65,Kiely Bros Ltd
Manchester City Council,Environment and Operations,Construction Works,22/06/2022,5105821456,151600,Kiely Bros Ltd
Manchester City Council,Environment and Operations,Construction Works,30/06/2022,5105822623,64080,Yunex Ltd
Manchester City Council,Environment and Operations,Construction Works,30/06/2022,5105820310,3935.32,Balfour Beatty Living Places Ltd
Manchester City Council,Environment and Operations,Construction Works,30/06/2022,5105820311,523.79,Balfour Beatty Living Places Ltd
Manchester City Council,Environment and Operations,Construction Works,30/06/2022,5105820313,14473.68,Balfour Beatty Living Places Ltd
Manchester City Council,Environment and Operations,Construction Works,30/06/2022,5105820314,3888.06,Balfour Beatty Living Places Ltd
Manchester City Council,Environment and Operations,Construction Works,30/06/2022,5105820316,8564.63,Balfour Beatty Living Places Ltd
Manchester City Council,Environment and Operations,Construction Works,30/06/2022,5105821041,234171.75,Balfour Beatty Living Places Ltd
Manchester City Council,Environment and Operations,Construction Works,30/06/2022,5105821687,23400,Rosgal Ltd
Manchester City Council,Childrens & Education Services,Agency staff provision,09/06/2022,5105819685,2400,Tameside Metropolitan Bouough
Manchester City Council,Childrens & Education Services,Agency staff provision,27/06/2022,5105822302,16775.5,Staff Resources Ltd
Manchester City Council,Childrens & Education Services,Agency staff provision,30/06/2022,5105822880,23580,Staff Resources Ltd
Manchester City Council,Childrens & Education Services,Training and Development,29/06/2022,5105822436,2130,Right 2 Write Ltd
Manchester City Council,Childrens & Education Services,Training and Development,10/06/2022,5105820179,88890,One Education Ltd
Manchester City Council,Childrens & Education Services,Training and Development,30/06/2022,5105821686,5575,One Education Ltd
Manchester City Council,Childrens & Education Services,Professional fees,07/06/2022,5105819269,1750,One Education Ltd
Manchester City Council,Childrens & Education Services,Internal Repairs and Maintenance for buildings,09/06/2022,5105819691,3027,Manchester School Services Limited
Manchester City Council,Childrens & Education Services,Internal Repairs and Maintenance for buildings,16/06/2022,5105820981,1548.67,Manchester School Services Limited
Manchester City Council,Childrens & Education Services,Gas,07/06/2022,5105819390,17749.02,Manchester School Services Limited
Manchester City Council,Childrens & Education Services,Private Finance and Public Private partnership initiatives,07/06/2022,5105819389,426185.25,Manchester School Services Limited
Manchester City Council,Childrens & Education Services,Electricity,23/06/2022,1907780483,517.26,Total Gas & Power
Manchester City Council,Childrens & Education Services,Transport Coach Hire,01/06/2022,5105819051,10925.2,Redacted Personal Information
Manchester City Council,Childrens & Education Services,Transport Coach Hire,01/06/2022,5105819053,20780.64,Redacted Personal Information
Manchester City Council,Childrens & Education Services,Rents,06/06/2022,5105819255,7843.66,Partners Of Prisoners & Families
Manchester City Council,Childrens & Education Services,Rents,30/06/2022,1907775071,11345.71,Fairhurst Estates Ltd
Manchester City Council,Childrens & Education Services,Rates,22/06/2022,5105821661,1055.15,Brighter Beginnings (Newton Heath)
Manchester City Council,Childrens & Education Services,Rates,28/06/2022,5105822438,771.24,Brighter Beginnings (Newton Heath)
Manchester City Council,Childrens & Education Services,Contract Cleaning External,27/06/2022,5105822362,551,Freshwave Cleaning Services Ltd
Manchester City Council,Childrens & Education Services,Storage Costs,22/06/2022,5105821642,3497.27,Restore PLC
Manchester City Council,Childrens & Education Services,Storage Costs,22/06/2022,5105821643,2251.58,Restore PLC
Manchester City Council,Childrens & Education Services,Hire of Premises,08/06/2022,5105819387,510.83,The Monastery Manchester Ltd
Manchester City Council,Childrens & Education Services,Hire of Premises,08/06/2022,5105819388,660,The Monastery Manchester Ltd
Manchester City Council,Childrens & Education Services,Hire of Premises,27/06/2022,5105822172,526.5,The St Thomas Centre Ltd
Manchester City Council,Childrens & Education Services,Hire of Premises,30/06/2022,5105821818,526.5,GMCVO
Manchester City Council,Childrens & Education Services,Fixtures and Fitting,17/06/2022,1907774897,934.99,Lockhart Catering Equipment Ltd
Manchester City Council,Childrens & Education Services,Fixtures and Fitting,17/06/2022,1907774914,786.94,Lockhart Catering Equipment Ltd
Manchester City Council,Childrens & Education Services,Fixtures and Fitting,17/06/2022,1907775104,586.95,Lockhart Catering Equipment Ltd
Manchester City Council,Childrens & Education Services,Fixtures and Fitting,17/06/2022,1907775428,980.95,Lockhart Catering Equipment Ltd
Manchester City Council,Childrens & Education Services,Fixtures and Fitting,17/06/2022,1907775969,701.95,Lockhart Catering Equipment Ltd
Manchester City Council,Childrens & Education Services,Fixtures and Fitting,17/06/2022,1907775980,681.95,Lockhart Catering Equipment Ltd
Manchester City Council,Childrens & Education Services,Equipment,22/06/2022,1700135258,-512.95,Lockhart Catering Equipment Ltd
Manchester City Council,Childrens & Education Services,Furniture,10/06/2022,1907766500,526.95,Lockhart Catering Equipment Ltd
Manchester City Council,Childrens & Education Services,Vehicle Parts/Spares,21/06/2022,5105821484,555,The Windmill Special Need Co Ltd
Manchester City Council,Childrens & Education Services,Transport Taxis,06/06/2022,1907751500,1327.87,Cresta Car Hire
Manchester City Council,Childrens & Education Services,Transport Taxis,13/06/2022,1907759259,1415.43,Cresta Car Hire
Manchester City Council,Childrens & Education Services,Transport Taxis,13/06/2022,1907764516,2005.91,Cresta Car Hire
Manchester City Council,Childrens & Education Services,Transport Taxis,21/06/2022,1907774729,2054.58,Cresta Car Hire
Manchester City Council,Childrens & Education Services,Transport Coach Hire,30/06/2022,5105821173,750.1,Cresta Car Hire
Manchester City Council,Childrens & Education Services,Transport Coach Hire,30/06/2022,5105821174,1354.7,Cresta Car Hire
Manchester City Council,Childrens & Education Services,Transport Coach Hire,30/06/2022,5105821176,803.8,Cresta Car Hire
Manchester City Council,Childrens & Education Services,Transport Coach Hire,30/06/2022,5105821177,1600.1,Cresta Car Hire
Manchester City Council,Childrens & Education Services,Transport Coach Hire,30/06/2022,5105822089,760,Cresta Car Hire
Manchester City Council,Childrens & Education Services,Transport Coach Hire,06/06/2022,5105819229,98249,Communitytransportservices.co.uk
Manchester City Council,Childrens & Education Services,Transport Coach Hire,07/06/2022,5105819283,14590,CW Travel
Manchester City Council,Childrens & Education Services,Transport Coach Hire,07/06/2022,5105819454,-14590,CW Travel
Manchester City Council,Childrens & Education Services,Transport Coach Hire,07/06/2022,5105819461,14115,CW Travel
Manchester City Council,Childrens & Education Services,Transport Coach Hire,07/06/2022,5105819318,2090,JKR Travel
Manchester City Council,Childrens & Education Services,Transport Coach Hire,09/06/2022,5105819292,3990,D.J. Minibus Travel
Manchester City Council,Childrens & Education Services,Transport Coach Hire,09/06/2022,5105819334,1890,D.J. Minibus Travel
Manchester City Council,Childrens & Education Services,Transport Coach Hire,09/06/2022,5105819702,-3990,D.J. Minibus Travel
Manchester City Council,Childrens & Education Services,Transport Coach Hire,30/06/2022,5105819800,3990,D.J. Minibus Travel
Manchester City Council,Childrens & Education Services,Transport Coach Hire,09/06/2022,5105819352,5177,AA Buses
Manchester City Council,Childrens & Education Services,Transport Coach Hire,09/06/2022,5105819353,2831,Home to School Travel Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,09/06/2022,5105820011,5472,Street Cars
Manchester City Council,Childrens & Education Services,Transport Coach Hire,29/06/2022,5105822770,5000,Street Cars
Manchester City Council,Childrens & Education Services,Transport Coach Hire,13/06/2022,5105819468,2470,Middleton Cars Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,20/06/2022,5105819473,880,Middleton Cars Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,20/06/2022,5105819475,740,Middleton Cars Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,20/06/2022,5105819482,2280,Middleton Cars Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,13/06/2022,5105820183,14294.75,Royton Minibuses Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,21/06/2022,5105819319,26367.25,Royton Minibuses Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,16/06/2022,5105820940,2280,Ibuses
Manchester City Council,Childrens & Education Services,Transport Coach Hire,17/06/2022,5105821273,57673.5,Mantax Radio Taxis Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,17/06/2022,5105821274,35989,Mantax Radio Taxis Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,20/06/2022,5105819305,12139,Sumi Travel Ltd.
Manchester City Council,Childrens & Education Services,Transport Coach Hire,20/06/2022,5105819951,7448,MS Minibuses Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,20/06/2022,5105820409,10051,Schools Direct
Manchester City Council,Childrens & Education Services,Transport Coach Hire,21/06/2022,5105819396,17504,M Travel
Manchester City Council,Childrens & Education Services,Transport Coach Hire,21/06/2022,5105819397,34656,M Travel
Manchester City Council,Childrens & Education Services,Transport Coach Hire,21/06/2022,5105820578,2090,Exec-Coach Services
Manchester City Council,Childrens & Education Services,Transport Coach Hire,21/06/2022,5105821359,990,Exec-Coach Services
Manchester City Council,Childrens & Education Services,Transport Coach Hire,21/06/2022,5105821520,866.4,Westfield Minibuses
Manchester City Council,Childrens & Education Services,Transport Coach Hire,21/06/2022,5105821544,684,Westfield Minibuses
Manchester City Council,Childrens & Education Services,Transport Coach Hire,21/06/2022,5105821552,1048.8,Westfield Minibuses
Manchester City Council,Childrens & Education Services,Transport Coach Hire,21/06/2022,5105821559,770,Westfield Minibuses
Manchester City Council,Childrens & Education Services,Transport Coach Hire,22/06/2022,5105819016,101621.06,Westfield Minibuses
Manchester City Council,Childrens & Education Services,Transport Coach Hire,30/06/2022,5105821591,592.8,Westfield Minibuses
Manchester City Council,Childrens & Education Services,Transport Coach Hire,22/06/2022,5105819278,8796,New City Cars Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,22/06/2022,5105819740,16876,Parkway Cabs & Cars
Manchester City Council,Childrens & Education Services,Transport Coach Hire,22/06/2022,5105820112,3040,PDR Travel Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,24/06/2022,5105822099,-1580,PDR Travel Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,24/06/2022,5105822100,-3430,PDR Travel Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,24/06/2022,5105822111,1580,PDR Travel Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,30/06/2022,5105822280,6030,PDR Travel Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,23/06/2022,5105819322,1697.78,Youbus Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,23/06/2022,5105819745,13036,Youbus Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,23/06/2022,5105819656,3657.5,Ricks Travel
Manchester City Council,Childrens & Education Services,Transport Coach Hire,28/06/2022,5105821281,18299.25,MCR Blackcab Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,28/06/2022,5105821282,3867.01,MCR Blackcab Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,28/06/2022,5105821489,4056.46,MCR Blackcab Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,28/06/2022,5105821490,9285.71,MCR Blackcab Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,28/06/2022,5105821501,4858.9,MCR Blackcab Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,28/06/2022,5105821502,2769.12,MCR Blackcab Ltd
Manchester City Council,Childrens & Education Services,Professional fees,10/06/2022,1907762761,750,Redacted Personal Information
Manchester City Council,Childrens & Education Services,Transport Coach Hire,29/06/2022,5105822592,-8613,School Transport Solutions
Manchester City Council,Childrens & Education Services,Transport Coach Hire,29/06/2022,5105822593,8613,School Transport Solutions
Manchester City Council,Childrens & Education Services,Transport Coach Hire,30/06/2022,5105819705,3270,RK Travel Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,30/06/2022,5105821374,990,Connect Cars Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,30/06/2022,5105819355,3469,David'S Handy Rider
Manchester City Council,Childrens & Education Services,Transport Coach Hire,30/06/2022,5105820843,9549.5,MCR Elite Taxis Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,30/06/2022,5105819359,5225,Liddle Hackney Carriage
Manchester City Council,Childrens & Education Services,Transport Coach Hire,30/06/2022,5105820291,4180,Liddle Hackney Carriage
Manchester City Council,Childrens & Education Services,Transport Coach Hire,30/06/2022,5105820292,5475,Liddle Hackney Carriage
Manchester City Council,Childrens & Education Services,Transport Coach Hire,30/06/2022,5105820364,4225.2,Club Radio Cars Manchester Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,30/06/2022,5105820686,11400,Galaxy Transport (Manchester) Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,30/06/2022,5105822298,17188.9,Hastings Private Hire
Manchester City Council,Childrens & Education Services,Transport Coach Hire,30/06/2022,5105822299,540,Hastings Private Hire
Manchester City Council,Childrens & Education Services,Transport Coach Hire,30/06/2022,5105819230,95633,APTSL
Manchester City Council,Childrens & Education Services,Equipment,09/06/2022,5105819766,1733,Ability Smart Ltd
Manchester City Council,Childrens & Education Services,Equipment,09/06/2022,5105819774,-1733,Ability Smart Ltd
Manchester City Council,Childrens & Education Services,Equipment,09/06/2022,5105819776,1733,Ability Smart Ltd
Manchester City Council,Childrens & Education Services,Professional fees,15/06/2022,5105820537,612,Ability Smart Ltd
Manchester City Council,Childrens & Education Services,Equipment,22/06/2022,1700135252,-1115,HOLIDAY PAYMENT AVR
Manchester City Council,Childrens & Education Services,Equipment,22/06/2022,1700135254,-3092,OFSTED INTERNET
Manchester City Council,Childrens & Education Services,Equipment,22/06/2022,1700135255,-600,HOTELSCOM9166773783644
Manchester City Council,Childrens & Education Services,Equipment,22/06/2022,1700135257,-739,NORMANHURST HOTEL
Manchester City Council,Childrens & Education Services,Equipment,22/06/2022,1700135280,-1031.2,NFEE2215571M UKVI
Manchester City Council,Childrens & Education Services,Equipment,22/06/2022,1700135281,-1031.2,NFEE2215572M UKVI
Manchester City Council,Childrens & Education Services,Furniture,10/06/2022,5105820229,956.85,Eps Supplies Ltd
Manchester City Council,Childrens & Education Services,Furniture,10/06/2022,5105820230,1173.59,Eps Supplies Ltd
Manchester City Council,Childrens & Education Services,Furniture,10/06/2022,5105820251,700,Eps Supplies Ltd
Manchester City Council,Childrens & Education Services,Furniture,14/06/2022,5105820587,534.97,Eps Supplies Ltd
Manchester City Council,Childrens & Education Services,Furniture,23/06/2022,5105822125,553.39,Eps Supplies Ltd
Manchester City Council,Childrens & Education Services,Professional fees,27/06/2022,1907779892,937.5,Redacted Personal Information
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",08/06/2022,5105819517,564,Cellmark
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",17/06/2022,5105821016,649,Cellmark
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",17/06/2022,5105821017,899,Cellmark
