Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,
Manchester City Council,Chief Executives,Legal Fees,01.12.2016,5100891681,£650.00,Redacted Personal Information,
Manchester City Council,Chief Executives,Legal Fees,01.12.2016,1905379178,£650.00,Redacted Personal Information,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379807,"£19,824.70",Corona Energy Ltd,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379808,"£13,959.74",Corona Energy Ltd,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379895,"£4,617.52",Corona Energy Ltd,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379815,"£4,490.90",Corona Energy Ltd,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379811,"£3,236.75",Corona Energy Ltd,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379816,"£2,788.76",Corona Energy Ltd,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379823,"£2,051.24",Corona Energy Ltd,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379961,"£2,043.08",Corona Energy Ltd,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379818,"£1,625.18",Corona Energy Ltd,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379975,"£1,611.84",Corona Energy Ltd,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379809,"£1,067.92",Corona Energy Ltd,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379830,£903.46,Corona Energy Ltd,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379853,£893.08,Corona Energy Ltd,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379844,£892.75,Corona Energy Ltd,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379843,£776.38,Corona Energy Ltd,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379856,£696.24,Corona Energy Ltd,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379952,£651.14,Corona Energy Ltd,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379862,£642.96,Corona Energy Ltd,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379801,£588.98,Corona Energy Ltd,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379846,£576.93,Corona Energy Ltd,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379842,£570.27,Corona Energy Ltd,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379871,£548.21,Corona Energy Ltd,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379864,£547.07,Corona Energy Ltd,
Manchester City Council,Regeneration Finance,Gas,01.12.2016,1905379845,£518.46,Corona Energy Ltd,
Manchester City Council,Manchester Leisure,Payments for services,02.12.2016,5100891699,"£9,403.75",The Fitness Training Academy Ltd,
Manchester City Council,Manchester Leisure,Professional fees,02.12.2016,5100891921,"£3,600.00",Modern Designers,
Manchester City Council,Manchester Leisure,Special Events,02.12.2016,1905380357,"£2,300.00",The Landscape Centre,
Manchester City Council,Manchester Leisure,Professional fees,02.12.2016,5100891930,"£1,200.00",Zion Arts Centre Ltd,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,02.12.2016,5100892018,£654.43,Manchester Working Ltd,
Manchester City Council,Manchester Leisure,Publications,02.12.2016,5100892007,£636.05,Askews and Holts,
Manchester City Council,Manchester Leisure,Compensation Payments,02.12.2016,1905380355,£559.19,Redacted Personal Information,
Manchester City Council,Hospitality + Trading Services,Cleaning Equipment,02.12.2016,5100892175,"£3,976.00",Amtoll Ltd,
Manchester City Council,Hospitality + Trading Services,Compensation Payments,02.12.2016,1905380105,"£2,500.00",Bartletts Solicitors Ltd,
Manchester City Council,Hospitality + Trading Services,Compensation Payments,02.12.2016,1905380107,"£2,315.00",Bartletts Solicitors Ltd,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,02.12.2016,5100891902,"£1,243.75",Gibsons Garden Machinery Limited,
Manchester City Council,Hospitality + Trading Services,Compensation Payments,02.12.2016,1905380392,"£1,130.00",Heptonstalls LLP,
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,02.12.2016,5100891742,"£1,051.25",Advanced Vehicle Technicians Ltd,
Manchester City Council,Hospitality + Trading Services,Equipment,02.12.2016,1905364327,£740.00,T-Shirts2Print.com,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,02.12.2016,5100891900,£643.74,Gibsons Garden Machinery Limited,
Manchester City Council,Adult Social Care,Payments for services,02.12.2016,5100891768,"£217,545.12",Future Directions CIC,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,02.12.2016,5100891707,"£75,000.00",Central Manchester University Hosp,
Manchester City Council,Adult Social Care,Rents,02.12.2016,5100891828,"£72,606.00",B & A Properties,
Manchester City Council,Adult Social Care,Rents,02.12.2016,5100891894,"£65,282.12",Mears Limited,
Manchester City Council,Adult Social Care,Rents,02.12.2016,5100891895,"£64,680.25",Mears Limited,
Manchester City Council,Adult Social Care,Supporting People Payments,02.12.2016,5100891834,"£30,183.00",Action For Children,
Manchester City Council,Adult Social Care,Payments for services,02.12.2016,5100891805,"£27,089.69",The Together Trust,
Manchester City Council,Adult Social Care,Rents,02.12.2016,5100891823,"£26,940.09",M & Q Properties Management Ltd,
Manchester City Council,Adult Social Care,Compensation Payments,02.12.2016,1905380362,"£17,400.00",Farleys Solicitors,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,02.12.2016,5100891929,"£16,584.87",G & A Taylor Hotels Ltd,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,02.12.2016,5100891934,"£16,200.69",G & A Taylor Hotels Ltd,
Manchester City Council,Adult Social Care,Professional fees,02.12.2016,5100891789,"£11,947.11",Cruden Group Ltd,
Manchester City Council,Adult Social Care,Payments for services,02.12.2016,5100891935,"£10,858.00",St Vincent'S School For The Blind &,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,02.12.2016,5100891818,"£9,649.50",Stretford High School,
Manchester City Council,Adult Social Care,Payments for services,02.12.2016,5100891776,"£9,212.22",The Together Trust,
Manchester City Council,Adult Social Care,Payments for services,02.12.2016,5100891787,"£7,930.02",The Together Trust,
Manchester City Council,Adult Social Care,Professional fees,02.12.2016,5100891789,"£7,172.14",Cruden Group Ltd,
Manchester City Council,Adult Social Care,Payments for services,02.12.2016,5100891806,"£5,249.20",The Together Trust,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,02.12.2016,5100891819,"£4,826.67",Stretford High School,
Manchester City Council,Adult Social Care,Payments for services,02.12.2016,5100891803,"£4,724.28",The Together Trust,
Manchester City Council,Adult Social Care,Payments for services,02.12.2016,5100891788,"£3,898.00",United Response,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,02.12.2016,5100891817,"£3,721.50",Thomasson Memorial School,
Manchester City Council,Adult Social Care,Professional fees,02.12.2016,5100891926,"£2,560.40",Stockport Psychology Services,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.12.2016,5100891775,"£2,345.25",Manchester Bangladeshi Womens Organ,
Manchester City Council,Adult Social Care,Professional fees,02.12.2016,1905371823,"£1,836.36",Advanced Child Care Assessments,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,02.12.2016,1905364393,"£1,761.48",Stockport NHS Foundation Trust,
Manchester City Council,Adult Social Care,Security,02.12.2016,5100875592,"£1,401.75",Manchester Working Ltd,
Manchester City Council,Adult Social Care,Professional fees,02.12.2016,1905380006,£902.00,Pearl Linguistics Ltd,
Manchester City Council,Adult Social Care,Agency staff provision,02.12.2016,5100892005,£897.81,Network Ventures Ltd T/A Topcare,
Manchester City Council,Adult Social Care,Professional fees,02.12.2016,1905371820,£859.98,Redacted Personal Information,
Manchester City Council,Adult Social Care,Agency staff provision,02.12.2016,5100891862,£853.65,Entrust Social Care,
Manchester City Council,Adult Social Care,Payments for services,02.12.2016,5100891814,£650.00,The Together Trust,
Manchester City Council,Adult Social Care,Home Care ,02.12.2016,5100891868,£576.00,Community Minded Ltd,
Manchester City Council,Adult Social Care,Agency staff provision,02.12.2016,5100892001,£574.65,Network Ventures Ltd T/A Topcare,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,02.12.2016,1905377236,£568.00,Royal Liverpool & B/green UH NHS T,
Manchester City Council,Adult Social Care,Home Care ,02.12.2016,5100891864,£512.00,Early Inspirations Nursery,
Manchester City Council,Adult Social Care,Professional fees,02.12.2016,5100891778,"-£19,119.25",Cruden Group Ltd,
Manchester City Council,Childrens Services,Building Works,02.12.2016,5100891905,"£89,228.05",The Co-operative Academy of,
Manchester City Council,Corporate Services,Long Term Debtors,02.12.2016,5100892147,"£116,598.00",Roman Boundary Park Ltd,
Manchester City Council,Corporate Services,Training and Development,02.12.2016,5100884792,"£1,772.00",Cipfa,
Manchester City Council,Housing Revenue Account,Legal Fees,02.12.2016,5100891873,"£1,705.00",Redacted Personal Information,
Manchester City Council,Housing Revenue Account,Car Parking Permits,02.12.2016,5100892043,"£1,021.66",National Car Parks Ltd Season Ticke,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,02.12.2016,5100892002,"£65,431.96",Kenny Bros (Civil Eng) Ltd,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,02.12.2016,5100892003,"£29,064.11",Kenny Bros (Civil Eng) Ltd,
Manchester City Council,Chief Executives,Compensation Payments,02.12.2016,5100891876,"£13,022.90",11KBW,
Manchester City Council,Chief Executives,Equipment,02.12.2016,5100892040,"£12,825.17",Xerox (Uk) Ltd,
Manchester City Council,Chief Executives,Agency staff provision,02.12.2016,5100891913,"£11,855.31",SRA Cover Staff Ltd,
Manchester City Council,Chief Executives,GMRAPS,02.12.2016,1905372224,"£8,646.34",Transport for Greater Manchester,
Manchester City Council,Chief Executives,Compensation Payments,02.12.2016,1905380113,"£6,500.00",B.J. McKenna & Co Solicitors,
Manchester City Council,Chief Executives,Agency staff provision,02.12.2016,5100891919,"£5,135.06",Ashberry Recruitment Ltd,
Manchester City Council,Chief Executives,Agency staff provision,02.12.2016,5100892006,"£3,687.22",SRA Cover Staff Ltd,
Manchester City Council,Chief Executives,Compensation Payments,02.12.2016,1905380112,"£2,931.00",B.J. McKenna & Co Solicitors,
Manchester City Council,Chief Executives,Agency staff provision,02.12.2016,5100891933,"£2,233.76",Proactive Personnel Ltd,
Manchester City Council,Chief Executives,Agency staff provision,02.12.2016,5100891862,"£1,935.50",Entrust Social Care,
Manchester City Council,Chief Executives,Professional fees,02.12.2016,5100891792,"£1,730.00",Springbank Flowers,
Manchester City Council,Chief Executives,Compensation Payments,02.12.2016,5100891874,"£1,350.00",Redacted Personal Information,
Manchester City Council,Chief Executives,Legal Fees,02.12.2016,5100891881,"£1,160.00",Redacted Personal Information,
Manchester City Council,Chief Executives,Hire of Equipment,02.12.2016,5100885474,"£1,119.51",Xerox Finance Ltd,
Manchester City Council,Chief Executives,Printing,02.12.2016,5100891992,"£1,110.00",Astra Signs,
Manchester City Council,Chief Executives,Postage,02.12.2016,5100891838,"£1,034.24",Royal Mail Group Plc,
Manchester City Council,Chief Executives,Agency staff provision,02.12.2016,5100892014,£802.58,Bennett Staff Bureau,
Manchester City Council,Chief Executives,Compensation Payments,02.12.2016,1905380391,£637.00,Department For Work & Pensions,
Manchester City Council,Chief Executives,Compensation Payments,02.12.2016,1905380394,£627.00,Department For Work & Pensions,
Manchester City Council,Chief Executives,Legal Fees,02.12.2016,5100891883,£600.00,Redacted Personal Information,
Manchester City Council,Chief Executives,Hire of Premises,02.12.2016,5100891880,£540.00,Manchester Cathedral Visitor Centre,
Manchester City Council,Chief Executives,Legal Fees,02.12.2016,5100891892,£500.00,Redacted Personal Information,
Manchester City Council,Regeneration Finance,Preventative Maintenance Work,02.12.2016,5100891739,"£233,056.42",Manchester Working Ltd,
Manchester City Council,Regeneration Finance,Legal Fees,02.12.2016,5100891886,"£1,992.00",Eversheds Llp,
Manchester City Council,Regeneration Finance,Legal Fees,02.12.2016,5100891885,£771.50,Eversheds Llp,
Manchester City Council,Regeneration Finance,Furniture,02.12.2016,5100892173,£610.00,Egan Reid Stationery Co Ltd,
Manchester City Council,Manchester Leisure,Professional fees,05.12.2016,5100892189,"£27,931.10",Biffa Municipal Limited,
Manchester City Council,Manchester Leisure,Professional fees,05.12.2016,5100892188,"£26,740.02",Biffa Municipal Limited,
Manchester City Council,Manchester Leisure,Professional fees,05.12.2016,5100892190,"£17,725.58",Biffa Municipal Limited,
Manchester City Council,Manchester Leisure,Refuse Collection,05.12.2016,5100892146,"£8,750.00",Biffa Municipal Limited,
Manchester City Council,Manchester Leisure,Refuse Collection,05.12.2016,5100892144,"£6,833.66",Biffa Municipal Limited,
Manchester City Council,Manchester Leisure,Transport and Driver Hire,05.12.2016,5100891997,"£3,484.00",Momart Limited,
Manchester City Council,Manchester Leisure,Professional fees,05.12.2016,5100892137,"£3,250.00",DigiEnable,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,05.12.2016,5100892158,"£1,693.25",John F Hunt Power Services,
Manchester City Council,Manchester Leisure,Special Events,05.12.2016,5100892107,"£1,025.00",Fools Paradise,
Manchester City Council,Manchester Leisure,Professional fees,05.12.2016,5100892136,£819.00,DigiEnable,
Manchester City Council,Manchester Leisure,Equipment,05.12.2016,1905380837,£650.00,M3 Industries,
Manchester City Council,Manchester Leisure,Special Events,05.12.2016,5100892196,£586.00,The Audience Agency,
Manchester City Council,Manchester Leisure,Professional fees,05.12.2016,5100891920,"-£7,200.00",Modern Designers,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,05.12.2016,5100892202,"£2,041.95",Manchester Working Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.12.2016,1905382627,"£76,926.50",Ralph Livesey Ltd,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,05.12.2016,5100891746,"£71,138.66",Winners Contract Hire Ltd,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,05.12.2016,5100892299,"£42,840.64",Manchester Van Hire Ltd,
Manchester City Council,Hospitality + Trading Services,Vehicle contract hire and leases,05.12.2016,5100892084,"£2,470.00",S G Equipment Finance Ltd,
Manchester City Council,Hospitality + Trading Services,Training and Development,05.12.2016,5100892126,£900.00,KPR Midlink Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.12.2016,1905382501,£880.45,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.12.2016,1905382510,£849.94,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,"Clothes, Uniform and Laundry",05.12.2016,5100891826,£816.00,Slater Menswear,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.12.2016,1905382442,£795.30,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.12.2016,1905382387,£752.13,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.12.2016,1905382393,£745.06,Chicken Joes Limited,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.12.2016,1905382530,£724.59,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.12.2016,1905382523,£716.59,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.12.2016,1905382400,£712.16,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.12.2016,1905382391,£694.24,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.12.2016,1905382513,£675.12,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.12.2016,1905382527,£673.98,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.12.2016,1905382411,£646.33,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Cash Collection,05.12.2016,1905337312,£617.31,G4S Cash Solutions (Uk) Ltd,
Manchester City Council,Hospitality + Trading Services,Cash Collection,05.12.2016,1905362221,£617.31,G4S Cash Solutions (Uk) Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.12.2016,1905382479,£590.14,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.12.2016,1905382412,£573.82,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.12.2016,1905382409,£551.30,Pasta King (Uk) Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.12.2016,1905382416,£542.06,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.12.2016,1905382480,£540.08,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.12.2016,1905382367,£513.71,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.12.2016,1905382481,£508.81,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.12.2016,1905382382,£504.68,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.12.2016,1905382457,£500.72,Ralph Livesey Ltd,
Manchester City Council,Environment and Operations,Construction Works,05.12.2016,5100892451,"-£2,031.30",Bt Repayments And Claims Group,
Manchester City Council,Environment and Operations,Vehicle Plant Furniture and Equipment,05.12.2016,5100892150,"-£9,313.20",MGB Plastics Limited,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,05.12.2016,5100892101,"£48,926.29",Accommodation Links Ltd,
Manchester City Council,Adult Social Care,Supporting People Payments,05.12.2016,5100891835,"£30,183.00",Action For Children,
Manchester City Council,Adult Social Care,Catering,05.12.2016,5100892316,"£17,706.15",SPIE FS Northern UK Ltd,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,05.12.2016,5100892279,"£14,892.98",Pictor Academy,
Manchester City Council,Adult Social Care,Supporting People Payments,05.12.2016,5100891829,"£11,407.94",DISC Ltd,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,05.12.2016,5100892135,"£10,820.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Compensation Payments,05.12.2016,1905333074,"£5,824.00",Abbotsford Nursing Home,
Manchester City Council,Adult Social Care,Professional fees,05.12.2016,5100892108,"£4,213.00",AECOM Limited,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,05.12.2016,5100892280,"£3,723.37",Pictor Academy,
Manchester City Council,Adult Social Care,Professional fees,05.12.2016,5100892123,"£3,494.00",AECOM Limited,
Manchester City Council,Adult Social Care,Equipment,05.12.2016,5100892321,"£2,925.40",Aidapt Bathrooms Ltd,
Manchester City Council,Adult Social Care,Professional fees,05.12.2016,5100892128,"£2,740.00",AECOM Limited,
Manchester City Council,Adult Social Care,Professional fees,05.12.2016,5100892121,"£2,261.00",AECOM Limited,
Manchester City Council,Adult Social Care,Training and Development,05.12.2016,5100892208,"£1,750.00",Trinity College London,
Manchester City Council,Adult Social Care,Training and Development,05.12.2016,5100892304,"£1,580.00",KD Training Consultants Ltd,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,05.12.2016,5100892203,"£1,471.16",Bury M.B.C.,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,05.12.2016,5100892205,"£1,344.42",Bury M.B.C.,
Manchester City Council,Adult Social Care,Other Insurance Premiums,05.12.2016,5100892105,"£1,266.94",Diocese of Salford,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,05.12.2016,5100892204,"£1,168.87",Bury M.B.C.,
Manchester City Council,Adult Social Care,Training and Development,05.12.2016,5100892125,"£1,150.00",Trinity College London,
Manchester City Council,Adult Social Care,Home Care ,05.12.2016,5100892070,£728.00,Hillcity Day Nursery,
Manchester City Council,Adult Social Care,Home Care ,05.12.2016,5100892068,£672.00,Wisemaster Builders Childcare Ltd,
Manchester City Council,Adult Social Care,Payments for services,05.12.2016,5100891761,£555.00,Randstad Education,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,05.12.2016,5100892407,£520.50,Cresta World Travel Ltd,
Manchester City Council,Adult Social Care,Internal Repairs and Maintenance for buildings,05.12.2016,5100892195,"-£1,973.63",NU3PS,
