Manchester City Council,Libraries and Theatres,Labour Charges,02.02.2016,5100840507,"£10,644.59",Greater Manchester Police,
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,02.02.2016,5100840201,"£9,901.00",Manchester Working Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.02.2016,5100840488,"£8,413.00",The Shaw Centre,
Manchester City Council,Regeneration Finance,Professional fees,02.02.2016,5100840520,"£7,600.00",Colliers International,
Manchester City Council,Environment and Operations,External repairs and maintenance for buildings,02.02.2016,5100840191,"£7,443.00",Manchester Working Ltd,
Manchester City Council,Adult Social Care,Payments for services,02.02.2016,5100840211,"£7,200.00",Pepper Stacey Ltd,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,02.02.2016,5100840189,"£6,777.87",Manchester Working Ltd,
Manchester City Council,Hospitality + Trading Services,Vehicle Costs,02.02.2016,5100840607,"£6,659.77",Stapletons Tyre Services,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.02.2016,5100840484,"£5,983.33",The Shaw Centre,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,02.02.2016,5100840242,"£5,757.00",North Chadderton School,
Manchester City Council,Adult Social Care,Payments for services,02.02.2016,5100840296,"£4,631.76",The Together Trust,
Manchester City Council,Adult Social Care,Payments for services,02.02.2016,5100840297,"£4,631.76",The Together Trust,
Manchester City Council,Housing Revenue Account,Professional fees,02.02.2016,5100840429,"£4,617.93",Northwards Housing Limited,
Manchester City Council,Environment and Operations,Compensation Payments,02.02.2016,1904973110,"£4,578.20",Express Solicitors,
Manchester City Council,Manchester Leisure,Grant Payments,02.02.2016,5100840258,"£4,500.00",Zion Arts Centre Ltd,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,02.02.2016,5100840465,"£4,360.18",Manchester Van Hire Ltd,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,02.02.2016,5100840191,"£4,192.76",Manchester Working Ltd,
Manchester City Council,Adult Social Care,Payments for services,02.02.2016,5100840302,"£4,128.33",The Together Trust,
Manchester City Council,Adult Social Care,Payments for services,02.02.2016,5100840300,"£4,117.12",The Together Trust,
Manchester City Council,Manchester Leisure,Grant Payments,02.02.2016,5100840500,"£4,000.00",Manchester Jewish Museum,
Manchester City Council,Chief Executives,Advertising,02.02.2016,5100840285,"£3,919.00",Clicky Media Ltd,
Manchester City Council,Adult Social Care,Payments for services,02.02.2016,5100840462,"£3,898.00",United Response,
Manchester City Council,Environment and Operations,Security,02.02.2016,5100840517,"£3,600.00",Solon Security Ltd,
Manchester City Council,Regeneration Finance,Professional fees,02.02.2016,5100840522,"£3,600.00",Colliers International,
Manchester City Council,Environment and Operations,Compensation Payments,02.02.2016,1904975011,"£3,500.00",Woodward Solicitors,
Manchester City Council,Corporate Services,Compensation Payments,02.02.2016,1904975186,"£3,261.00",HMCTS (Manchester),
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,02.02.2016,5100840638,"£3,221.14",Manchester Working Ltd,
Manchester City Council,Adult Social Care,Funeral and coroner related services,02.02.2016,5100840378,"£3,125.00",Funeral Prtnrs t/a Michael Kennedy,
Manchester City Council,Chief Executives,Advertising,02.02.2016,5100840472,"£2,970.00",The Law Society,
Manchester City Council,Environment and Operations,Compensation Payments,02.02.2016,1904975010,"£2,847.00",Woodward Solicitors,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,02.02.2016,1904975144,"£2,808.70",Howarth Timber,
Manchester City Council,Adult Social Care,Rents,02.02.2016,5100840447,"£2,654.12",Mosscare Housing Ltd,
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,02.02.2016,5100840356,"£2,157.44",Marshalls Mono Ltd,
Manchester City Council,Corporate Services,Compensation Payments,02.02.2016,1904975184,"£2,076.00",HMCTS (Manchester),
Manchester City Council,Adult Social Care,Training and Development,02.02.2016,5100838592,"£2,040.00",University Of Manchester,
Manchester City Council,Adult Social Care,Training and Development,02.02.2016,5100840178,"£2,040.00",University Of Manchester,
Manchester City Council,Environment and Operations,Professional fees,02.02.2016,5100840226,"£2,014.00",Lancashire County Council,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,02.02.2016,5100840156,"£1,999.50",Aquam Water Services Limited,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,02.02.2016,5100840157,"£1,990.00",Aquam Water Services Limited,
Manchester City Council,Chief Executives,Compensation Payments,02.02.2016,5100840185,"£1,960.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,02.02.2016,5100840257,"£1,837.50",Cheadle Royal Healthcare,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,02.02.2016,1904975068,"£1,569.40",Brake Bros Foodservice Ltd,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,02.02.2016,5100840262,"£1,500.00",Zion Arts Centre Ltd,
Manchester City Council,Regeneration Finance,Storage Costs,02.02.2016,5100840277,"£1,372.65",Data Space Limited,
Manchester City Council,Adult Social Care,Rents,02.02.2016,5100840093,"£1,250.00",Arcon Housing Association Ltd,
Manchester City Council,Adult Social Care,Legal Fees,02.02.2016,5100840172,"£1,190.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Professional fees,02.02.2016,5100839129,"£1,050.00",Liquid Personnel Ltd,
Manchester City Council,Adult Social Care,Legal Fees,02.02.2016,5100840162,"£1,050.00",Redacted Personal Information,
Manchester City Council,Hospitality + Trading Services,Security,02.02.2016,5100840536,£937.56,Adt Fire & Security,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",02.02.2016,1904975555,£876.00,DAVIDPHILLIPS.COM -V/T,
Manchester City Council,Housing General Fund,Surplus property Fees,02.02.2016,1904975424,£876.00,Kuits,
Manchester City Council,Regeneration Finance,Catering Provisions,02.02.2016,1904975422,£860.00,Sue-Le-Bonne Corporate,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,02.02.2016,1904975204,£781.30,Howarth Timber,
Manchester City Council,Chief Executives,Advertising,02.02.2016,5100840205,£780.00,MediaCo Outdoor Limited,
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,02.02.2016,1904975081,£745.00,Ecomix Concrete Ltd,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,02.02.2016,5100840480,£718.00,Capita Business Services Ltd,
Manchester City Council,Environment and Operations,Payments to Sub-Contractors,02.02.2016,5100840167,£714.00,A P Broome Landscapes Ltd,
Manchester City Council,Regeneration Finance,Professional fees,02.02.2016,5100832905,£700.00,The Conservation Volunteers,
Manchester City Council,Manchester Leisure,Equipment,02.02.2016,1904975245,£693.00,SPOTSPOTLTD,
Manchester City Council,Adult Social Care,Personal needs of client,02.02.2016,5100840410,£690.40,Drive Medical Limited,
Manchester City Council,Manchester Leisure,Licences Purchase,02.02.2016,5100840219,£673.67,Motion Picture Licensing Company,
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,02.02.2016,1904975080,£646.40,Ecomix Concrete Ltd,
Manchester City Council,Environment and Operations,Compensation Payments,02.02.2016,1904973111,£637.00,Department For Work & Pensions,
Manchester City Council,Hospitality + Trading Services,Security,02.02.2016,5100840528,£635.26,Adt Fire & Security,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,02.02.2016,1904975031,£586.11,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Security,02.02.2016,5100840532,£578.52,Adt Fire & Security,
Manchester City Council,Regeneration Finance,Storage Costs,02.02.2016,5100840228,£544.40,Data Space Limited,
Manchester City Council,Adult Social Care,Home Care ,02.02.2016,5100840155,£536.61,Cooperative Childcare,
Manchester City Council,Environment and Operations,Payments to Sub-Contractors,02.02.2016,5100840163,£515.00,A P Broome Landscapes Ltd,
Manchester City Council,Manchester Leisure,Equipment,02.02.2016,1904975246,-£693.00,SPOTSPOTLTD,
Manchester City Council,Regeneration Finance,Professional fees,02.02.2016,5100840213,-£700.00,The Conservation Volunteers,
Manchester City Council,Adult Social Care,Hire of Premises,02.02.2016,5100840455,-£850.00,Manchester Central,
Manchester City Council,Environment and Operations,Catering,02.02.2016,5100840298,"-£1,440.00",Manchester Central,
Manchester City Council,Adult Social Care,Training and Development,02.02.2016,5100840168,"-£2,040.00",University Of Manchester,
Manchester City Council,Adult Social Care,Training and Development,02.02.2016,5100840180,"-£2,040.00",University Of Manchester,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,02.02.2016,5100840631,"-£3,221.14",Manchester Working Ltd,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,02.02.2016,5100840640,"-£3,221.14",Manchester Working Ltd,
Manchester City Council,Corporate Services,Professional fees,02.02.2016,5100840130,"-£36,827.84",Trafford M.B.C.,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,02.02.2016,5100840206,"-£1,111,414.15",ISG Construction Limited,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,03.02.2016,5100840742,"£558,352.65",ISG Construction Limited,
Manchester City Council,Adult Social Care,Payments for services,03.02.2016,5100840684,"£207,185.83",Future Directions CIC,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,03.02.2016,5100840742,"£159,953.20",ISG Construction Limited,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,03.02.2016,5100840742,"£159,036.24",ISG Construction Limited,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,03.02.2016,5100840742,"£132,392.80",ISG Construction Limited,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,03.02.2016,5100840742,"£72,402.12",ISG Construction Limited,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,03.02.2016,5100840653,"£64,653.15",Manchester Working Ltd,
Manchester City Council,Adult Social Care,Payments for services,03.02.2016,5100840671,"£53,330.86",Care Concepts Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.02.2016,5100840783,"£46,399.00",After Adoption,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.02.2016,5100840676,"£37,971.25",Gaddum Centre,
Manchester City Council,Environment and Operations,Payments to Sub-Contractors,03.02.2016,5100840436,"£36,615.04",Utilities Design & Planning Ltd,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,03.02.2016,5100840742,"£31,738.55",ISG Construction Limited,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.02.2016,5100840788,"£20,667.00",After Adoption,
Manchester City Council,Manchester Leisure,Professional fees,03.02.2016,5100840686,"£20,000.00",England Squash,
Manchester City Council,Adult Social Care,Payments for services,03.02.2016,5100840658,"£17,329.00",The Youth Justice Board,
Manchester City Council,Adult Social Care,Payments for services,03.02.2016,5100840682,"£16,973.00",Future Directions CIC,
Manchester City Council,Adult Social Care,Compensation Payments,03.02.2016,1904973105,"£16,500.00",Abney Garsden Mcdonald,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.02.2016,5100840785,"£14,333.00",After Adoption,
Manchester City Council,Chief Executives,Compensation Payments,03.02.2016,1904980108,"£14,265.00",Liberata,
Manchester City Council,Regeneration Finance,Professional fees,03.02.2016,5100840656,"£10,000.00",The Carbon and Energy Fund Ltd,
Manchester City Council,Adult Social Care,Compensation Payments,03.02.2016,1904973107,"£10,000.00",Abney Garsden Mcdonald,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,03.02.2016,5100840742,"£9,803.09",ISG Construction Limited,
Manchester City Council,Chief Executives,Compensation Payments,03.02.2016,1904980105,"£9,630.00",Liberata,
Manchester City Council,Adult Social Care,Compensation Payments,03.02.2016,1904980106,"£8,900.00",Liberata,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,03.02.2016,1904975566,"£7,876.98",Stockport NHS Foundation Trust,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,03.02.2016,1904975578,"£7,866.45",Stockport NHS Foundation Trust,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,03.02.2016,5100840551,"£7,730.00",Redacted Personal Information,
Manchester City Council,Chief Executives,Advertising,03.02.2016,5100840680,"£6,854.40",TES Global Ltd,
Manchester City Council,Adult Social Care,Compensation Payments,03.02.2016,1904980107,"£6,750.00",Liberata,
Manchester City Council,Corporate Services,Postage,03.02.2016,5100840540,"£6,705.88",Royal Mail Group Plc,
Manchester City Council,Adult Social Care,Compensation Payments,03.02.2016,1904980109,"£6,620.00",Liberata,
Manchester City Council,Adult Social Care,Compensation Payments,03.02.2016,1904973106,"£6,500.00",Abney Garsden Mcdonald,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,03.02.2016,1904975577,"£5,956.92",Stockport NHS Foundation Trust,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,03.02.2016,5100840314,"£5,628.80",Specialist Vehicle rental,
Manchester City Council,Adult Social Care,Payments for services,03.02.2016,5100840563,"£5,508.83",The Work Company,
Manchester City Council,Adult Social Care,Payments for services,03.02.2016,5100840650,"£5,310.00",The Youth Justice Board,
Manchester City Council,Adult Social Care,Payments for services,03.02.2016,5100840654,"£5,310.00",The Youth Justice Board,
Manchester City Council,Regeneration Finance,Grant Payments,03.02.2016,5100840717,"£5,137.00",Northmoor Community Association,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,03.02.2016,1904975572,"£5,026.50",Stockport NHS Foundation Trust,
Manchester City Council,Adult Social Care,I T Provision,03.02.2016,5100840701,"£4,695.00",Experian Limited,
Manchester City Council,Regeneration Finance,Grant Payments,03.02.2016,5100840466,"£4,624.00",St Georges Community Centre.,
Manchester City Council,Manchester Leisure,Professional fees,03.02.2016,5100840687,"£4,500.00",England Squash,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,03.02.2016,5100840478,"£3,820.00",Kinderkey Healthcare Ltd,
Manchester City Council,Adult Social Care,Cleaning Equipment and Materials,03.02.2016,5100831362,"£3,527.73",Initial Medical Services,
Manchester City Council,Adult Social Care,Transport Coach Hire,03.02.2016,5100840406,"£3,375.00",G.M Travel,
Manchester City Council,Chief Executives,Advertising,03.02.2016,5100840683,"£2,840.40",TES Global Ltd,
Manchester City Council,Housing Revenue Account,Rents,03.02.2016,5100840578,"£2,818.28",Cheshire Peaks & Plains,
Manchester City Council,Adult Social Care,Agency staff provision,03.02.2016,5100840651,"£2,793.17",Barker Ross Health & Social Care,
Manchester City Council,Adult Social Care,Rents,03.02.2016,5100840585,"£2,654.12",Mosscare Housing Ltd,
Manchester City Council,Adult Social Care,Payments for services,03.02.2016,5100840702,"£2,457.40",Harvey House Social Enterprises Ltd,
Manchester City Council,Adult Social Care,Professional fees,03.02.2016,5100840649,"£2,160.00",Liquid Personnel Ltd,
Manchester City Council,Chief Executives,Compensation Payments,03.02.2016,5100840777,"£2,000.00",Kings Chambers,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,03.02.2016,1904975564,"£1,999.00",Virgin Care Blackpool LLP,
Manchester City Council,Adult Social Care,Transport Coach Hire,03.02.2016,5100840101,"£1,805.00",JKR Travel,
Manchester City Council,Adult Social Care,Agency staff provision,03.02.2016,5100840651,"£1,652.32",Barker Ross Health & Social Care,
Manchester City Council,Manchester Leisure,Hire of Equipment,03.02.2016,5100840668,"£1,650.00",Star Autos Ltd,
Manchester City Council,Manchester Leisure,Professional fees,03.02.2016,1904975592,"£1,650.00",BBA Management,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,03.02.2016,5100840628,"£1,620.00",Budgetgate Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.02.2016,5100840179,"£1,612.50",GMCVO,
Manchester City Council,Adult Social Care,Payments for services,03.02.2016,5100840646,"£1,593.00",The Youth Justice Board,
Manchester City Council,Adult Social Care,Payments for services,03.02.2016,5100840652,"£1,593.00",The Youth Justice Board,
Manchester City Council,Adult Social Care,Payments for services,03.02.2016,5100840660,"£1,593.00",The Youth Justice Board,
Manchester City Council,Manchester Leisure,Professional fees,03.02.2016,5100840689,"£1,500.00",England Squash,
Manchester City Council,Regeneration Finance,Postage,03.02.2016,5100840763,"£1,500.00",Neopost Ltd (Credifon),
Manchester City Council,Adult Social Care,Payments for services,03.02.2016,5100840633,"£1,455.00",Enabling Futures Ltd,
Manchester City Council,Adult Social Care,Payments for services,03.02.2016,5100840722,"£1,455.00",Enabling Futures Ltd,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,03.02.2016,5100840666,"£1,428.75",Keelagher Okey Associates Ltd t/a,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,03.02.2016,5100840746,"£1,386.00",Gibsons Garden Machinery Limited,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.02.2016,5100840700,"£1,332.00",Manchester Communication Academy,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,03.02.2016,5100840703,"£1,300.00",John Martin Devine Ltd,
Manchester City Council,Adult Social Care,Agency staff provision,03.02.2016,5100840651,"£1,182.82",Barker Ross Health & Social Care,
Manchester City Council,Adult Social Care,Funeral and coroner related services,03.02.2016,5100840390,"£1,153.00",Funeral Prtnrs t/a Michael Kennedy,
Manchester City Council,Adult Social Care,Professional fees,03.02.2016,5100839130,"£1,050.00",Liquid Personnel Ltd,
Manchester City Council,Adult Social Care,Agency staff provision,03.02.2016,5100840651,£940.45,Barker Ross Health & Social Care,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,03.02.2016,5100840557,£832.75,Manchester People First,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.02.2016,1904979892,£769.21,THE NOISY DRINK CO,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.02.2016,1904979882,£747.50,Brake Bros Foodservice Ltd,
Manchester City Council,Adult Social Care,Home Care ,03.02.2016,5100840674,£734.00,Bizzie Kidz Nursery Ltd,
Manchester City Council,Adult Social Care,Agency staff provision,03.02.2016,5100840651,£729.86,Barker Ross Health & Social Care,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.02.2016,1904979879,£714.91,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.02.2016,1904979886,£702.23,Brake Bros Foodservice Ltd,
Manchester City Council,Adult Social Care,Agency staff provision,03.02.2016,5100840651,£684.00,Barker Ross Health & Social Care,
Manchester City Council,Adult Social Care,Training and Development,03.02.2016,5100840603,£665.00,University Of Manchester,
Manchester City Council,Adult Social Care,Training and Development,03.02.2016,5100840605,£665.00,University Of Manchester,
Manchester City Council,Adult Social Care,Training and Development,03.02.2016,5100840610,£665.00,University Of Manchester,
Manchester City Council,Adult Social Care,Training and Development,03.02.2016,5100840612,£665.00,University Of Manchester,
Manchester City Council,Adult Social Care,Training and Development,03.02.2016,5100840613,£665.00,University Of Manchester,
Manchester City Council,Adult Social Care,Training and Development,03.02.2016,5100840615,£665.00,University Of Manchester,
Manchester City Council,Adult Social Care,Training and Development,03.02.2016,5100840617,£665.00,University Of Manchester,
Manchester City Council,Adult Social Care,Legal Fees,03.02.2016,5100840820,£660.00,Redacted Personal Information,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,03.02.2016,5100814574,£657.79,Wrekin Windows,
Manchester City Council,Chief Executives,Printing,03.02.2016,5100840560,£642.06,Universal Live,
Manchester City Council,Manchester Leisure,Rents,03.02.2016,5100840659,£630.00,Jain Samaj (Manchester),
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.02.2016,1904979891,£626.91,Brake Bros Foodservice Ltd,
Manchester City Council,Regeneration Finance,Subsistence and Conference Expenses,03.02.2016,5100839205,£611.00,Quaker Trading Ltd,
Manchester City Council,Adult Social Care,Hire of Premises,03.02.2016,5100840622,£566.67,Greater Manchester Police Sports &,
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,03.02.2016,5100840732,£565.17,TARMAC,
Manchester City Council,Hospitality + Trading Services,Security,03.02.2016,5100840735,£563.71,Chubb  Systems Limited,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.02.2016,1904979829,£542.38,Brake Bros Foodservice Ltd,
Manchester City Council,Corporate Services,Equipment,03.02.2016,5100840381,£521.24,Arco Group Ltd,
Manchester City Council,Manchester Leisure,Professional fees,03.02.2016,5100840598,£500.00,Greater Manchester Sports,
Manchester City Council,Adult Social Care,Supporting People Payments,03.02.2016,5100840769,-£556.16,"Northern Counties Housing Ass Ltd,.",
Manchester City Council,Adult Social Care,Supporting People Payments,03.02.2016,5100840769,-£795.14,"Northern Counties Housing Ass Ltd,.",
Manchester City Council,Adult Social Care,Supporting People Payments,03.02.2016,5100840769,-£897.97,"Northern Counties Housing Ass Ltd,.",
Manchester City Council,Adult Social Care,Supporting People Payments,03.02.2016,5100840769,-£903.55,"Northern Counties Housing Ass Ltd,.",
Manchester City Council,Adult Social Care,Supporting People Payments,03.02.2016,5100840769,"-£1,111.62","Northern Counties Housing Ass Ltd,.",
Manchester City Council,Adult Social Care,Supporting People Payments,03.02.2016,5100840769,"-£1,182.50","Northern Counties Housing Ass Ltd,.",
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,03.02.2016,5100840748,"-£1,386.00",Gibsons Garden Machinery Limited,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,03.02.2016,5100840655,"-£1,428.75",Keelagher Okey Associates Ltd t/a,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,03.02.2016,5100840738,"-£1,620.00",Budgetgate Ltd,
Manchester City Council,Insurance Fund,Insurance,03.02.2016,1700060562,"-£2,750.00",The Compensation Lawyers,
Manchester City Council,Environment and Operations,Payments to Sub-Contractors,03.02.2016,5100840707,"-£36,615.04",Utilities Design & Planning Ltd,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,04.02.2016,5100840830,"£1,833,497.00",Bright Futures,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,04.02.2016,5100834330,"£26,447.98",Manchester Working Ltd,
Manchester City Council,Adult Social Care,Transport Coach Hire,04.02.2016,5100840779,"£25,113.80",Mantax Radio Taxis Ltd,
Manchester City Council,Adult Social Care,Extra Care Sheltered Housing Payments,04.02.2016,5100840889,"£19,423.92",Homecare Support,
Manchester City Council,Adult Social Care,Rents,04.02.2016,5100840677,"£18,665.64",Mosscare Housing Ltd,
Manchester City Council,Adult Social Care,Payments for services,04.02.2016,5100836978,"£18,000.00",Blackpool Borough Council,
Manchester City Council,Hospitality + Trading Services,Preventative Maintenance Work,04.02.2016,5100841076,"£16,602.25",Manchester Working Ltd,
Manchester City Council,Chief Executives,Agency staff provision,04.02.2016,5100840937,"£13,440.56",Medicare First,
Manchester City Council,Hospitality + Trading Services,Preventative Maintenance Work,04.02.2016,5100840844,"£10,441.17",Manchester Working Ltd,
Manchester City Council,Hospitality + Trading Services,Preventative Maintenance Work,04.02.2016,5100840840,"£8,607.79",Manchester Working Ltd,
Manchester City Council,Adult Social Care,Training and Development,04.02.2016,1904975575,"£8,514.00",Barnardos Manchester Leaving Care S,
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,04.02.2016,5100840852,"£7,500.00",Manchester Working Ltd,
Manchester City Council,Adult Social Care,Agency staff provision,04.02.2016,5100840937,"£6,500.00",Medicare First,
Manchester City Council,Hospitality + Trading Services,Preventative Maintenance Work,04.02.2016,5100840846,"£5,499.98",Manchester Working Ltd,
Manchester City Council,Chief Executives,Agency staff provision,04.02.2016,5100841036,"£5,175.00",Reed Employment Plc,
Manchester City Council,Adult Social Care,Water Service Charges - Metered,04.02.2016,5100841063,"£5,009.67",Chorlton Park Primary School,
