Manchester City Council,Adult Social Care,Agency staff provision,03.02.2015,5100771092,£696.29,HR GO Recruitment Healthcare
Manchester City Council,Adult Social Care,Agency staff provision,03.02.2015,5100771027,"£2,361.29",HR GO Recruitment Healthcare
Manchester City Council,Adult Social Care,Agency staff provision,03.02.2015,5100771027,£728.69,HR GO Recruitment Healthcare
Manchester City Council,Adult Social Care,Agency staff provision,03.02.2015,5100771027,£511.36,HR GO Recruitment Healthcare
Manchester City Council,Adult Social Care,Agency staff provision,03.02.2015,5100771014,£963.20,Liquid Personnel Ltd
Manchester City Council,Adult Social Care,Agency staff provision,03.02.2015,5100771014,£789.32,Liquid Personnel Ltd
Manchester City Council,Adult Social Care,Agency staff provision,03.02.2015,5100771014,£733.04,Liquid Personnel Ltd
Manchester City Council,Adult Social Care,Agency staff provision,03.02.2015,5100771014,£562.03,Liquid Personnel Ltd
Manchester City Council,Adult Social Care,Agency staff provision,03.02.2015,5100771014,£570.08,Liquid Personnel Ltd
Manchester City Council,Adult Social Care,Agency staff provision,03.02.2015,5100771097,£737.90,Ashberry Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,03.02.2015,5100771097,£581.84,Ashberry Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,03.02.2015,5100771097,£768.25,Ashberry Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,03.02.2015,5100771097,£846.90,Ashberry Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,03.02.2015,5100771097,£829.96,Ashberry Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,03.02.2015,5100771097,£840.00,Ashberry Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,03.02.2015,5100771097,£727.30,Ashberry Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,03.02.2015,5100771097,£581.84,Ashberry Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,03.02.2015,5100771097,£727.30,Ashberry Recruitment Ltd
Manchester City Council,Corporate Services,Agency staff provision,03.02.2015,5100771204,"£2,295.20",Eden Brown Ltd
Manchester City Council,Corporate Services,Agency staff provision,03.02.2015,5100771206,"£2,242.86",Eden Brown Ltd
Manchester City Council,Chief Executives,Agency staff provision,03.02.2015,5100771073,"£11,121.86",Badenoch & Clark
Manchester City Council,Chief Executives,Agency staff provision,03.02.2015,5100771219,"£5,089.14",Eden Brown Ltd
Manchester City Council,Chief Executives,Agency staff provision,03.02.2015,5100771242,"£2,653.17",Eden Brown Ltd
Manchester City Council,Chief Executives,Agency staff provision,03.02.2015,5100771033,"£1,281.84",Routes Healthcare (North) Ltd
Manchester City Council,Chief Executives,Agency staff provision,03.02.2015,5100771092,"£1,807.83",HR GO Recruitment Healthcare
Manchester City Council,Chief Executives,Agency staff provision,03.02.2015,5100771014,"£1,373.27",Liquid Personnel Ltd
Manchester City Council,Chief Executives,Agency staff provision,03.02.2015,5100771097,£723.27,Ashberry Recruitment Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,03.02.2015,1904497127,£634.35,Cemex (Uk) Shared Service Centre
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,03.02.2015,1904497131,£630.54,Cemex (Uk) Shared Service Centre
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,03.02.2015,1904497135,£600.06,Cemex (Uk) Shared Service Centre
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,03.02.2015,1904497136,£568.31,Cemex (Uk) Shared Service Centre
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,03.02.2015,1904497128,£558.15,Cemex (Uk) Shared Service Centre
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,03.02.2015,1904497130,£522.59,Cemex (Uk) Shared Service Centre
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,03.02.2015,1904497132,£512.43,Cemex (Uk) Shared Service Centre
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,03.02.2015,1904497145,"£1,117.50",Ecomix Concrete Ltd
Manchester City Council,Housing General Fund,BW Leasehold DtoD,03.02.2015,1700054696,"-£2,150.36",Humd Solicitors
Manchester City Council,Hospitality + Trading Services,Cash Collection,03.02.2015,1904486122,£536.53,G4S Cash Solutions (Uk) Ltd
Manchester City Council,Corporate Services,Compensation Payments,03.02.2015,1904492641,"£2,887.00",Leon AU Eye Care Limited
Manchester City Council,Chief Executives,Construction Works,03.02.2015,1904475111,"£37,736.55",Shakespeares Legal
Manchester City Council,Childrens Services,CTS Recharges,03.02.2015,5100771118,"£46,479.00",Morrison Facilities Services Ltd
Manchester City Council,Environment and Operations,Equipment,03.02.2015,5100771004,"£1,414.10",N. A. Brown Limited
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,03.02.2015,5100771051,£840.00,Carpet Fitters & Suppliers
Manchester City Council,Adult Social Care,Furniture,03.02.2015,5100771332,"£1,054.00",The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,03.02.2015,5100771331,£782.20,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,03.02.2015,5100771327,£651.93,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,03.02.2015,5100771329,£651.93,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,03.02.2015,5100771330,£651.93,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,03.02.2015,5100771328,£589.66,The Furnishing Service Ltd
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,03.02.2015,1904493311,"£1,440.00",Monday Morning Drop In
Manchester City Council,Corporate Services,I T Provision,03.02.2015,5100756136,"£15,865.00",Riba Enterprises Ltd
Manchester City Council,Corporate Services,I T Provision,03.02.2015,5100771008,"-£15,865.00",Riba Enterprises Ltd
Manchester City Council,Corporate Services,I T Provision,03.02.2015,1904484357,"£14,897.00",WNS Global Services (UK) Ltd
Manchester City Council,Libraries and Theatres,Labour Charges,03.02.2015,5100770995,"£5,690.99",Rochdale MBC
Manchester City Council,Adult Social Care,Legal Fees,03.02.2015,1904482322,£702.00,Stockport Psychology Services
Manchester City Council,Adult Social Care,Legal Fees,03.02.2015,1904477166,£734.45,Socrates Clinical Psychology Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,03.02.2015,5100771084,"-£2,600.00",Utilities Design & Planning Ltd
Manchester City Council,Adult Social Care,Personal needs of client,03.02.2015,5100771061,"£7,729.33",Prism UK Medical Ltd t/a Carefree
Manchester City Council,Manchester Leisure,Professional fees,03.02.2015,5100771094,"£1,384.92",Experian  Ltd
Manchester City Council,Manchester Leisure,Professional fees,03.02.2015,5100771086,"£2,000.00",The Ruskin Museum
Manchester City Council,Adult Social Care,Professional fees,03.02.2015,1904475058,£556.74,Advanced Child Care Assessments
Manchester City Council,Adult Social Care,Professional fees,03.02.2015,1904475050,"£1,105.33",Redacted Personal Information
Manchester City Council,Adult Social Care,Professional fees,03.02.2015,1904475074,£514.80,Redacted Personal Information
Manchester City Council,Adult Social Care,Stationery,03.02.2015,5100771318,£688.85,Egan Reid Stationery Co Ltd
Manchester City Council,Adult Social Care,Stationery,03.02.2015,5100771243,£690.00,Egan Reid Stationery Co Ltd
Manchester City Council,Adult Social Care,Supporting People Payments,03.02.2015,5100770914,"£129,425.97",Creative Support Limited
Manchester City Council,Adult Social Care,Supporting People Payments,03.02.2015,5100770912,"£9,739.24",Creative Support Limited
Manchester City Council,Adult Social Care,Supporting People Payments,03.02.2015,5100770912,"£13,749.25",Creative Support Limited
Manchester City Council,Adult Social Care,Supporting People Payments,03.02.2015,5100770912,"£3,341.94",Creative Support Limited
Manchester City Council,Adult Social Care,Supporting People Payments,03.02.2015,5100763990,"£5,708.60",Adactus Housing Group Ltd
Manchester City Council,Adult Social Care,Supporting People Payments,03.02.2015,5100763990,"£3,913.08",Adactus Housing Group Ltd
Manchester City Council,Housing General Fund,Surplus property Acquisitions,03.02.2015,1700054696,"-£81,399.28",Humd Solicitors
Manchester City Council,Housing General Fund,Surplus property Fees,03.02.2015,1700054696,-£704.40,Humd Solicitors
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.02.2015,5100771104,"£1,763.50",Brighter Beginnings (Cheetham)
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.02.2015,5100771049,"£6,875.00",LGBT Youth North West
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.02.2015,5100771047,"£6,125.00",Awaaz Manchester
Manchester City Council,Childrens Services,Third party payments to other Local Authorities,03.02.2015,5100771041,"£1,546.77",Bury M.B.C.
Manchester City Council,Adult Social Care,Training and Development,03.02.2015,5100712869,"£1,034.00",Ncfe
Manchester City Council,Chief Executives,Training and Development,03.02.2015,5100771110,"-£6,928.00",BPP Professional Education
Manchester City Council,Corporate Services,Transport Taxis,03.02.2015,1904497150,"£35,261.11",Mantax Radio Taxis Ltd
Manchester City Council,Corporate Services,Transport Taxis,03.02.2015,1700054925,"-£35,261.11",Mantax Radio Taxis Ltd
Manchester City Council,Corporate Services,Transport Taxis,03.02.2015,1904496367,"£19,652.30",Street Cars
Manchester City Council,Corporate Services,Transport Taxis,03.02.2015,1904496366,"£17,258.40",Street Cars
Manchester City Council,Corporate Services,Transport Taxis,03.02.2015,1904496365,"£17,101.00",Street Cars
Manchester City Council,Corporate Services,Transport Taxis,03.02.2015,1904496368,"£15,278.20",Street Cars
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,03.02.2015,5100771321,"£45,717.96",Manchester Van Hire Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Parts/Spares,03.02.2015,1904497149,£833.00,WEST PENINE TRUCKS LTD
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,03.02.2015,1904497160,"£114,865.64",Manchester Diocesan Board Of
Manchester City Council,Environment and Operations,Agency staff provision,04.02.2015,5100771153,£786.94,Resolve Personnel Ltd
Manchester City Council,Environment and Operations,Agency staff provision,04.02.2015,5100771153,"£2,107.70",Resolve Personnel Ltd
Manchester City Council,Environment and Operations,Agency staff provision,04.02.2015,5100771153,"£2,074.66",Resolve Personnel Ltd
Manchester City Council,Adult Social Care,Agency staff provision,04.02.2015,5100771293,£727.30,Reed Employment Plc
Manchester City Council,Adult Social Care,Agency staff provision,04.02.2015,5100771134,-£859.00,Penna PLC
Manchester City Council,Chief Executives,Agency staff provision,04.02.2015,5100771293,£853.44,Reed Employment Plc
Manchester City Council,Chief Executives,Agency staff provision,04.02.2015,5100771293,"£4,613.28",Reed Employment Plc
Manchester City Council,Chief Executives,Agency staff provision,04.02.2015,5100771293,£712.60,Reed Employment Plc
Manchester City Council,Chief Executives,Agency staff provision,04.02.2015,5100771153,£751.73,Resolve Personnel Ltd
Manchester City Council,Chief Executives,Agency staff provision,04.02.2015,5100771153,£516.11,Resolve Personnel Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,04.02.2015,5100771443,"£1,232.00",Viewprint
Manchester City Council,Hospitality + Trading Services,Cleaning Equipment and Materials,04.02.2015,5100753935,£760.75,Berendsen
Manchester City Council,Hospitality + Trading Services,Cleaning Equipment and Materials,04.02.2015,5100760218,£608.60,Berendsen
Manchester City Council,Adult Social Care,Compensation Payments,04.02.2015,1904501797,"£2,860.00",Liberata
Manchester City Council,Hospitality + Trading Services,Contract Cleaning External,04.02.2015,5100769692,"£21,133.10",Ocean Contract Cleaning Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,04.02.2015,5100771174,"£87,006.65",Manchester Working Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,04.02.2015,5100771539,"£6,635.80",SIG Roofing Supplies
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,04.02.2015,5100771161,"£1,985.14",SIG Roofing Supplies
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,04.02.2015,5100771536,"-£6,635.80",SIG Roofing Supplies
Manchester City Council,Corporate Services,CRB Fees,04.02.2015,5100771358,"£15,260.00",Disclosure & Barring Service
Manchester City Council,Childrens Services,CTS Recharges,04.02.2015,5100771120,"-£46,479.00",Morrison Facilities Services Ltd
Manchester City Council,Manchester Leisure,Equipment,04.02.2015,1904491823,£790.00,Government Knowledge Events LTD
Manchester City Council,Environment and Operations,Equipment,04.02.2015,5100771003,£926.60,N. A. Brown Limited
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,04.02.2015,5100771368,"£14,757.06",Creative Support Ltd
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,04.02.2015,5100771374,"£14,757.06",Creative Support Ltd
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,04.02.2015,5100771379,"£14,757.06",Creative Support Ltd
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,04.02.2015,5100771367,"£15,751.39",Creative Support Limited
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,04.02.2015,5100771375,"£15,751.39",Creative Support Limited
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,04.02.2015,5100771376,"£15,751.39",Creative Support Limited
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,04.02.2015,5100771394,£607.53,Grantham Book Services Ltd
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,04.02.2015,5100771356,£500.00,Manchester Art Gallery Trust
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,04.02.2015,5100771158,£500.00,Great Places Housing Association
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,04.02.2015,5100770931,"£41,000.00",Skilled and Ready
Manchester City Council,Manchester Leisure,Home Care ,04.02.2015,1904497172,"£1,260.00",Our Lady's Table Tennis Club
Manchester City Council,Adult Social Care,Home Care ,04.02.2015,5100771160,"£34,209.00",The Children'S Society Services Ltd
Manchester City Council,Chief Executives,Infrastructure Fees,04.02.2015,5100771293,"£2,647.05",Reed Employment Plc
Manchester City Council,Hospitality + Trading Services,Internal Repairs and Maintenance for buildings,04.02.2015,5100771302,"£5,255.52",Manchester Working Ltd
Manchester City Council,Hospitality + Trading Services,Internal Repairs and Maintenance for buildings,04.02.2015,5100771298,"£5,045.00",Manchester Working Ltd
Manchester City Council,Corporate Services,Internal Repairs and Maintenance for buildings,04.02.2015,5100771294,"£7,333.33",Manchester Working Ltd
Manchester City Council,Adult Social Care,Legal Fees,04.02.2015,5100771277,£500.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Licences Purchase,04.02.2015,5100771169,"£1,279.96",Phonographic Performance Ltd
Manchester City Council,Manchester Leisure,Payments for services,04.02.2015,5100771148,£575.00,Caritas Diocese of Salford
Manchester City Council,Adult Social Care,Payments for services,04.02.2015,5100771461,£586.50,H.G. Care Services Ltd
Manchester City Council,Manchester Leisure,Printing,04.02.2015,5100771122,"£6,979.52",YourTel Communications Limited
Manchester City Council,Childrens Services,Private Finance and Public Private partnership initiatives,04.02.2015,5100771378,"-£81,612.00",Manchester School Services Limited
Manchester City Council,Manchester Leisure,Professional fees,04.02.2015,5100771412,"-£1,425.00",Whalley Range 11/18 High School
Manchester City Council,Corporate Services,Professional fees,04.02.2015,5100771089,"-£3,520.00",AECOM Limited
Manchester City Council,Chief Executives,Professional fees,04.02.2015,5100770988,"£34,057.89",Actinista Limited
Manchester City Council,Chief Executives,Professional fees,04.02.2015,1904497168,"£1,237.50",Edge Analytics
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,04.02.2015,5100771387,"£8,032.50",Buro Happold Limited
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,04.02.2015,5100771392,"£8,032.50",Buro Happold Limited
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,04.02.2015,5100771407,"£8,032.50",Buro Happold Limited
Manchester City Council,Adult Social Care,Public Transport,04.02.2015,5100771364,"£1,021.66",Wrixon Care
Manchester City Council,Manchester Leisure,Refuse Collection,04.02.2015,1904501733,"£1,386.50",Enterprise Manchester TRADE
Manchester City Council,Manchester Leisure,Refuse Collection,04.02.2015,1904501734,"£1,289.73",Enterprise Manchester TRADE
Manchester City Council,Manchester Leisure,Refuse Collection,04.02.2015,1904501742,"£2,062.84",Enterprise Manchester TRADE
Manchester City Council,Manchester Leisure,Refuse Collection,04.02.2015,1904501779,£559.52,Enterprise Manchester TRADE
Manchester City Council,Manchester Leisure,Refuse Collection,04.02.2015,1904501732,"£1,768.01",Enterprise Manchester TRADE
Manchester City Council,Libraries and Theatres,Refuse Collection,04.02.2015,1904501776,£699.40,Enterprise Manchester TRADE
Manchester City Council,Hospitality + Trading Services,Refuse Collection,04.02.2015,1904501741,"£1,506.78",Enterprise Manchester TRADE
Manchester City Council,Hospitality + Trading Services,Refuse Collection,04.02.2015,1904501735,"£11,864.71",Enterprise Manchester TRADE
Manchester City Council,Hospitality + Trading Services,Refuse Collection,04.02.2015,1904501738,"£7,824.93",Enterprise Manchester TRADE
Manchester City Council,Hospitality + Trading Services,Refuse Collection,04.02.2015,1904501739,"£2,095.96",Enterprise Manchester TRADE
Manchester City Council,Hospitality + Trading Services,Refuse Collection,04.02.2015,1904501740,"£1,473.48",Enterprise Manchester TRADE
Manchester City Council,Hospitality + Trading Services,Refuse Collection,04.02.2015,1904501737,"£7,600.84",Enterprise Manchester TRADE
Manchester City Council,Hospitality + Trading Services,Refuse Collection,04.02.2015,1904501745,"£5,623.54",Enterprise Manchester TRADE
Manchester City Council,Adult Social Care,Refuse Collection,04.02.2015,1904501755,£559.52,Enterprise Manchester TRADE
Manchester City Council,Adult Social Care,Refuse Collection,04.02.2015,1904501756,£699.40,Enterprise Manchester TRADE
Manchester City Council,Corporate Services,Refuse Collection,04.02.2015,1904501760,"£4,341.92",Enterprise Manchester TRADE
Manchester City Council,Corporate Services,Refuse Collection,04.02.2015,1904501762,"£1,818.96",Enterprise Manchester TRADE
Manchester City Council,Corporate Services,Refuse Collection,04.02.2015,1904501761,"£1,321.45",Enterprise Manchester TRADE
Manchester City Council,Regeneration Finance,Refuse Collection,04.02.2015,1904501769,£593.26,Enterprise Manchester TRADE
Manchester City Council,Hospitality + Trading Services,Rents,04.02.2015,1904492659,£529.21,Colliers International
Manchester City Council,Adult Social Care,Rents,04.02.2015,5100771454,"£2,054.14",Mack Residential Letting Ltd
Manchester City Council,Manchester Leisure,Security,04.02.2015,5100771166,£576.89,Chubb Fire & Security Ltd
Manchester City Council,Chief Executives,Special Event,04.02.2015,1904497169,"£1,400.00",Production Stuff Ltd
Manchester City Council,Childrens Services,Subsistence and Conference Expenses,04.02.2015,5100771135,"£14,200.00",Martenscroft Early Excellence Centr
Manchester City Council,Adult Social Care,Supported Accommodation,04.02.2015,5100771411,"£10,603.71",Depaul Trust
Manchester City Council,Adult Social Care,Supported Accommodation,04.02.2015,5100771415,"£1,657.35",Fresh Start Independence Project
Manchester City Council,Adult Social Care,Supported Accommodation,04.02.2015,5100771419,"£1,657.35",Fresh Start Independence Project
Manchester City Council,Adult Social Care,Supported Accommodation,04.02.2015,5100771173,"£1,207.31",Fresh Start Independence Project
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.02.2015,5100771414,"£5,312.50",Pure Innovations Ltd
Manchester City Council,Adult Social Care,Third party payments to Health Authority,04.02.2015,1904497111,"£5,032.70",Stockport NHS Foundation Trust
Manchester City Council,Adult Social Care,Third party payments to Health Authority,04.02.2015,1904497109,£532.00,Assura Stockton LLP
Manchester City Council,Manchester Leisure,Training and Development,04.02.2015,5100771351,£525.00,Institute Of Swimming - I.O.S.
Manchester City Council,Adult Social Care,Training and Development,04.02.2015,5100771313,£795.00,Caada
Manchester City Council,Adult Social Care,Training and Development,04.02.2015,5100771322,£795.00,Caada
Manchester City Council,Adult Social Care,Training and Development,04.02.2015,5100771323,-£795.00,Caada
Manchester City Council,Adult Social Care,Training and Development,04.02.2015,5100771324,-£795.00,Caada
Manchester City Council,Childrens Services,Transport Coach Hire,04.02.2015,5100771045,"£4,000.00",G.M Travel
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,04.02.2015,5100771293,"£2,647.05",Reed Employment Plc
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,04.02.2015,5100771289,"£12,721.00",Manchester Working Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,04.02.2015,5100771197,"£14,850.00",Turner & Townsend Project
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,04.02.2015,5100771197,"£12,340.00",Turner & Townsend Project
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,04.02.2015,5100771196,"£8,820.00",Turner & Townsend Project
