Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,Manchester Leisure,Gas,01-Sep-22,1907860997,Corona Energy Ltd,"1,441.80"
Manchester City Council,Regeneration Finance,Gas,01-Sep-22,1907860907,Corona Energy Ltd,"1,383.16"
Manchester City Council,Manchester Leisure,Gas,01-Sep-22,1907860843,Corona Energy Ltd,"1,359.50"
Manchester City Council,Manchester Leisure,Gas,01-Sep-22,1907860953,Corona Energy Ltd,"1,322.57"
Manchester City Council,Manchester Leisure,Gas,01-Sep-22,1907860888,Corona Energy Ltd,"1,282.46"
Manchester City Council,Regeneration Finance,Gas,01-Sep-22,1907860987,Corona Energy Ltd,"1,247.43"
Manchester City Council,Regeneration Finance,Gas,01-Sep-22,1907860837,Corona Energy Ltd,"1,183.49"
Manchester City Council,Regeneration Finance,Gas,01-Sep-22,1907860915,Corona Energy Ltd,"1,146.44"
Manchester City Council,Manchester Leisure,Gas,01-Sep-22,1907860961,Corona Energy Ltd,"1,099.94"
Manchester City Council,Regeneration Finance,Gas,01-Sep-22,1907860912,Corona Energy Ltd,910.24
Manchester City Council,Regeneration Finance,Gas,01-Sep-22,1907860931,Corona Energy Ltd,886.67
Manchester City Council,Adult Social Care,Gas,01-Sep-22,1907861025,Corona Energy Ltd,875.41
Manchester City Council,Manchester Leisure,Gas,01-Sep-22,1907860900,Corona Energy Ltd,853.10
Manchester City Council,Regeneration Finance,Gas,01-Sep-22,1907860899,Corona Energy Ltd,824.45
Manchester City Council,Regeneration Finance,Gas,01-Sep-22,1907860910,Corona Energy Ltd,807.37
Manchester City Council,Regeneration Finance,Gas,01-Sep-22,1907860870,Corona Energy Ltd,773.62
Manchester City Council,Adult Social Care,Gas,01-Sep-22,1907860943,Corona Energy Ltd,764.38
Manchester City Council,Regeneration Finance,Gas,01-Sep-22,1907860976,Corona Energy Ltd,756.79
Manchester City Council,Regeneration Finance,Gas,01-Sep-22,1907861012,Corona Energy Ltd,742.27
Manchester City Council,Regeneration Finance,Gas,01-Sep-22,1907861030,Corona Energy Ltd,719.42
Manchester City Council,Regeneration Finance,Gas,01-Sep-22,1907860993,Corona Energy Ltd,717.38
Manchester City Council,Regeneration Finance,Gas,01-Sep-22,1907860925,Corona Energy Ltd,694.98
Manchester City Council,Manchester Leisure,Gas,01-Sep-22,1907860990,Corona Energy Ltd,674.18
Manchester City Council,Hospitality + Trading Services,Gas,01-Sep-22,1907860846,Corona Energy Ltd,661.95
Manchester City Council,Manchester Leisure,Gas,01-Sep-22,1907861022,Corona Energy Ltd,633.35
Manchester City Council,Manchester Leisure,Gas,01-Sep-22,1907861011,Corona Energy Ltd,630.25
Manchester City Council,Regeneration Finance,Gas,01-Sep-22,1907860914,Corona Energy Ltd,627.91
Manchester City Council,Housing Revenue Account,Gas,01-Sep-22,1907860985,Corona Energy Ltd,589.49
Manchester City Council,Adult Social Care,Gas,01-Sep-22,1907860992,Corona Energy Ltd,576.24
Manchester City Council,Adult Social Care,Gas,01-Sep-22,1907860854,Corona Energy Ltd,567.29
Manchester City Council,Regeneration Finance,Gas,01-Sep-22,1907860926,Corona Energy Ltd,560.05
Manchester City Council,Adult Social Care,Gas,01-Sep-22,1907860824,Corona Energy Ltd,554.34
Manchester City Council,Adult Social Care,Gas,01-Sep-22,1907860981,Corona Energy Ltd,522.36
Manchester City Council,Manchester Leisure,Gas,01-Sep-22,1907861023,Corona Energy Ltd,521.42
Manchester City Council,Adult Social Care,Gas,01-Sep-22,1907860830,Corona Energy Ltd,503.99
Manchester City Council,Manchester Leisure,Gas,01-Sep-22,1700138036,Corona Energy Ltd,-614.18
Manchester City Council,Childrens & Education Services,Gas,01-Sep-22,1700138039,Corona Energy Ltd,"-1,432.29"
Manchester City Council,Childrens & Education Services,Transport Taxis,01-Sep-22,1907850381,Cresta Car Hire,507.60
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,01-Sep-22,5105832287,Divrse Ltd,"56,700.00"
Manchester City Council,Regeneration Finance,Legal Fees,01-Sep-22,5105832251,Eversheds Llp,"44,058.90"
Manchester City Council,Manchester Leisure,GRIR,01-Sep-22,5105832228,Everyone Active,-550.00
Manchester City Council,Chief Executives,Advertising,01-Sep-22,5105832303,Fonemedia Limited,"5,000.00"
Manchester City Council,Childrens & Education Services,Hire of Premises,01-Sep-22,5105831764,Greater Manchester Police Sports &,642.00
Manchester City Council,Highways Services,Purchase of stores for re-distribution,01-Sep-22,5105832265,Instarmac Group Ltd,"1,599.36"
Manchester City Council,Manchester Leisure,Hire of Equipment,01-Sep-22,5105832232,Kenyon International,"3,229.00"
Manchester City Council,Environment and Operations,Construction Works,01-Sep-22,5105832295,Kiely Bros Ltd,"111,438.67"
Manchester City Council,Environment and Operations,Professional fees,01-Sep-22,5105832264,Lighthouse Security Limited,"6,924.75"
Manchester City Council,Adult Social Care,Rents,01-Sep-22,5105832250,MJ Rental Ltd,"72,234.33"
Manchester City Council,Adult Social Care,Supported Accommodation,01-Sep-22,5105832298,Mosscare Housing Ltd,"3,685.40"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,01-Sep-22,5105832284,Redacted Personal Information,"36,310.00"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,01-Sep-22,5105832235,Redacted Personal Information,"3,435.00"
Manchester City Council,Manchester Leisure,Legal Fees,01-Sep-22,1907861377,Redacted Personal Information,"1,300.00"
Manchester City Council,Manchester Leisure,Subsistence and Conference Expenses,01-Sep-22,1907860478,Redacted Personal Information,"1,121.44"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,01-Sep-22,5105832245,St John Ambulance Supplies,"6,500.00"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,01-Sep-22,5105832246,St John Ambulance Supplies,"2,600.00"
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,01-Sep-22,5105832258,Stepping Stone Projects,"11,000.00"
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,01-Sep-22,5105832260,Stepping Stone Projects,"11,000.00"
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,01-Sep-22,5105832261,Stepping Stone Projects,"11,000.00"
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,01-Sep-22,5105832262,Stepping Stone Projects,"11,000.00"
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,01-Sep-22,5105832275,T F Jones Property Services Ltd,968.40
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,01-Sep-22,5105832296,T F Jones Property Services Ltd,593.98
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,01-Sep-22,5105832292,T F Jones Property Services Ltd,591.80
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,01-Sep-22,5105832294,T F Jones Property Services Ltd,538.00
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,01-Sep-22,5105832297,T F Jones Property Services Ltd,518.65
Manchester City Council,Adult Social Care,Water - Metered,01-Sep-22,1907860820,Water Plus Limited,"2,582.11"
Manchester City Council,Manchester Leisure,Water - Metered,01-Sep-22,1907860821,Water Plus Limited,"1,160.11"
Manchester City Council,Regeneration Finance,Water - Unmetered,01-Sep-22,1907860822,Water Plus Limited,620.05
Manchester City Council,Chief Executives,Legal Fees,02-Sep-22,5105832427,11KBW,760.00
Manchester City Council,Chief Executives,Counsel Costs,02-Sep-22,1907857205,18 St John Street Chambers,"1,050.00"
Manchester City Council,Chief Executives,Counsel Costs,02-Sep-22,1907861385,18 St John Street Chambers,750.00
Manchester City Council,Chief Executives,Counsel Costs,02-Sep-22,1907850772,18 St John Street Chambers,650.00
Manchester City Council,Highways Services,Professional fees,02-Sep-22,5105832469,A T G Access Ltd,"-12,045.15"
Manchester City Council,Manchester Leisure,ICT Hardware,02-Sep-22,5105831780,Arena Group Ltd,775.00
Manchester City Council,Manchester Leisure,ICT Hardware,02-Sep-22,5105832352,Arena Group Ltd,771.73
Manchester City Council,Manchester Leisure,ICT Hardware,02-Sep-22,5105832351,Arena Group Ltd,743.43
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,02-Sep-22,5105832242,Arrow County Supplies,535.80
Manchester City Council,Chief Executives,Agency staff provision,02-Sep-22,5105832347,Ashberry Recruitment Ltd,"6,724.79"
Manchester City Council,Corporate Services,Surveys Fees other,02-Sep-22,5105832389,Aspect Contracts Ltd,"4,354.00"
Manchester City Council,Adult Social Care,Rents,02-Sep-22,5105832463,B & A Properties,"39,390.00"
Manchester City Council,Childrens & Education Services,Furniture,02-Sep-22,5105832267,Back Care Solutions Ltd,"1,899.00"
Manchester City Council,Childrens & Education Services,Carer Support Payments ,02-Sep-22,5105832394,Care Solutions Recruitment,"18,281.31"
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,02-Sep-22,5105832420,Caritas (St Aidens),"18,674.00"
Manchester City Council,Chief Executives,Counsel Costs,02-Sep-22,1907857203,Central Chambers,"1,000.00"
Manchester City Council,Chief Executives,Counsel Costs,02-Sep-22,1907861387,Central Chambers,700.00
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,02-Sep-22,5105832451,CHALK,"2,660.00"
Manchester City Council,Regeneration Finance,Grounds Maintenance,02-Sep-22,5105832344,Countrywide Grounds Maintenance Ltd,"1,095.00"
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,02-Sep-22,5105832457,Ebsford Environmental Ltd,907.62
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,02-Sep-22,5105832460,Friends of Burnage Library Ltd,"2,445.00"
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,02-Sep-22,5105832453,Hachette UK Distribution,"1,438.80"
Manchester City Council,Chief Executives,Professional Services Provision,02-Sep-22,5105832334,Kings Chambers,"1,500.00"
Manchester City Council,Corporate Services,Fees,02-Sep-22,1907858041,Marston Group Limited,"186,281.15"
Manchester City Council,Corporate Services,Fees,02-Sep-22,1907858041,Marston Group Limited,"-186,281.15"
Manchester City Council,Corporate Services,Agency staff provision,02-Sep-22,5105832438,Michael Page International,"1,120.00"
Manchester City Council,Corporate Services,Agency staff provision,02-Sep-22,5105832439,Michael Page International,"1,120.00"
Manchester City Council,Corporate Services,Agency staff provision,02-Sep-22,5105832425,Michael Page International,"1,015.00"
Manchester City Council,Corporate Services,Agency staff provision,02-Sep-22,5105832426,Michael Page International,"1,015.00"
Manchester City Council,Corporate Services,Agency staff provision,02-Sep-22,5105832436,Michael Page International,"1,015.00"
Manchester City Council,Manchester Leisure,Agency staff provision,02-Sep-22,5105832424,Michael Page International,652.50
Manchester City Council,Chief Executives,Grant and subscriptions awarded,02-Sep-22,5105832353,National Football Museum,"116,666.66"
Manchester City Council,Manchester Leisure,Hire of Equipment,02-Sep-22,5105832410,Niche Event Hire,"3,052.00"
Manchester City Council,Childrens Services,Building Works,02-Sep-22,5105832421,Our Lady's RC High School,"404,834.23"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,02-Sep-22,5105832442,Pierre Angulaire Limited,"19,656.00"
Manchester City Council,Regeneration Finance,Third party payments relating to Voluntary Organisations,02-Sep-22,5105832462,Pure Innovations Ltd,"35,502.00"
Manchester City Council,Chief Executives,Counsel Costs,02-Sep-22,1907860470,Redacted Personal Information,750.00
Manchester City Council,Manchester Leisure,Refuse Collection,02-Sep-22,5105832310,Redgate Holdings Ltd,"4,530.44"
Manchester City Council,Manchester Leisure,Equipment,02-Sep-22,5105832391,Solon Security Ltd,"8,312.00"
Manchester City Council,Highways Services,Vehicle Fuel Costs,02-Sep-22,5105832429,Standard Fuels Oils,"1,120.64"
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,02-Sep-22,5105832428,Standard Fuels Oils,"-1,120.64"
Manchester City Council,Chief Executives,Printing,02-Sep-22,5105832405,t/a R.C.D.,787.95
Manchester City Council,Adult Social Care,Rents,02-Sep-22,5105832359,T15 Consultancy Ltd,"109,426.47"
Manchester City Council,Highways Services,Building Materials for direct delivery,02-Sep-22,5105832412,TARMAC,"1,662.24"
Manchester City Council,Highways Services,Building Materials for direct delivery,02-Sep-22,5105832408,TARMAC,"1,055.52"
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,02-Sep-22,5105832452,The School of Life,"1,184.80"
Manchester City Council,Adult Social Care,Rents,02-Sep-22,1907862980,Trading Places,"2,100.00"
Manchester City Council,Regeneration Finance,Training and Development,02-Sep-22,5105832520,Trinity College London,"3,015.00"
Manchester City Council,Regeneration Finance,Training and Development,02-Sep-22,5105832548,Trinity College London,"-3,015.00"
Manchester City Council,Adult Social Care,Training and Development,02-Sep-22,5105832441,University Of Manchester,"1,249.95"
Manchester City Council,Hospitality + Trading Services,Vehicle Costs,02-Sep-22,5105832346,Verizon Connect UK Ltd,"1,497.38"
Manchester City Council,Chief Executives,Professional fees,02-Sep-22,5105832289,Warwickshire County Council,818.49
Manchester City Council,Chief Executives,Professional fees,02-Sep-22,5105832406,Warwickshire County Council,647.47
Manchester City Council,Highways Services,Professional fees,02-Sep-22,5105832313,Waterman Aspen Ltd,"15,808.00"
Manchester City Council,Chief Executives,Professional fees,02-Sep-22,5105832393,Weightmans LLP Solicitors,"6,246.47"
Manchester City Council,Chief Executives,Professional fees,02-Sep-22,5105832365,Weightmans LLP Solicitors,"4,632.50"
Manchester City Council,Chief Executives,Professional fees,02-Sep-22,5105832400,Weightmans LLP Solicitors,"3,591.66"
Manchester City Council,Chief Executives,Professional fees,02-Sep-22,5105832364,Weightmans LLP Solicitors,"3,218.75"
Manchester City Council,Chief Executives,Professional fees,02-Sep-22,5105832375,Weightmans LLP Solicitors,"3,000.00"
Manchester City Council,Chief Executives,Professional fees,02-Sep-22,5105832374,Weightmans LLP Solicitors,"2,934.25"
Manchester City Council,Chief Executives,Professional fees,02-Sep-22,5105832348,Weightmans LLP Solicitors,"2,456.25"
Manchester City Council,Chief Executives,Professional fees,02-Sep-22,5105832368,Weightmans LLP Solicitors,"2,281.25"
Manchester City Council,Chief Executives,Professional fees,02-Sep-22,5105832380,Weightmans LLP Solicitors,"2,268.75"
Manchester City Council,Chief Executives,Professional fees,02-Sep-22,5105832396,Weightmans LLP Solicitors,"2,230.00"
Manchester City Council,Chief Executives,Professional fees,02-Sep-22,5105832388,Weightmans LLP Solicitors,"2,150.00"
Manchester City Council,Chief Executives,Professional fees,02-Sep-22,5105832350,Weightmans LLP Solicitors,"1,983.47"
Manchester City Council,Chief Executives,Professional fees,02-Sep-22,5105832379,Weightmans LLP Solicitors,"1,379.92"
Manchester City Council,Chief Executives,Professional fees,02-Sep-22,5105832402,Weightmans LLP Solicitors,981.25
Manchester City Council,Chief Executives,Professional fees,02-Sep-22,5105832383,Weightmans LLP Solicitors,943.75
Manchester City Council,Environment and Operations,Construction Works,02-Sep-22,5105832327,Wilde Consultants Ltd,"6,712.00"
Manchester City Council,Corporate Services,Professional fees,02-Sep-22,5105832243,WSP UK Limited,"4,728.75"
Manchester City Council,Chief Executives,Counsel Costs,05-Sep-22,1907862890,18 St John Street Chambers,950.00
Manchester City Council,Chief Executives,Counsel Costs,05-Sep-22,1907862892,18 St John Street Chambers,950.00
Manchester City Council,Chief Executives,Counsel Costs,05-Sep-22,1907858690,18 St John Street Chambers,650.00
Manchester City Council,Manchester Leisure,Supporting People Payments,05-Sep-22,5105832497,4CT Limited,"2,000.00"
Manchester City Council,Regeneration Finance,Grounds Maintenance,05-Sep-22,5105832580,Arboricultural Services Treework,"1,200.00"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,05-Sep-22,5105832526,Arboricultural Services Treework,"10,860.00"
Manchester City Council,Childrens & Education Services,Supported Accommodation,05-Sep-22,5105832617,Bedspace Resource Ltd,"2,103.57"
Manchester City Council,Chief Executives,Printing,05-Sep-22,5105832476,Browns CTP Ltd,575.00
Manchester City Council,Chief Executives,Printing,05-Sep-22,5105832478,Browns CTP Ltd,533.00
Manchester City Council,Chief Executives,Agency staff provision,05-Sep-22,5105832590,Capita Resourcing Limited,"9,250.00"
Manchester City Council,Chief Executives,Agency staff provision,05-Sep-22,5105832589,Capita Resourcing Limited,"4,625.00"
Manchester City Council,Chief Executives,Counsel Costs,05-Sep-22,1907862866,Central Chambers,"2,750.00"
Manchester City Council,Chief Executives,Counsel Costs,05-Sep-22,1907863001,Central Chambers,"2,000.00"
Manchester City Council,Chief Executives,Counsel Costs,05-Sep-22,1907858685,Central Chambers,"1,250.00"
Manchester City Council,Chief Executives,Counsel Costs,05-Sep-22,1907858686,Central Chambers,"1,000.00"
Manchester City Council,Chief Executives,Counsel Costs,05-Sep-22,1907862893,Central Chambers,"1,000.00"
Manchester City Council,Chief Executives,Counsel Costs,05-Sep-22,1907858692,Central Chambers,700.00
Manchester City Council,Chief Executives,Counsel Costs,05-Sep-22,1907858691,Central Chambers,500.00
Manchester City Council,Chief Executives,Counsel Costs,05-Sep-22,1907858699,Central Chambers,500.00
Manchester City Council,Chief Executives,Counsel Costs,05-Sep-22,1907858701,Central Chambers,500.00
Manchester City Council,Chief Executives,Counsel Costs,05-Sep-22,1907862871,Central Chambers,500.00
Manchester City Council,Chief Executives,Legal Fees,05-Sep-22,1907862990,COBDEN HOUSE CHAMBERS,"1,500.00"
Manchester City Council,Manchester Leisure,Legal Fees,05-Sep-22,1907858681,COSGROVE COSTINGS LIMITED,520.00
Manchester City Council,Adult Social Care,Supporting People Payments,05-Sep-22,5105832569,Creative Support Ltd,"142,763.24"
Manchester City Council,Adult Social Care,Supporting People Payments,05-Sep-22,5105832570,Creative Support Ltd,"142,763.24"
Manchester City Council,Adult Social Care,Supporting People Payments,05-Sep-22,5105832581,Creative Support Ltd,"32,860.14"
Manchester City Council,Chief Executives,Counsel Costs,05-Sep-22,1907862994,DEANS COURT CHAMBERS,"1,250.00"
Manchester City Council,Highways Services,Legal Fees,05-Sep-22,1907862974,Department For Work & Pensions,"2,746.00"
Manchester City Council,Highways Services,Legal Fees,05-Sep-22,1907862854,Department For Work & Pensions,744.00
Manchester City Council,Manchester Leisure,I T Provision,05-Sep-22,5105832545,Eldercare (UK) Ltd,"1,365.63"
Manchester City Council,Manchester Leisure,I T Provision,05-Sep-22,5105832541,Eldercare (UK) Ltd,"1,203.65"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,05-Sep-22,5105832511,EQUANS Regeneration Limited,"824,690.79"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,05-Sep-22,5105832513,EQUANS Regeneration Limited,"700,268.52"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,05-Sep-22,5105832512,EQUANS Regeneration Limited,"415,525.52"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,05-Sep-22,5105832515,EQUANS Regeneration Limited,"-1,253.43"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,05-Sep-22,5105832514,EQUANS Regeneration Limited,"-155,069.45"
Manchester City Council,Childrens & Education Services,Payments for services,05-Sep-22,5105832616,Fairfield Care Ltd,"2,225.10"
Manchester City Council,Childrens & Education Services,Payments for services,05-Sep-22,5105832622,Fairfield Care Ltd,"2,084.92"
Manchester City Council,Childrens & Education Services,Payments for services,05-Sep-22,5105832621,Fairfield Care Ltd,"1,679.60"
Manchester City Council,Childrens & Education Services,Payments for services,05-Sep-22,5105832615,Fairfield Care Ltd,"1,085.40"
Manchester City Council,Chief Executives,Agency staff provision,05-Sep-22,5105832586,G2V Recruitment Grp t/a Vivid Resou,"11,746.80"
Manchester City Council,Manchester Leisure,Professional fees,05-Sep-22,5105832574,Go Bounce Play,545.00
Manchester City Council,Manchester Leisure,Professional fees,05-Sep-22,5105832577,Go Bounce Play,545.00
Manchester City Council,Adult Social Care,Rents,05-Sep-22,5105832601,Houses4Homes 4U Ltd,"5,139.73"
Manchester City Council,Highways Services,Purchase of stores for re-distribution,05-Sep-22,5105832521,Instarmac Group Ltd,"3,427.20"
Manchester City Council,Childrens & Education Services,Payments for services,05-Sep-22,5105832550,Irwell Valley Housing Association,"5,314.86"
Manchester City Council,Housing Revenue Account,Professional fees,05-Sep-22,5105832492,Jacobs UK Ltd,"4,250.00"
Manchester City Council,Housing Revenue Account,Professional fees,05-Sep-22,5105832492,Jacobs UK Ltd,750.00
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,05-Sep-22,5105832556,Manchester Womens Aid,"-41,589.75"
Manchester City Council,Manchester Leisure,Legal Fees,05-Sep-22,1907863558,NEW LAW SOLICITORS,"6,652.00"
Manchester City Council,Highways Services,Payments to Sub-Contractors,05-Sep-22,5105832612,Northern Marking Limited,"8,485.39"
Manchester City Council,Highways Services,Payments to Sub-Contractors,05-Sep-22,5105832613,Northern Marking Limited,"3,400.00"
Manchester City Council,Regeneration Finance,Professional fees,05-Sep-22,5105832524,OTB Engineering Limited,"15,000.00"
Manchester City Council,Manchester Leisure,Legal Fees,05-Sep-22,1907863054,Peasegoods,"1,300.00"
Manchester City Council,Manchester Leisure,ICT Sup & Maintnance,05-Sep-22,5105832568,Prodo Social Software Limited,"7,715.00"
Manchester City Council,Manchester Leisure,ICT Sup & Maintnance,05-Sep-22,5105832567,Prodo Social Software Limited,"-7,715.00"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,05-Sep-22,5105832519,Pts Plumbing Trade Supplies,"5,774.74"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,05-Sep-22,5105832517,Pts Plumbing Trade Supplies,"1,292.49"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,05-Sep-22,5105832324,Pts Plumbing Trade Supplies,"1,227.86"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,05-Sep-22,5105832516,Pts Plumbing Trade Supplies,576.07
Manchester City Council,Adult Social Care,Rents,05-Sep-22,1907863559,QAZI MEHMOOD,"1,750.00"
Manchester City Council,Chief Executives,Counsel Costs,05-Sep-22,1907862992,Redacted Personal Information,700.00
Manchester City Council,Chief Executives,Counsel Costs,05-Sep-22,1907858147,Redacted Personal Information,875.00
Manchester City Council,Childrens & Education Services,Foster Payments,05-Sep-22,1907863560,Redacted Personal Information,"4,026.00"
Manchester City Council,Chief Executives,Payments to Sub-Contractors,05-Sep-22,5105832618,Redacted Personal Information,"1,524.12"
Manchester City Council,Chief Executives,Payments to Sub-Contractors,05-Sep-22,5105832591,Redacted Personal Information,665.00
Manchester City Council,Chief Executives,Payments to Sub-Contractors,05-Sep-22,5105832592,Redacted Personal Information,642.60
Manchester City Council,Childrens & Education Services,Transport Coach Hire,05-Sep-22,5105832506,Redacted Personal Information,-597.32
Manchester City Council,Childrens & Education Services,Transport Coach Hire,05-Sep-22,5105832507,Redacted Personal Information,-597.32
Manchester City Council,Childrens & Education Services,Payments for services,05-Sep-22,5105832595,Reed Employment Plc,"11,451.33"
Manchester City Council,Regeneration Finance,Expenditure re Internal Trading Ordered Externally,05-Sep-22,1907860476,Remanc Limited,611.00
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,05-Sep-22,5105832582,Remedi,"7,500.00"
Manchester City Council,Highways Services,Payments to Sub-Contractors,05-Sep-22,5105832430,Rosgal Ltd,"-3,912.50"
Manchester City Council,Corporate Services,Professional fees,05-Sep-22,5105832355,Sir Frederick Snow & Partners Ltd,"2,206.00"
Manchester City Council,Corporate Services,Professional fees,05-Sep-22,5105832354,Sir Frederick Snow & Partners Ltd,750.00
Manchester City Council,Chief Executives,Legal Fees,05-Sep-22,1907858680,SK Consultations Ltd,"1,137.50"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,05-Sep-22,5105832522,Synectics Security Limited,"2,857.91"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,05-Sep-22,5105832523,Synectics Security Limited,"2,552.02"
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,05-Sep-22,5105832491,T F Jones Property Services Ltd,557.61
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,05-Sep-22,5105832530,Talbot House Support Centre,"7,500.00"
Manchester City Council,Regeneration Finance,Training and Development,05-Sep-22,5105832547,Trinity College London,640.00
Manchester City Council,Regeneration Finance,Licences Purchase,05-Sep-22,5105832498,Trustmarque Solutions Ltd,"6,987.00"
