Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,
Manchester City Council,Adult Social Care,Personal needs of client,01.06.2021,5101134925,"£2,282.75",Direct Healthcare Group Ltd,
Manchester City Council,Housing Revenue Account,Legal Fees,01.06.2021,1907246758,"£3,602.56",Redacted Personal Information,
Manchester City Council,Chief Executives,Professional fees,01.06.2021,5101134920,"£5,850.17",Buckingham Futures Limited,
Manchester City Council,Chief Executives,Funeral and coroner related services,01.06.2021,5101134900,"£6,108.00",Kane Funeral Services,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,01.06.2021,5101134986,"£1,700.00",Community Security (North West),
Manchester City Council,Regeneration Finance,Rents,01.06.2021,1907243920,"£10,909.50",The Arch Company Properties Ltd,
Manchester City Council,Regeneration Finance,Rents,01.06.2021,1907243648,"£10,062.13",Moss Side Millennium Powerhouse Ltd,
Manchester City Council,Regeneration Finance,Third party payments relating to Voluntary Organisations,01.06.2021,5101134908,"£24,928.00",Proper Job Theatre company,
Manchester City Council,Regeneration Finance,Third party payments relating to Voluntary Organisations,01.06.2021,5101134969,"£16,743.00",Reform Radio CIC,
Manchester City Council,Highways Services,Building Materials for direct delivery,01.06.2021,5101134997,£697.64,Benchmark Building Supplies Ltd,
Manchester City Council,Highways Services,Purchase of stores for re-distribution,01.06.2021,5101134994,"£2,998.00",Benchmark Building Supplies Ltd,
Manchester City Council,Highways Services,Purchase of stores for re-distribution,01.06.2021,5101134995,"£2,398.40",Benchmark Building Supplies Ltd,
Manchester City Council,Highways Services,Purchase of stores for re-distribution,01.06.2021,5101134990,£693.53,Benchmark Building Supplies Ltd,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,02.06.2021,5101134950,£569.94,Machine Mart Ltd,
Manchester City Council,Manchester Leisure,Cash Collection,02.06.2021,5101135038,"£3,442.50",N-Gage Project,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,02.06.2021,5101135130,"£4,064.28",Fallowfield Secret Garden,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,02.06.2021,5101135099,"£1,075.00",4CT Limited,
Manchester City Council,Manchester Leisure,Special Events,02.06.2021,1907237891,£600.00,Redacted Personal Information,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,02.06.2021,5101135013,"£1,038.50",R & M Developments Ltd,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,02.06.2021,5101135026,"£1,038.50",R & M Developments Ltd,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,02.06.2021,5101135056,"£1,038.50",R & M Developments Ltd,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,02.06.2021,5101135022,"£1,416.80",Redacted Personal Information,
Manchester City Council,Childrens & Education Services,Professional fees,02.06.2021,1907248819,"£1,118.75",Weightmans LLP Solicitors,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,02.06.2021,5101135054,"£15,937.50",Trafford M B C,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,02.06.2021,5101135171,"£3,058.75",The Albion Academy,
Manchester City Council,Childrens & Education Services,Payments for services,02.06.2021,5101135042,"£52,392.60",The Together Trust,
Manchester City Council,Childrens & Education Services,Payments for services,02.06.2021,5101135040,"£37,902.34",The Together Trust,
Manchester City Council,Childrens & Education Services,Payments for services,02.06.2021,5101135084,"£13,645.00",Beech Hall School Ltd,
Manchester City Council,Childrens & Education Services,Payments for services,02.06.2021,5101135082,"£9,010.00",Beech Hall School Ltd,
Manchester City Council,Childrens & Education Services,Payments for services,02.06.2021,5101135083,"£8,880.00",Beech Hall School Ltd,
Manchester City Council,Childrens & Education Services,Payments for services,02.06.2021,5101135044,"£6,958.01",The Together Trust,
Manchester City Council,Childrens & Education Services,Payments for services,02.06.2021,5101135065,"£6,240.00",Nugent House School,
Manchester City Council,Childrens & Education Services,Payments for services,02.06.2021,5101135068,"£5,250.00",Nugent House School,
Manchester City Council,Childrens & Education Services,Payments for services,02.06.2021,5101135048,"£4,767.67",The Together Trust,
Manchester City Council,Childrens & Education Services,Payments for services,02.06.2021,5101135074,"£2,523.20",Nugent House School,
Manchester City Council,Childrens & Education Services,Supporting People Payments,02.06.2021,5101135181,£922.12,Child Action Northwest,
Manchester City Council,Adult Social Care,Training and Development,02.06.2021,5101135184,£795.00,SafeLives,
Manchester City Council,Adult Social Care,Rents,02.06.2021,5101135111,"£8,762.58",Eeven Homes Ltd.,
Manchester City Council,Adult Social Care,Equipment,02.06.2021,5101135106,"£1,200.00",NRS Healthcare,
Manchester City Council,Adult Social Care,Professional fees,02.06.2021,5101135058,"£15,000.00",Tameside Metropolitan Bouough,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,02.06.2021,5101135097,"£5,285.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,02.06.2021,5101135100,"£4,895.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.06.2021,5101134926,"£14,495.83",DISC Ltd,
Manchester City Council,Adult Social Care,Payments for services,02.06.2021,5101135092,"£286,667.48",Standwalk Ltd,
Manchester City Council,Adult Social Care,Payments for services,02.06.2021,5101135093,"£286,667.48",Standwalk Ltd,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,02.06.2021,5101135031,"£957,651.55",ISG Construction Limited,
Manchester City Council,Corporate Services,Training and Development,02.06.2021,5101135110,"£6,000.00",Life In Colour Coaching Limited,
Manchester City Council,Corporate Services,Training and Development,02.06.2021,5101135192,£695.10,The Blue,
Manchester City Council,Corporate Services,Training and Development,02.06.2021,5101135191,£564.75,The Blue,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,02.06.2021,5101135165,£570.00,Stagecoach Manchester,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,02.06.2021,5101134923,"£4,160.97",R Development Ltd,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,02.06.2021,5101135098,"£3,126.10",J Greenwood (Builders) Limited,
Manchester City Council,Corporate Services,Infrastructure Fees,02.06.2021,5101135122,£950.00,Environment Agency,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,02.06.2021,5101135072,"£4,703.99",Pts Plumbing Trade Supplies,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,02.06.2021,5101135064,"£1,276.38",Pts Plumbing Trade Supplies,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,02.06.2021,5101135066,£720.34,Pts Plumbing Trade Supplies,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,02.06.2021,5101135137,"£1,457.07",Redacted Personal Information,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,02.06.2021,5101135148,£699.89,Redacted Personal Information,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,02.06.2021,5101135126,£609.30,Redacted Personal Information,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,02.06.2021,5101135128,£585.08,Redacted Personal Information,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,02.06.2021,5101135162,£536.30,Redacted Personal Information,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,02.06.2021,5101135133,£519.82,Redacted Personal Information,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,02.06.2021,5101135136,£506.71,Redacted Personal Information,
Manchester City Council,Chief Executives,Printing,02.06.2021,5101134984,£614.41,RNIB,
Manchester City Council,Chief Executives,CRB Fees,02.06.2021,5101135180,"£24,713.00",Disclosure & Barring Service,
Manchester City Council,Chief Executives,Landline Telephone Charges,02.06.2021,1907129129,"£1,440.00",Vodafone (Ex C&W),
Manchester City Council,Chief Executives,I T Provision,02.06.2021,1907231486,"£4,278.09",Vodafone (Ex C&W),
Manchester City Council,Chief Executives,ICT Support & Maintenance,02.06.2021,5101135118,£590.00,Finastra,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,02.06.2021,5101135163,"£4,288.50",Manchester Youth Zone,
Manchester City Council,Chief Executives,Licences Purchase,02.06.2021,5101135194,"£53,592.00",Interact-Intranet,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,02.06.2021,5101134980,"£4,491.46",Reeda Safety Ltd T/A,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,02.06.2021,5101134983,£605.29,Reeda Safety Ltd T/A,
Manchester City Council,Chief Executives,Compensation Payments,02.06.2021,5101135034,"£1,074.80",Waddington & Son Solicitors,
Manchester City Council,Chief Executives,Compensation Payments,02.06.2021,5101135036,£693.75,Waddington & Son Solicitors,
Manchester City Council,Regeneration Finance,Training and Development,02.06.2021,5101135063,"£2,189.00",Assessment & Qualifications Allianc,
Manchester City Council,Regeneration Finance,Professional fees,02.06.2021,5101135041,"£4,000.00",Think Trinity Limited,
Manchester City Council,Regeneration Finance,Professional fees,02.06.2021,5101135039,"£1,250.00",Carol Bartram Associates Ltd,
Manchester City Council,Regeneration Finance,Subsistence and Conference Expenses,02.06.2021,5101135069,£500.00,Proper Job Theatre company,
Manchester City Council,Highways Services,Building Materials for direct delivery,02.06.2021,5101135052,£608.44,TARMAC,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,03.06.2021,5101135310,"£3,300.00",Willfab Ltd,
Manchester City Council,Manchester Leisure,Gas,03.06.2021,1907253702,"£8,910.24",Gazprom Energy,
Manchester City Council,Manchester Leisure,Gas,03.06.2021,1907253703,"£4,225.38",Gazprom Energy,
Manchester City Council,Manchester Leisure,Gas,03.06.2021,1907253630,"£3,987.38",Gazprom Energy,
Manchester City Council,Manchester Leisure,Gas,03.06.2021,1907253532,"£3,520.12",Gazprom Energy,
Manchester City Council,Manchester Leisure,Gas,03.06.2021,1907253704,"£3,236.13",Gazprom Energy,
Manchester City Council,Manchester Leisure,Gas,03.06.2021,1907253632,"£3,096.20",Gazprom Energy,
Manchester City Council,Manchester Leisure,Gas,03.06.2021,1907253636,"£2,882.68",Gazprom Energy,
Manchester City Council,Manchester Leisure,Gas,03.06.2021,1907253701,"£2,177.23",Gazprom Energy,
Manchester City Council,Manchester Leisure,Gas,03.06.2021,1907253621,"£1,785.81",Gazprom Energy,
Manchester City Council,Manchester Leisure,Gas,03.06.2021,1907253622,"£1,686.28",Gazprom Energy,
Manchester City Council,Manchester Leisure,Gas,03.06.2021,1907253631,"£1,494.15",Gazprom Energy,
Manchester City Council,Manchester Leisure,Gas,03.06.2021,1907253543,"£1,067.87",Gazprom Energy,
Manchester City Council,Manchester Leisure,Gas,03.06.2021,1907253678,£588.31,Gazprom Energy,
Manchester City Council,Manchester Leisure,Gas,03.06.2021,1907253542,£530.99,Gazprom Energy,
Manchester City Council,Manchester Leisure,Refuse Collection,03.06.2021,5101135360,"£30,586.80",Redgate Holdings Ltd,
Manchester City Council,Manchester Leisure,Cleaning Equipment and Materials,03.06.2021,5101135362,"£21,824.70",Redgate Holdings Ltd,
Manchester City Council,Manchester Leisure,Grounds Maintenance Costs,03.06.2021,5101135356,"£17,285.10",Redgate Holdings Ltd,
Manchester City Council,Manchester Leisure,Equipment,03.06.2021,5101135359,"£2,300.00",GB Sign Solutions,
Manchester City Council,Manchester Leisure,Equipment,03.06.2021,5101135172,"£2,247.37",Wybone Ltd,
Manchester City Council,Manchester Leisure,Equipment,03.06.2021,5101135321,£803.00,Earth Anchors Ltd,
Manchester City Council,Manchester Leisure,Equipment,03.06.2021,5101135322,£803.00,Earth Anchors Ltd,
Manchester City Council,Manchester Leisure,Disposables,03.06.2021,5101135361,"£48,035.00",Redgate Holdings Ltd,
Manchester City Council,Manchester Leisure,Hire of Equipment,03.06.2021,5101135340,"£17,075.00",Tube UK Ltd,
Manchester City Council,Manchester Leisure,"Clothes, Uniform and Laundry",03.06.2021,5101135319,£803.00,Earth Anchors Ltd,
Manchester City Council,Manchester Leisure,Liquid Container Recycling,03.06.2021,5101135355,"£1,323.30",Redgate Holdings Ltd,
Manchester City Council,Manchester Leisure,Recycling Facilities,03.06.2021,5101135357,"£37,383.49",Redgate Holdings Ltd,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,03.06.2021,5101135261,"£5,765.00",The Big Life Company,
Manchester City Council,Manchester Leisure,Tipping Charges - Tonnage,03.06.2021,5101135363,"£101,551.58",Redgate Holdings Ltd,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,03.06.2021,1907251907,£617.33,Askews and Holts,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,03.06.2021,1907251922,£564.15,Azhar Enterrprises,
Manchester City Council,Libraries and Theatres,Training and Development,03.06.2021,5101135233,"£10,000.00",Peel Recruitment,
Manchester City Council,Hospitality + Trading Services,Gas,03.06.2021,1907253546,"£3,169.36",Gazprom Energy,
Manchester City Council,Hospitality + Trading Services,Gas,03.06.2021,1907253534,"£1,842.77",Gazprom Energy,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,03.06.2021,5101135347,"£1,700.00",Peter Douglass Platforms,
Manchester City Council,Environment and Operations,Construction Works,03.06.2021,5101135364,"£270,426.57",Bethell Construction Ltd,
Manchester City Council,Environment and Operations,Construction Works,03.06.2021,5101134924,"£18,250.00",Vivacity Labs Ltd.,
Manchester City Council,Environment and Operations,Construction Works,03.06.2021,5101134921,"£17,150.00",Vivacity Labs Ltd.,
Manchester City Council,Childrens & Education Services,Training and Development,03.06.2021,5101135327,"£1,000.00",Manchester Metropolitan University,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,03.06.2021,5101135073,"£8,619.50",MCR Elite Taxis Ltd,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,03.06.2021,5101135217,"£6,600.00",Galaxy Transport (Manchester) Ltd,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,03.06.2021,5101135324,"£3,128.84",Redacted Personal Information,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,03.06.2021,5101135109,"£2,310.00",D.J. Minibus Travel,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,03.06.2021,5101135214,"£2,117.50",Ricks Travel,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,03.06.2021,5101135108,"£1,265.00",RK Travel Ltd,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,03.06.2021,5101135236,"£1,210.00",Exec-Coach Services,
Manchester City Council,Childrens & Education Services,Professional fees,03.06.2021,1907248909,"£2,385.00",MEWA LLP,
Manchester City Council,Childrens & Education Services,Professional fees,03.06.2021,1907248892,"£2,000.00",Redacted Personal Information,
Manchester City Council,Childrens & Education Services,Professional fees,03.06.2021,1907248879,£950.00,Redacted Personal Information,
Manchester City Council,Childrens & Education Services,Professional fees,03.06.2021,1907252158,£925.00,Redacted Personal Information,
Manchester City Council,Childrens & Education Services,Professional fees,03.06.2021,1907248333,£500.00,Redacted Personal Information,
Manchester City Council,Childrens & Education Services,Professional fees,03.06.2021,1907248904,£500.00,Redacted Personal Information,
Manchester City Council,Childrens & Education Services,Payments for services,03.06.2021,5101135248,£935.64,Reed Employment Plc,
Manchester City Council,Childrens & Education Services,Supported Accommodation,03.06.2021,5101135326,£535.64,Redacted Personal Information,
Manchester City Council,Childrens & Education Services,Management Fee Income,03.06.2021,1907254816,£885.00,Redacted Personal Information,
Manchester City Council,Adult Social Care,Gas,03.06.2021,1907253614,£600.67,Gazprom Energy,
Manchester City Council,Adult Social Care,Gas,03.06.2021,1907253647,£570.76,Gazprom Energy,
Manchester City Council,Adult Social Care,Rents,03.06.2021,5101135250,"£37,987.56",M & Q Properties Management Ltd,
Manchester City Council,Adult Social Care,Rents,03.06.2021,5101135252,"£12,701.41",K L Properties,
Manchester City Council,Adult Social Care,Rents,03.06.2021,5101135241,"£12,177.21",Mears Limited,
Manchester City Council,Adult Social Care,Rents,03.06.2021,1907252180,"£2,175.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Rents,03.06.2021,1907252181,"£1,586.92",Redacted Personal Information,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",03.06.2021,5101135325,"£2,836.50",Redacted Personal Information,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,03.06.2021,5101135339,"£29,189.95",Redacted Personal Information,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,03.06.2021,5101135245,"£4,500.00",Medlock House Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.06.2021,5101135249,"£3,869.55",Coffee4Craig Ltd,
Manchester City Council,Adult Social Care,Payments for services,03.06.2021,5101135350,"£75,000.00",Price Waterhouse Coopers LLP,
Manchester City Council,Adult Social Care,Supporting People Payments,03.06.2021,5101135320,"£25,421.41",Manchester Womens Aid,
Manchester City Council,Adult Social Care,Supporting People Payments,03.06.2021,5101135323,"£14,284.83",Manchester Womens Aid,
Manchester City Council,Adult Social Care,Personal needs of client,03.06.2021,5101135308,"£1,742.00",Care & Independence Ltd,
Manchester City Council,Adult Social Care,Personal needs of client,03.06.2021,5101135306,"£1,445.00",Care & Independence Ltd,
Manchester City Council,Corporate Services,Gas,03.06.2021,1907253689,£506.77,Gazprom Energy,
Manchester City Council,Corporate Services,Professional fees,03.06.2021,5101135287,"£9,240.00",Mace Cost Consultancy Ltd,
Manchester City Council,Corporate Services,Professional fees,03.06.2021,5101135253,"£3,600.00",Mace Cost Consultancy Ltd,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,03.06.2021,1907252417,"£60,024.50",Aon Ltd,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,03.06.2021,1907252418,"£35,451.99",Aon Ltd,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,03.06.2021,1907252420,"£7,683.29",Aon Ltd,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,03.06.2021,1907252415,"£4,419.32",Aon Ltd,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,03.06.2021,1907252416,"£3,273.57",Aon Ltd,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,03.06.2021,1907252189,"£1,636.79",Aon Ltd,
Manchester City Council,Housing General Fund,Building Works,03.06.2021,5101135298,£700.00,Jacobs UK Ltd,
Manchester City Council,Housing Revenue Account,Gas,03.06.2021,1907253683,"£4,955.50",Gazprom Energy,
Manchester City Council,Housing Revenue Account,Gas,03.06.2021,1907253565,"£4,396.76",Gazprom Energy,
Manchester City Council,Housing Revenue Account,Gas,03.06.2021,1907253684,"£4,199.64",Gazprom Energy,
Manchester City Council,Housing Revenue Account,Gas,03.06.2021,1907253654,£988.17,Gazprom Energy,
Manchester City Council,Housing Revenue Account,Gas,03.06.2021,1907253642,£980.73,Gazprom Energy,
Manchester City Council,Housing Revenue Account,Gas,03.06.2021,1907253548,£874.24,Gazprom Energy,
Manchester City Council,Housing Revenue Account,Gas,03.06.2021,1907253597,£821.43,Gazprom Energy,
Manchester City Council,Housing Revenue Account,Gas,03.06.2021,1907253661,£814.13,Gazprom Energy,
Manchester City Council,Housing Revenue Account,Gas,03.06.2021,1907253599,£812.60,Gazprom Energy,
Manchester City Council,Housing Revenue Account,Gas,03.06.2021,1907253656,£777.79,Gazprom Energy,
Manchester City Council,Housing Revenue Account,Gas,03.06.2021,1907253611,£767.76,Gazprom Energy,
Manchester City Council,Housing Revenue Account,Gas,03.06.2021,1907253530,£730.40,Gazprom Energy,
Manchester City Council,Housing Revenue Account,Gas,03.06.2021,1907253531,£696.94,Gazprom Energy,
Manchester City Council,Housing Revenue Account,Gas,03.06.2021,1907253663,£684.04,Gazprom Energy,
Manchester City Council,Housing Revenue Account,Gas,03.06.2021,1907253657,£668.28,Gazprom Energy,
Manchester City Council,Housing Revenue Account,Gas,03.06.2021,1907253570,£655.34,Gazprom Energy,
Manchester City Council,Housing Revenue Account,Professional fees,03.06.2021,5101135274,"£14,718.87",NE1 Procurement Services Limited,
Manchester City Council,Housing Revenue Account,Peaks & Plains Management Fee,03.06.2021,5101135336,"£2,386.68",Cheshire Peaks & Plains,
Manchester City Council,Housing Revenue Account,Other Insurance Premiums,03.06.2021,5101135272,"£5,500.00",Avro Hallows TMO Ltd,
Manchester City Council,Housing Revenue Account,Council Dwellings - Acquisition,03.06.2021,1907254813,"£6,085.00",H M Revenues and Customs,
Manchester City Council,Chief Executives,AVC NI,03.06.2021,1907253329,"£3,167.65",AVC Wise Ltd,
Manchester City Council,Chief Executives,Paper & Envelopes,03.06.2021,5101135318,"£1,018.05",Premier Paper Group Ltd,
Manchester City Council,Chief Executives,CRB Fees,03.06.2021,5101135208,"£1,006.50",United Medicare Ltd,
Manchester City Council,Chief Executives,Professional fees,03.06.2021,1907252159,"£1,000.00",KBW Barristers Chambers,
Manchester City Council,Chief Executives,Professional fees,03.06.2021,1907252166,£960.00,Alpha Biolaboratories Limited,
Manchester City Council,Chief Executives,Professional fees,03.06.2021,1907252156,£950.00,18 St John Street Chambers,
Manchester City Council,Chief Executives,Professional fees,03.06.2021,1907248917,£708.33,Redacted Personal Information,
Manchester City Council,Chief Executives,Professional fees,03.06.2021,1907252192,£540.00,Redacted Personal Information,
Manchester City Council,Chief Executives,Funeral and coroner related services,03.06.2021,5101135251,"£2,107.60",Redacted Personal Information,
Manchester City Council,Chief Executives,Postage,03.06.2021,5101135296,"£4,250.60",Royal Mail Group Plc,
Manchester City Council,Chief Executives,Courier Costs,03.06.2021,5101135300,£741.98,Speed Couriers (Northern) Ltd,
Manchester City Council,Chief Executives,Courier Costs,03.06.2021,5101135302,£503.47,Speed Couriers (Northern) Ltd,
Manchester City Council,Chief Executives,Landline Telephone Charges,03.06.2021,5101135257,"-£2,551.67",8x8 UK Ltd,
Manchester City Council,Chief Executives,ICT Support & Maintenance,03.06.2021,5101135358,"£10,535.00",CDR Group,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,03.06.2021,5101135227,"£4,994.00",Nestac,
Manchester City Council,Chief Executives,Funeral and coroner related services,03.06.2021,5101135303,"£52,419.44",Central Mcr Uni Hospital t/a,
Manchester City Council,Chief Executives,Expenditure re Internal Trading Ordered Externally,03.06.2021,5101135331,"£2,941.00",Nationwide Marquee Hire Ltd,
Manchester City Council,Chief Executives,Expenditure re Internal Trading Ordered Externally,03.06.2021,5101135335,"£2,233.00",Nationwide Marquee Hire Ltd,
Manchester City Council,Chief Executives,Expenditure re Internal Trading Ordered Externally,03.06.2021,5101135334,"£1,560.60",Nationwide Marquee Hire Ltd,
Manchester City Council,Chief Executives,Expenditure re Internal Trading Ordered Externally,03.06.2021,5101135332,"£1,269.40",Nationwide Marquee Hire Ltd,
Manchester City Council,Chief Executives,Compensation Payments,03.06.2021,1907252149,"£4,125.00",Redacted Personal Information,
Manchester City Council,Regeneration Finance,Agency staff provision,03.06.2021,5101135244,"£8,000.00",Odgers Berndtson,
Manchester City Council,Regeneration Finance,Agency staff provision,03.06.2021,5101135246,"£6,333.33",Odgers Berndtson,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,03.06.2021,5101135229,"£1,580.00",McCosker Ltd,
Manchester City Council,Regeneration Finance,Gas,03.06.2021,1907253682,"£23,633.56",Gazprom Energy,
Manchester City Council,Regeneration Finance,Gas,03.06.2021,1907253669,"£12,239.57",Gazprom Energy,
Manchester City Council,Regeneration Finance,Gas,03.06.2021,1907253670,"£10,231.50",Gazprom Energy,
Manchester City Council,Regeneration Finance,Gas,03.06.2021,1907253668,"£5,938.29",Gazprom Energy,
Manchester City Council,Regeneration Finance,Gas,03.06.2021,1907253581,"£3,078.33",Gazprom Energy,
Manchester City Council,Regeneration Finance,Gas,03.06.2021,1907253618,"£2,988.00",Gazprom Energy,
Manchester City Council,Regeneration Finance,Gas,03.06.2021,1907253641,"£2,519.12",Gazprom Energy,
Manchester City Council,Regeneration Finance,Gas,03.06.2021,1907253520,"£1,990.34",Gazprom Energy,
Manchester City Council,Regeneration Finance,Gas,03.06.2021,1907253608,"£1,428.16",Gazprom Energy,
Manchester City Council,Regeneration Finance,Gas,03.06.2021,1907253572,"£1,179.60",Gazprom Energy,
Manchester City Council,Regeneration Finance,Gas,03.06.2021,1907253660,"£1,156.04",Gazprom Energy,
Manchester City Council,Regeneration Finance,Gas,03.06.2021,1907253585,"£1,086.14",Gazprom Energy,
Manchester City Council,Regeneration Finance,Gas,03.06.2021,1907253593,"£1,008.55",Gazprom Energy,
Manchester City Council,Regeneration Finance,Gas,03.06.2021,1907253592,£882.38,Gazprom Energy,
Manchester City Council,Regeneration Finance,Gas,03.06.2021,1907253671,£867.50,Gazprom Energy,
