Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,
Manchester City Council,Regeneration Finance,I T Provision,01.03.2022,5105802920,"£3,216.00",Tribal Education,
Manchester City Council,Highways Services,Payments to Sub-Contractors,01.03.2022,5105802905,£930.00,Rosgal Ltd,
Manchester City Council,Collection Fund,Ctax - Preceptor Payments,01.03.2022,1907213010,"£1,638,337.00",GMCA,
Manchester City Council,Collection Fund,Business Rates - Preceptor Payments,01.03.2022,1907213010,"£270,060.00",GMCA,
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,01.03.2022,5105802953,"£3,632.07",DeepStore,
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,01.03.2022,5105802950,£625.32,DeepStore,
Manchester City Council,Manchester Leisure,Internal Repairs and Maintenance for buildings,02.03.2022,5105803011,£999.50,City Electrical Factors,
Manchester City Council,Manchester Leisure,Refuse Collection,02.03.2022,5105802986,£631.78,Biffa Municipal Limited,
Manchester City Council,Manchester Leisure,Equipment,02.03.2022,1907559160,"£3,505.00",Kesslers,
Manchester City Council,Manchester Leisure,Equipment,02.03.2022,5105803040,"£1,630.00",Groundwork Landscapes Ltd,
Manchester City Council,Manchester Leisure,Professional fees,02.03.2022,1907559184,£930.00,Redacted Personal Information,
Manchester City Council,Manchester Leisure,Professional fees,02.03.2022,1907559107,£500.00,Redacted Personal Information,
Manchester City Council,Manchester Leisure,Computer Licenses,02.03.2022,5105803123,"£2,192.48",Trustmarque Solutions Ltd,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,02.03.2022,1907561483,"£3,282.40",Peters Bookselling Services,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,02.03.2022,1907561482,"£1,800.63",Peters Bookselling Services,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,02.03.2022,1907561414,£815.84,Askews and Holts,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,02.03.2022,1907561456,£703.95,Askews and Holts,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,02.03.2022,1907561410,£687.19,Askews and Holts,
Manchester City Council,Manchester Leisure,Special Event,02.03.2022,1907559159,"£1,395.00",The Printed Film Co Ltd,
Manchester City Council,Hospitality + Trading Services,External repairs and maintenance for buildings,02.03.2022,5105803018,"£1,995.00",Redacted Personal Information,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,02.03.2022,5105803002,"£15,221.89",Standard Fuels Oils,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,02.03.2022,5105803001,"£9,404.62",Standard Fuels Oils,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,02.03.2022,5105803003,£545.80,Standard Fuels Oils,
Manchester City Council,Hospitality + Trading Services,Insurance,02.03.2022,1907559161,"£2,050.16",Zurich Municipal,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,02.03.2022,5105802980,£980.00,Gibsons Garden Machinery Limited,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,02.03.2022,5105802978,£900.00,Gibsons Garden Machinery Limited,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,02.03.2022,5105802983,£780.00,Gibsons Garden Machinery Limited,
Manchester City Council,Hospitality + Trading Services,Hire of Equipment,02.03.2022,5105803252,"£8,890.50",Fast Hire UK,
Manchester City Council,Hospitality + Trading Services,Machinery and equipment repairs,02.03.2022,5105803251,"£1,271.43",Fast Hire UK,
Manchester City Council,Environment and Operations,Construction Works,02.03.2022,5105802981,"£35,428.96",Balfour Beatty Living Places Ltd,
Manchester City Council,Environment and Operations,Construction Works,02.03.2022,5105802976,"£30,361.43",Balfour Beatty Living Places Ltd,
Manchester City Council,Environment and Operations,Construction Works,02.03.2022,5105803024,"£7,524.00",Waterman Aspen Ltd,
Manchester City Council,Environment and Operations,Construction Works,02.03.2022,5105802979,"£2,817.47",Balfour Beatty Living Places Ltd,
Manchester City Council,Childrens & Education Services,Training and Development,02.03.2022,5105802997,£874.50,Wythenshawe Community Initiative,
Manchester City Council,Childrens & Education Services,Professional fees,02.03.2022,5105803058,"£3,182.27",Warwickshire County Council,
Manchester City Council,Childrens & Education Services,Professional fees,02.03.2022,5105803131,"£1,666.70",Redacted Personal Information,
Manchester City Council,Childrens & Education Services,Professional fees,02.03.2022,5105803077,"£1,306.25",Russell & Russell Solicitors LLP,
Manchester City Council,Childrens & Education Services,Professional fees,02.03.2022,5105803020,"£1,241.67",Warwickshire County Council,
Manchester City Council,Childrens & Education Services,Professional fees,02.03.2022,5105803057,"£1,222.17",Warwickshire County Council,
Manchester City Council,Childrens & Education Services,Professional fees,02.03.2022,5105803078,"£1,137.50",Russell & Russell Solicitors LLP,
Manchester City Council,Childrens & Education Services,Professional fees,02.03.2022,1907559362,"£1,000.00",Kirwin Maclean Associates,
Manchester City Council,Childrens & Education Services,Professional fees,02.03.2022,5105803051,£964.07,Warwickshire County Council,
Manchester City Council,Childrens & Education Services,Payments for services,02.03.2022,1907555604,"£7,560.00",Calder Lodge Limited,
Manchester City Council,Childrens & Education Services,Payments for services,02.03.2022,5105802995,"£2,154.96",Jump Space Ltd,
Manchester City Council,Childrens & Education Services,Supporting People Payments,02.03.2022,5105802836,"£1,887.84",Child Action Northwest,
Manchester City Council,Childrens & Education Services,Supporting People Payments,02.03.2022,5105803092,"£1,870.36",Child Action Northwest,
Manchester City Council,Adult Social Care,Rents,02.03.2022,5105803079,"£9,497.35",Eeven Homes Ltd.,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,02.03.2022,5105802969,"£8,760.00",Coffee4Craig Ltd,
Manchester City Council,Adult Social Care,Funeral and coroner related services,02.03.2022,5105803093,"£1,378.00",Greater Manchester Funeral Service,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02.03.2022,5105803006,"£7,755.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02.03.2022,5105802949,"£6,590.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02.03.2022,5105803019,"£6,180.00",Hala Guest House,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02.03.2022,5105803000,"£3,864.00",Molesworth Hotel,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02.03.2022,5105802951,"£3,785.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02.03.2022,5105803008,"£3,665.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02.03.2022,5105803007,"£1,750.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.03.2022,5105803005,"£154,431.74",Change Grow Live,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.03.2022,5105803013,"£8,158.00",Greater Manchester Immigration Aid,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.03.2022,5105803107,"£6,340.67",Manchester Womens Aid,
Manchester City Council,Adult Social Care,Payments for services,02.03.2022,5105803100,"£53,451.00",Big Life Centres,
Manchester City Council,Adult Social Care,Supporting People Payments,02.03.2022,5105803092,"£3,579.90",Child Action Northwest,
Manchester City Council,Adult Social Care,Supporting People Payments,02.03.2022,5105802836,"£1,634.38",Child Action Northwest,
Manchester City Council,Adult Social Care,Legal Fees,02.03.2022,1907559260,"£2,825.00",Redacted Personal Information,
Manchester City Council,Corporate Services,External repairs and maintenance for buildings,02.03.2022,5105802984,"£1,173.82",Biffa Municipal Limited,
Manchester City Council,Corporate Services,Tracing fees,02.03.2022,5105803074,"£2,099.08",Experian Limited,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,02.03.2022,1907561518,"£38,700.00",HMRC - CT Debt Pilot,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,02.03.2022,5105802987,"£2,240.00",BCL,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,02.03.2022,5105802994,"£10,562.40",Rothwell Plumbing Services Ltd,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,02.03.2022,5105803073,"£4,958.00",Stannah Lift Services Ltd,
Manchester City Council,Chief Executives,Agency staff provision,02.03.2022,5105803155,"£9,500.00",Michael Page International,
Manchester City Council,Chief Executives,Hire of Equipment,02.03.2022,5105803114,"£4,029.00",Sterling Event Group,
Manchester City Council,Chief Executives,Hire of Equipment,02.03.2022,5105803088,"£1,212.47",Universal Live,
Manchester City Council,Chief Executives,Hire of Equipment,02.03.2022,5105803130,£976.00,Sterling Event Group,
Manchester City Council,Chief Executives,Hire of Equipment,02.03.2022,5105803087,"-£1,212.47",Universal Live,
Manchester City Council,Chief Executives,CRB Fees,02.03.2022,5105803009,"£6,358.00",Disclosure & Barring Service,
Manchester City Council,Chief Executives,Professional fees,02.03.2022,5105802974,"£3,196.25",Russell & Russell Solicitors LLP,
Manchester City Council,Chief Executives,Professional fees,02.03.2022,5105803060,"£3,119.50",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,02.03.2022,5105803056,"£1,856.25",Russell & Russell Solicitors LLP,
Manchester City Council,Chief Executives,Postage,02.03.2022,5105803022,"£10,199.42",Quadient Ltd (Credifon),
Manchester City Council,Chief Executives,Postage,02.03.2022,5105802966,"£3,321.56",Whistl North Ltd,
Manchester City Council,Chief Executives,I T Provision,02.03.2022,5105803133,"£1,051.56",Insight Media Internet Ltd,
Manchester City Council,Chief Executives,ICT Sup & Maintnance,02.03.2022,5105802958,"£11,472.50",The Networking People (TNP) Ltd,
Manchester City Council,Chief Executives,ICT Sup & Maintnance,02.03.2022,5105802837,"£3,307.50",The Networking People (TNP) Ltd,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,02.03.2022,5105803102,£500.00,Wai Yin Society,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,02.03.2022,5105803094,£500.00,Back On Track,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,02.03.2022,5105803103,£500.00,Heart & Parcel,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,02.03.2022,5105803104,£500.00,Emmelines Pantry,
Manchester City Council,Chief Executives,Advertising,02.03.2022,5105803101,£715.50,Royal College of OT,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,02.03.2022,5105803095,"£96,078.00",Office for Metropolitan Architectur,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,02.03.2022,5105803097,"£22,181.00",Office for Metropolitan Architectur,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,02.03.2022,5105803098,"£22,181.00",Office for Metropolitan Architectur,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,02.03.2022,5105803099,"£22,181.00",Office for Metropolitan Architectur,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,02.03.2022,5105802998,"£171,987.50",Insight Direct (Uk) Ltd,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,02.03.2022,5105802940,"£1,950.00",The Networking People (TNP) Ltd,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,02.03.2022,5105803090,"£1,514.70",Portakabin Ltd,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,02.03.2022,5105803036,"£1,237.00",SMS Solar Maintenance Services,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,02.03.2022,5105803090,£509.29,Portakabin Ltd,
Manchester City Council,Regeneration Finance,Refuse Collection,02.03.2022,5105803064,"£16,793.51",Biffa Municipal Limited,
Manchester City Council,Regeneration Finance,Refuse Collection,02.03.2022,5105803065,"-£16,793.51",Biffa Municipal Limited,
Manchester City Council,Regeneration Finance,Professional fees,02.03.2022,5105802999,"£44,000.00",Jacobs UK Ltd,
Manchester City Council,Regeneration Finance,Removal and Storage of Furniture,02.03.2022,5105802990,"£1,008.00",BCL,
Manchester City Council,Regeneration Finance,Legal Fees,02.03.2022,5105803059,"£15,675.30",Eversheds Llp,
Manchester City Council,Highways Services,Payments to Sub-Contractors,02.03.2022,5105803067,£595.20,Northern Marking Limited,
Manchester City Council,Manchester Leisure,Other Allowances,03.03.2022,1907561642,"£8,907.76",Tusker Direct,
Manchester City Council,Manchester Leisure,Training and Development,03.03.2022,5105803139,£780.00,Veritas Safety Management Ltd,
Manchester City Council,Manchester Leisure,Training and Development,03.03.2022,5105803139,£585.00,Veritas Safety Management Ltd,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,03.03.2022,5105803536,"£3,987.92",Glasdon U.K. Limited,
Manchester City Council,Manchester Leisure,Electricity,03.03.2022,1907562282,"£3,787.15",Scottish & Southern Energy Plc,
Manchester City Council,Manchester Leisure,Electricity,03.03.2022,1907562285,"£3,025.59",Scottish & Southern Energy Plc,
Manchester City Council,Manchester Leisure,Electricity,03.03.2022,1907562250,"£2,790.74",Scottish & Southern Energy Plc,
Manchester City Council,Manchester Leisure,Electricity,03.03.2022,1907562243,"£2,574.21",Scottish & Southern Energy Plc,
Manchester City Council,Manchester Leisure,Electricity,03.03.2022,1907562284,"£2,382.12",Scottish & Southern Energy Plc,
Manchester City Council,Manchester Leisure,Electricity,03.03.2022,1907562283,"£2,000.97",Scottish & Southern Energy Plc,
Manchester City Council,Manchester Leisure,Electricity,03.03.2022,1907562349,"£1,240.00",Scottish & Southern Energy Plc,
Manchester City Council,Manchester Leisure,Electricity,03.03.2022,1907562200,"£1,165.82",Scottish & Southern Energy Plc,
Manchester City Council,Manchester Leisure,Electricity,03.03.2022,1907562014,"£1,097.03",EDF Energy,
Manchester City Council,Manchester Leisure,Electricity,03.03.2022,1907562272,£924.68,Scottish & Southern Energy Plc,
Manchester City Council,Manchester Leisure,Equipment,03.03.2022,5105803249,"£2,480.00",Hemingways Marketing Services Ltd,
Manchester City Council,Manchester Leisure,Equipment,03.03.2022,5105803546,"£1,215.00",Clearway Drainage Systems Ltd,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,03.03.2022,5105803288,£594.94,Machine Mart Ltd,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,03.03.2022,5105803290,"£1,250.00",Groundwork Landscapes Ltd,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,03.03.2022,5105803193,£790.00,Specimen Trees Ltd,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,03.03.2022,5105803289,"-£3,321.56",Groundwork Landscapes Ltd,
Manchester City Council,Manchester Leisure,Catering,03.03.2022,5105803140,"£1,428.00",Manchester Art Gallery,
Manchester City Council,Manchester Leisure,Catering,03.03.2022,5105803221,"£1,032.88",Manchester Art Gallery,
Manchester City Council,Manchester Leisure,Professional fees,03.03.2022,5105803489,"£3,896.00",Daly Drains Ltd,
Manchester City Council,Manchester Leisure,Professional fees,03.03.2022,5105803237,"£3,750.00",Aareon UK Ltd,
Manchester City Council,Manchester Leisure,Professional fees,03.03.2022,5105803161,"£3,125.00",Interference Art,
Manchester City Council,Manchester Leisure,Professional fees,03.03.2022,5105803373,"£1,087.50",Michael Page International,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,03.03.2022,5105803063,"£25,000.00",Manchester Active,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,03.03.2022,1907561364,"£7,488.00",W.F.Howes Ltd,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,03.03.2022,1907561387,"£7,000.00",IBISWorld Ltd,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,03.03.2022,1907561365,"£2,164.80",W.F.Howes Ltd,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,03.03.2022,1907561358,£798.05,Askews and Holts,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,03.03.2022,1907561357,£767.30,Askews and Holts,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,03.03.2022,1907561361,£734.89,Askews and Holts,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,03.03.2022,1907561360,£692.81,Askews and Holts,
Manchester City Council,Hospitality + Trading Services,Electricity,03.03.2022,1907562026,"£3,714.50",Npower,
Manchester City Council,Hospitality + Trading Services,Electricity,03.03.2022,1907562025,"£3,571.48",Npower,
Manchester City Council,Hospitality + Trading Services,Electricity,03.03.2022,1907562024,"£3,362.06",Npower,
Manchester City Council,Hospitality + Trading Services,Electricity,03.03.2022,1907562022,"£1,884.29",Npower,
Manchester City Council,Hospitality + Trading Services,Electricity,03.03.2022,1907562409,"£1,356.46",Scottish & Southern Energy Plc,
Manchester City Council,Hospitality + Trading Services,Electricity,03.03.2022,1907562299,"£1,263.47",Scottish & Southern Energy Plc,
Manchester City Council,Hospitality + Trading Services,Electricity,03.03.2022,1907562021,£899.43,Npower,
Manchester City Council,Hospitality + Trading Services,Electricity,03.03.2022,1907562023,£838.05,Npower,
Manchester City Council,Hospitality + Trading Services,Electricity,03.03.2022,1700131191,"-£3,571.48",Npower,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,03.03.2022,5105803488,"£36,266.00",Manchester Van Hire Ltd,
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,03.03.2022,5105803486,"£1,602.69",Manchester Van Hire Ltd,
Manchester City Council,Environment and Operations,Construction Works,03.03.2022,5105803261,"£5,625.00",Waterman Aspen Ltd,
Manchester City Council,Environment and Operations,Construction Works,03.03.2022,5105803196,"£1,580.00",Salford City Council,
Manchester City Council,Childrens & Education Services,Training and Development,03.03.2022,5105803347,£730.00,Quaker Trading Ltd,
Manchester City Council,Childrens & Education Services,Gas,03.03.2022,1907562571,£547.34,Gazprom Energy,
Manchester City Council,Childrens & Education Services,Electricity,03.03.2022,1907562302,"£1,315.80",Scottish & Southern Energy Plc,
Manchester City Council,Childrens & Education Services,Electricity,03.03.2022,1907562371,£858.06,Scottish & Southern Energy Plc,
Manchester City Council,Childrens & Education Services,Electricity,03.03.2022,1907562199,£619.43,Scottish & Southern Energy Plc,
Manchester City Council,Childrens & Education Services,Electricity,03.03.2022,1907562338,£561.59,Scottish & Southern Energy Plc,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,03.03.2022,5105803284,"£98,304.40",Westfield Minibuses,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,03.03.2022,5105803533,"£11,346.00",Street Cars,
Manchester City Council,Childrens & Education Services,Catering Provisions,03.03.2022,1907564490,"£38,236.65",Ralph Livesey Ltd,
Manchester City Council,Childrens & Education Services,I T Provision,03.03.2022,5105803209,£850.16,Back Care Solutions Ltd,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,03.03.2022,5105803208,"£16,332.67",The Kingsway School,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,03.03.2022,5105803229,"£2,604.34",Hursthead Junior School,
Manchester City Council,Childrens & Education Services,Payments for services,03.03.2022,5105803327,"£4,763.25",Time Specialist Support Ltd,
Manchester City Council,Childrens & Education Services,Payments for services,03.03.2022,5105803443,"£4,518.18",Chaigeley Education Foundation,
Manchester City Council,Childrens & Education Services,Payments for services,03.03.2022,5105803401,"£3,711.15",Redacted Personal Information,
Manchester City Council,Childrens & Education Services,Payments for services,03.03.2022,5105803441,"£3,545.46",Broadstones Independent Special Sch,
Manchester City Council,Childrens & Education Services,Payments for services,03.03.2022,5105803404,"£3,373.65",Redacted Personal Information,
Manchester City Council,Childrens & Education Services,Payments for services,03.03.2022,5105803390,"£3,172.05",Redacted Personal Information,
Manchester City Council,Childrens & Education Services,Personal needs of client,03.03.2022,5105803230,£500.00,Hemingways Marketing Services Ltd,
Manchester City Council,Childrens & Education Services,Legal Fees,03.03.2022,1907529626,"£12,500.00",Redacted Personal Information,
Manchester City Council,Childrens & Education Services,Compensation Payments,03.03.2022,1907559099,£688.00,Department For Work & Pensions,
Manchester City Council,Adult Social Care,Agency staff provision,03.03.2022,5105803476,"£1,050.00",Healthwork Ltd,
Manchester City Council,Adult Social Care,Electricity,03.03.2022,1907562280,"£1,330.11",Scottish & Southern Energy Plc,
Manchester City Council,Adult Social Care,Electricity,03.03.2022,1907562352,"£1,069.79",Scottish & Southern Energy Plc,
Manchester City Council,Adult Social Care,Electricity,03.03.2022,1907562495,£887.25,Scottish & Southern Energy Plc,
Manchester City Council,Adult Social Care,Electricity,03.03.2022,1907562217,£766.05,Scottish & Southern Energy Plc,
Manchester City Council,Adult Social Care,Electricity,03.03.2022,1907562398,£679.49,Scottish & Southern Energy Plc,
Manchester City Council,Adult Social Care,Electricity,03.03.2022,1907562129,£655.82,Scottish & Southern Energy Plc,
Manchester City Council,Adult Social Care,Electricity,03.03.2022,1907562038,£639.76,Scottish & Southern Energy Plc,
Manchester City Council,Adult Social Care,Electricity,03.03.2022,1907562187,£617.25,Scottish & Southern Energy Plc,
Manchester City Council,Adult Social Care,Electricity,03.03.2022,1907562138,£612.93,Scottish & Southern Energy Plc,
Manchester City Council,Adult Social Care,Electricity,03.03.2022,1907562228,£610.32,Scottish & Southern Energy Plc,
Manchester City Council,Adult Social Care,Electricity,03.03.2022,1907562223,£596.09,Scottish & Southern Energy Plc,
Manchester City Council,Adult Social Care,Electricity,03.03.2022,1907562215,£594.04,Scottish & Southern Energy Plc,
Manchester City Council,Adult Social Care,Electricity,03.03.2022,1907562523,£573.04,Scottish & Southern Energy Plc,
Manchester City Council,Adult Social Care,Electricity,03.03.2022,1907562565,£536.68,Scottish & Southern Energy Plc,
Manchester City Council,Adult Social Care,Electricity,03.03.2022,1907562515,£521.16,Scottish & Southern Energy Plc,
Manchester City Council,Adult Social Care,Electricity,03.03.2022,1907562497,£508.98,Scottish & Southern Energy Plc,
Manchester City Council,Adult Social Care,Electricity,03.03.2022,1907562190,£507.28,Scottish & Southern Energy Plc,
Manchester City Council,Adult Social Care,Rents,03.03.2022,1907561957,"£1,190.00",David Pluck North West Ltd,
Manchester City Council,Adult Social Care,Equipment,03.03.2022,5105803540,"£3,635.00",Smitcare Ltd,
Manchester City Council,Adult Social Care,Equipment,03.03.2022,5105803190,£867.42,Drive Devilbiss Healthcare Ltd,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",03.03.2022,5105803172,£868.00,All 4 Pets Limited,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",03.03.2022,5105803181,£868.00,All 4 Pets Limited,
Manchester City Council,Adult Social Care,ClothsUniformLaundry,03.03.2022,5105803186,"£2,266.90",Work In Style,
Manchester City Council,Adult Social Care,ClothsUniformLaundry,03.03.2022,5105803187,"£2,251.47",Work In Style,
Manchester City Council,Adult Social Care,ClothsUniformLaundry,03.03.2022,5105803188,"£1,200.98",Work In Style,
Manchester City Council,Adult Social Care,ClothsUniformLaundry,03.03.2022,5105803086,"-£6,134.70",Work In Style,
Manchester City Council,Adult Social Care,Professional fees,03.03.2022,5105803319,"£2,000.00",The Resonance Centre CIC,
Manchester City Council,Adult Social Care,Professional fees,03.03.2022,5105803474,"£1,280.00",Healthwork Ltd,
