Manchester City Council,Manchester Leisure,Professional fees,02-Nov-22,5105841030,Daly Drains Ltd,"£5,746.52"
Manchester City Council,Chief Executives,Counsel Costs,02-Nov-22,1907916283,DEANS COURT CHAMBERS,£550.00
Manchester City Council,Chief Executives,Counsel Costs,02-Nov-22,1907916301,DEANS COURT CHAMBERS,£550.00
Manchester City Council,Chief Executives,Counsel Costs,02-Nov-22,1907916308,DEANS COURT CHAMBERS,"£2,650.00"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02-Nov-22,5105841064,DISC Ltd,"£5,545.00"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02-Nov-22,5105841065,DISC Ltd,"£5,545.00"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02-Nov-22,5105841040,DISC Ltd,"£14,495.83"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02-Nov-22,5105841063,DISC Ltd,"£14,495.83"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02-Nov-22,5105841061,DISC Ltd,"£18,099.50"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02-Nov-22,5105841062,DISC Ltd,"£18,099.50"
Manchester City Council,Childrens & Education Services,Payments for services,02-Nov-22,1907916209,Fir Tree Fishery CIC,"£5,246.66"
Manchester City Council,Corporate Services,Hire of Equipment,02-Nov-22,5105841059,Flowbird Smart City Uk Ltd,"£10,917.40"
Manchester City Council,Adult Social Care,Furniture,02-Nov-22,5105841069,Furniture Resource Centre Ltd,£788.28
Manchester City Council,Corporate Services,WPS Awards,02-Nov-22,5105841102,Furniture Resource Centre Ltd,£712.14
Manchester City Council,Corporate Services,WPS Awards,02-Nov-22,5105841016,Furniture Resource Centre Ltd,£952.68
Manchester City Council,Adult Social Care,Supporting People Payments,02-Nov-22,5105841053,Great Places Housing Association,"£1,843.00"
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,02-Nov-22,5105841039,Groundwork & Leisure Services Ltd,"£3,264.00"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02-Nov-22,5105841078,Hendham Hotels Limited,£927.00
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02-Nov-22,5105841091,Hendham Hotels Limited,"£2,897.00"
Manchester City Council,Adult Social Care,Rents,02-Nov-22,5105841117,Housing Social Ltd,"£4,307.77"
Manchester City Council,Adult Social Care,Rents,02-Nov-22,5105841118,Housing Social Ltd,"£4,307.77"
Manchester City Council,Childrens & Education Services,Personal needs of client,02-Nov-22,1907914550,Jane Hall Massage Services,£525.00
Manchester City Council,Adult Social Care,Rents,02-Nov-22,5105841155,K L Properties,"£11,939.25"
Manchester City Council,Chief Executives,Hire of Equipment,02-Nov-22,5105841038,Lightmedia Displays Ltd,"£14,500.00"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,02-Nov-22,5105841119,Manchester Working Ltd,"£340,377.44"
Manchester City Council,Corporate Services,Transport Taxis,02-Nov-22,1907918003,Mantax Radio Taxis Ltd,"£26,102.42"
Manchester City Council,Chief Executives,Advertising,02-Nov-22,1907916262,Mascots Incorporated Ltd,"£4,495.00"
Manchester City Council,Highways Services,Grounds Maintenance,02-Nov-22,5105841115,Mather & Ellis Ltd,-£650.00
Manchester City Council,Childrens & Education Services,Transport Coach Hire,02-Nov-22,5105841169,Middleton Cars Ltd,£924.62
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,02-Nov-22,5105841114,Moston Janitorial Supplies Ltd,£539.00
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,02-Nov-22,5105841088,Mustafia Sharif Charity,"£1,540.00"
Manchester City Council,Chief Executives,Grant and subscriptions awarded,02-Nov-22,5105841145,National Football Museum,"£116,666.66"
Manchester City Council,Manchester Leisure,Special Event,02-Nov-22,1907915443,NIMBLE DRAGON SPORTS,"£15,000.00"
Manchester City Council,Adult Social Care,Training and Development,02-Nov-22,5105841109,North West Fire Training Ltd,"£1,280.00"
Manchester City Council,Chief Executives,Professional fees,02-Nov-22,1907916238,Pickering Psychology Services Ltd,£643.15
Manchester City Council,Chief Executives,Professional fees,02-Nov-22,1907916282,Pickering Psychology Services Ltd,£811.40
Manchester City Council,Childrens & Education Services,Professional fees,02-Nov-22,5105841023,Prospero Teaching,£500.00
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,02-Nov-22,5105841128,R Development Ltd,"£11,594.47"
Manchester City Council,Chief Executives,I T Provision,02-Nov-22,5105841108,Recite Ltd,"£2,630.00"
Manchester City Council,Chief Executives,Counsel Costs,02-Nov-22,1907916264,Redacted Personal Information,£587.50
Manchester City Council,Chief Executives,Professional fees,02-Nov-22,1907916286,Redacted Personal Information,£573.86
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02-Nov-22,5105841134,Redacted Personal Information,"£38,293.50"
Manchester City Council,Chief Executives,Payments to Sub-Contractors,02-Nov-22,5105841033,Redacted Personal Information,£859.71
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02-Nov-22,5105841055,Redacted Personal Information,"-£2,580.00"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02-Nov-22,5105841057,Redacted Personal Information,"£2,150.00"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02-Nov-22,5105841058,Redacted Personal Information,"£2,221.66"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02-Nov-22,5105841054,Redacted Personal Information,"£2,580.00"
Manchester City Council,Manchester Leisure,Special Event,02-Nov-22,1907915442,Redacted Personal Information,£750.00
Manchester City Council,Adult Social Care,Professional fees,02-Nov-22,5105841144,Revolving Doors Housing Trust,"£49,824.77"
Manchester City Council,Chief Executives,Legal Fees,02-Nov-22,5105841066,Russell & Russell Solicitors LLP,"£5,757.01"
Manchester City Council,Chief Executives,Legal Fees,02-Nov-22,5105841068,Russell & Russell Solicitors LLP,"£6,063.25"
Manchester City Council,Adult Social Care,Personal needs of client,02-Nov-22,5105841090,Safespaces (Cornholme) Ltd,£577.90
Manchester City Council,Childrens & Education Services,Home Care ,02-Nov-22,5105841173,Staff Resources Ltd,"£8,640.00"
Manchester City Council,Childrens & Education Services,Home Care ,02-Nov-22,5105841172,Staff Resources Ltd,"£22,690.00"
Manchester City Council,Childrens & Education Services,Home Care ,02-Nov-22,5105841135,Staff Resources Ltd,"£29,714.80"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,02-Nov-22,5105841142,Synectics Security Limited,"-£2,583.56"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,02-Nov-22,5105841143,Synectics Security Limited,"£2,583.56"
Manchester City Council,Hospitality + Trading Services,Equipment,02-Nov-22,1907916304,Tempfence UK,"£2,220.00"
Manchester City Council,Childrens & Education Services,Payments for services,02-Nov-22,1907916211,The Green Dome Academy,"£1,684.00"
Manchester City Council,Chief Executives,Data Links,02-Nov-22,5105840925,The Networking People (TNP) Ltd,"£2,316.40"
Manchester City Council,Childrens & Education Services,Payments for services,02-Nov-22,5105841018,The Together Trust,"£1,465.38"
Manchester City Council,Childrens & Education Services,Payments for services,02-Nov-22,5105841021,The Together Trust,"£6,243.00"
Manchester City Council,Childrens & Education Services,Payments for services,02-Nov-22,5105841017,The Together Trust,"£12,022.82"
Manchester City Council,Childrens & Education Services,Payments for services,02-Nov-22,5105841014,The Together Trust,"£49,797.77"
Manchester City Council,Childrens & Education Services,Payments for services,02-Nov-22,5105841019,The Together Trust,"£67,774.48"
Manchester City Council,Corporate Services,Collection Commision,02-Nov-22,5105840929,Verrus (UK) T/A paybyphone,"£4,436.29"
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,02-Nov-22,5105841035,Victoria Baths Trust,"£7,575.98"
Manchester City Council,Chief Executives,Legal Fees,02-Nov-22,5105841036,Waddington & Son Solicitors,"£1,081.25"
Manchester City Council,Chief Executives,Legal Fees,02-Nov-22,5105841037,Waddington & Son Solicitors,"£1,838.39"
Manchester City Council,Chief Executives,Legal Fees,02-Nov-22,5105841182,Warwickshire County Council,£847.96
Manchester City Council,Chief Executives,Legal Fees,02-Nov-22,5105841183,Warwickshire County Council,"£1,206.94"
Manchester City Council,Chief Executives,Legal Fees,02-Nov-22,5105841181,Warwickshire County Council,"£1,551.12"
Manchester City Council,Chief Executives,Professional fees,02-Nov-22,5105841165,Warwickshire County Council,£529.50
Manchester City Council,Chief Executives,Professional fees,02-Nov-22,5105841166,Warwickshire County Council,"£2,978.97"
Manchester City Council,Chief Executives,Advertising,02-Nov-22,1907916275,Wirral Media Ltd,£500.00
Manchester City Council,Corporate Services,Car Parking Permits,02-Nov-22,5105841051,Yunex Ltd,"£16,620.51"
Manchester City Council,Childrens & Education Services,Professional fees,03-Nov-22,5105841176,4syte Funding Limited,-£500.00
Manchester City Council,Childrens & Education Services,Professional fees,03-Nov-22,5105841178,4syte Funding Limited,-£500.00
Manchester City Council,Childrens & Education Services,Professional fees,03-Nov-22,5105841179,4syte Funding Limited,-£500.00
Manchester City Council,Childrens & Education Services,Payments for services,03-Nov-22,5105841401,4syte Funding Limited,£507.63
Manchester City Council,Childrens & Education Services,Payments for services,03-Nov-22,5105841275,Abbey School Limited,"£27,566.67"
Manchester City Council,Childrens & Education Services,Payments for services,03-Nov-22,5105841276,Abbey School Limited,"£27,566.67"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03-Nov-22,5105841222,Age Concern Manchester,"£14,500.00"
Manchester City Council,Adult Social Care,Supporting People Payments,03-Nov-22,5105841224,Age Concern Manchester,"£7,500.00"
Manchester City Council,Chief Executives,Agency staff provision,03-Nov-22,5105841347,Ashberry Recruitment Ltd,"£4,877.25"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,03-Nov-22,5105841380,Barlow Moor Community Association,"£1,000.00"
Manchester City Council,Manchester Leisure,Professional fees,03-Nov-22,5105841248,BLSLTD,£546.10
Manchester City Council,Adult Social Care,Training and Development,03-Nov-22,5105841318,Calm Training Limted,"£2,878.00"
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,5105841310,Calor Gas Ltd,£581.25
Manchester City Council,Childrens & Education Services,Payments for services,03-Nov-22,5105841294,Cambian Autism Services Limited,"£6,633.33"
Manchester City Council,Childrens & Education Services,Payments for services,03-Nov-22,5105841293,Cambian Autism Services Limited,"£23,107.66"
Manchester City Council,Childrens & Education Services,Payments for services,03-Nov-22,5105841311,Cambian Whinfell School Ltd,"£10,265.59"
Manchester City Council,Childrens & Education Services,Payments for services,03-Nov-22,5105841282,Cedar House School,"£6,341.16"
Manchester City Council,Childrens & Education Services,Payments for services,03-Nov-22,5105841278,Cedar House School,"£6,767.25"
Manchester City Council,Childrens & Education Services,Payments for services,03-Nov-22,5105841280,Cedar House School,"£10,008.67"
Manchester City Council,Corporate Services,Legal Fees,03-Nov-22,1907919589,CEL Solicitors,"£9,055.24"
Manchester City Council,Childrens & Education Services,Professional fees,03-Nov-22,5105841345,Cellmark,£680.00
Manchester City Council,Childrens & Education Services,Payments for services,03-Nov-22,5105841303,Chaigeley Education Foundation,"£4,518.18"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,03-Nov-22,5105841362,Cheshire East Borough Council,"£3,481.00"
Manchester City Council,Childrens & Education Services,Supporting People Payments,03-Nov-22,5105841399,Child Action Northwest,"£1,563.01"
Manchester City Council,Adult Social Care,Supporting People Payments,03-Nov-22,5105841399,Child Action Northwest,"£3,112.71"
Manchester City Council,Adult Social Care,Professional fees,03-Nov-22,5105841327,Chuam Ltd,"£5,000.00"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,03-Nov-22,5105841301,Clean-Up UK Limited,£790.00
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1700140711,Corona Energy Ltd,-£682.93
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920085,Corona Energy Ltd,£511.09
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920065,Corona Energy Ltd,£525.43
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920226,Corona Energy Ltd,£530.15
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920132,Corona Energy Ltd,£567.76
Manchester City Council,Childrens & Education Services,Gas,03-Nov-22,1907920215,Corona Energy Ltd,£596.94
Manchester City Council,Childrens & Education Services,Gas,03-Nov-22,1907920204,Corona Energy Ltd,£599.58
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920206,Corona Energy Ltd,£602.83
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920034,Corona Energy Ltd,£604.16
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920118,Corona Energy Ltd,£608.11
Manchester City Council,Adult Social Care,Gas,03-Nov-22,1907920184,Corona Energy Ltd,£614.10
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920166,Corona Energy Ltd,£630.71
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920187,Corona Energy Ltd,£639.66
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920240,Corona Energy Ltd,£649.48
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920122,Corona Energy Ltd,£655.38
Manchester City Council,Adult Social Care,Gas,03-Nov-22,1907919999,Corona Energy Ltd,£669.40
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920036,Corona Energy Ltd,£689.43
Manchester City Council,Housing Revenue Account,Gas,03-Nov-22,1907920198,Corona Energy Ltd,£700.70
Manchester City Council,Adult Social Care,Gas,03-Nov-22,1907920054,Corona Energy Ltd,£726.75
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920108,Corona Energy Ltd,£751.11
Manchester City Council,Childrens & Education Services,Gas,03-Nov-22,1907920167,Corona Energy Ltd,£751.83
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920126,Corona Energy Ltd,£758.24
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920114,Corona Energy Ltd,£805.80
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920244,Corona Energy Ltd,£835.09
Manchester City Council,Adult Social Care,Gas,03-Nov-22,1907920205,Corona Energy Ltd,£852.04
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920131,Corona Energy Ltd,£853.07
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920177,Corona Energy Ltd,£902.36
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920104,Corona Energy Ltd,£914.47
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920228,Corona Energy Ltd,£922.60
Manchester City Council,Childrens & Education Services,Gas,03-Nov-22,1907920246,Corona Energy Ltd,£942.05
Manchester City Council,Adult Social Care,Gas,03-Nov-22,1907920242,Corona Energy Ltd,£942.18
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920239,Corona Energy Ltd,£957.50
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920197,Corona Energy Ltd,£983.01
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920011,Corona Energy Ltd,"£1,004.25"
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920100,Corona Energy Ltd,"£1,035.01"
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920069,Corona Energy Ltd,"£1,071.04"
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920137,Corona Energy Ltd,"£1,075.57"
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920171,Corona Energy Ltd,"£1,089.68"
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920203,Corona Energy Ltd,"£1,107.29"
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920229,Corona Energy Ltd,"£1,112.03"
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920119,Corona Energy Ltd,"£1,118.15"
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920082,Corona Energy Ltd,"£1,145.62"
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920112,Corona Energy Ltd,"£1,157.80"
Manchester City Council,Adult Social Care,Gas,03-Nov-22,1907920194,Corona Energy Ltd,"£1,203.99"
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920099,Corona Energy Ltd,"£1,325.63"
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920013,Corona Energy Ltd,"£1,347.01"
Manchester City Council,Hospitality + Trading Services,Gas,03-Nov-22,1907920022,Corona Energy Ltd,"£1,358.35"
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920105,Corona Energy Ltd,"£1,358.59"
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920117,Corona Energy Ltd,"£1,472.51"
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920200,Corona Energy Ltd,"£1,472.99"
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920164,Corona Energy Ltd,"£1,486.00"
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920089,Corona Energy Ltd,"£1,492.48"
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920230,Corona Energy Ltd,"£1,520.54"
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920109,Corona Energy Ltd,"£1,537.16"
Manchester City Council,Hospitality + Trading Services,Gas,03-Nov-22,1907920023,Corona Energy Ltd,"£1,553.18"
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920133,Corona Energy Ltd,"£1,553.57"
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920035,Corona Energy Ltd,"£1,603.71"
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920019,Corona Energy Ltd,"£1,690.52"
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920138,Corona Energy Ltd,"£1,710.37"
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920214,Corona Energy Ltd,"£1,824.48"
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920211,Corona Energy Ltd,"£1,873.31"
Manchester City Council,Adult Social Care,Gas,03-Nov-22,1907920144,Corona Energy Ltd,"£1,983.69"
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920201,Corona Energy Ltd,"£1,988.72"
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920174,Corona Energy Ltd,"£2,096.19"
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920140,Corona Energy Ltd,"£2,117.73"
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920049,Corona Energy Ltd,"£2,183.40"
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920165,Corona Energy Ltd,"£2,192.85"
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920124,Corona Energy Ltd,"£2,256.02"
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920153,Corona Energy Ltd,"£2,310.39"
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920156,Corona Energy Ltd,"£2,411.14"
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920172,Corona Energy Ltd,"£2,429.76"
Manchester City Council,Regeneration Finance,Gas,03-Nov-22,1907920135,Corona Energy Ltd,"£2,433.89"
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920123,Corona Energy Ltd,"£2,545.66"
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920018,Corona Energy Ltd,"£2,557.04"
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920176,Corona Energy Ltd,"£2,619.14"
Manchester City Council,Manchester Leisure,Gas,03-Nov-22,1907920168,Corona Energy Ltd,"£2,708.79"
Manchester City Council,Adult Social Care,Gas,03-Nov-22,1907920092,Corona Energy Ltd,"£2,844.45"
Manchester City Council,Hospitality + Trading Services,Gas,03-Nov-22,1907920045,Corona Energy Ltd,"£3,407.46"
