Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,
Manchester City Council,Childrens & Education Services,Professional fees,01.02.2022,5105785106,"£2,530.83",Warwickshire County Council,
Manchester City Council,Childrens & Education Services,Professional fees,01.02.2022,5105797519,"£1,360.00",Applied Psychology Services,
Manchester City Council,Childrens & Education Services,Professional fees,01.02.2022,5105797541,"£2,400.00",Paramount Care Solutions Limited,
Manchester City Council,Childrens & Education Services,Professional fees,01.02.2022,5105797542,"£2,400.00",Paramount Care Solutions Limited,
Manchester City Council,Childrens & Education Services,Professional fees,01.02.2022,5105797543,"£2,400.00",Paramount Care Solutions Limited,
Manchester City Council,Childrens & Education Services,Professional fees,01.02.2022,5105797546,"£2,400.00",Paramount Care Solutions Limited,
Manchester City Council,Childrens & Education Services,Professional fees,01.02.2022,5105797549,"£2,400.00",Paramount Care Solutions Limited,
Manchester City Council,Childrens & Education Services,Professional fees,01.02.2022,5105797552,"£1,691.16",Paramount Care Solutions Limited,
Manchester City Council,Childrens & Education Services,Professional fees,01.02.2022,5105797548,"£1,627.74",Paramount Care Solutions Limited,
Manchester City Council,Childrens & Education Services,Professional fees,01.02.2022,5105797509,£502.16,Paramount Care Solutions Limited,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,01.02.2022,5105797872,"-£1,684.00",Cheshire East Borough Council,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,01.02.2022,5105797623,"£23,729.32",New Bridge School,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,01.02.2022,5105797578,"£21,672.64",New Bridge School,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,01.02.2022,5105797626,"£19,699.31",New Bridge School,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,01.02.2022,5105797579,"£14,549.68",New Bridge School,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,01.02.2022,5105797624,"£3,470.61",New Bridge School,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,01.02.2022,5105797580,"£2,313.74",New Bridge School,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,01.02.2022,5105797621,"£2,019.43",New Bridge School,
Manchester City Council,Childrens & Education Services,Payments for services,01.02.2022,5105797526,"£13,085.65",David Lewis Organisation,
Manchester City Council,Childrens & Education Services,Payments for services,01.02.2022,5105797619,£769.06,DHP Care Limited,
Manchester City Council,Childrens & Education Services,Foster Payments,01.02.2022,5105797545,"£2,400.00",Paramount Care Solutions Limited,
Manchester City Council,Childrens & Education Services,Legal Fees,01.02.2022,5105778604,"£1,016.99",Warwickshire County Council,
Manchester City Council,Childrens & Education Services,Legal Fees,01.02.2022,5105778608,£758.82,Warwickshire County Council,
Manchester City Council,Adult Social Care,Training and Development,01.02.2022,5105797369,"£1,650.42",Calm Training Limted,
Manchester City Council,Adult Social Care,Rents,01.02.2022,5105797562,"£5,095.08",Riverside ECHG,
Manchester City Council,Adult Social Care,Rents,01.02.2022,5105797563,"£5,095.08",Riverside ECHG,
Manchester City Council,Adult Social Care,Rents,01.02.2022,5105797561,"£2,734.36",Riverside ECHG,
Manchester City Council,Adult Social Care,Rents,01.02.2022,5105797564,"£2,734.36",Riverside ECHG,
Manchester City Council,Adult Social Care,Rents,01.02.2022,5105797507,"£4,296.00",United Property Management Ltd,
Manchester City Council,Adult Social Care,Rents,01.02.2022,5105797529,"£1,278.68",Wythenshawe Community Housing Group,
Manchester City Council,Adult Social Care,Rents,01.02.2022,5105797529,"£1,266.33",Wythenshawe Community Housing Group,
Manchester City Council,Adult Social Care,Rents,01.02.2022,5105797559,"£4,359.01",Housing Social Ltd,
Manchester City Council,Adult Social Care,Equipment,01.02.2022,5105797602,£539.70,NRS Healthcare,
Manchester City Council,Adult Social Care,Professional fees,01.02.2022,1907528860,£550.00,Pinnacle Building&Surveying Con/Ltd,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,01.02.2022,5105797531,"£6,120.00",Hala Guest House,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,01.02.2022,5105797532,"£6,831.33",Great Places Housing Association,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,01.02.2022,5105797560,"£11,000.00",Stepping Stone Projects,
Manchester City Council,Adult Social Care,Supporting People Payments,01.02.2022,5105797533,"£4,580.00",Housing 21,
Manchester City Council,Adult Social Care,Personal needs of client,01.02.2022,5105797506,"£1,116.25",Hoist & Shower Chair Company,
Manchester City Council,Adult Social Care,Personal needs of client,01.02.2022,5105797596,"£1,899.00",Accora,
Manchester City Council,Adult Social Care,Compensation Payments,01.02.2022,1907528001,"£1,500.00",Bond Turner Solicitors,
Manchester City Council,Adult Social Care,Compensation Payments,01.02.2022,1907528060,"£1,010.00",Bond Turner Solicitors,
Manchester City Council,Adult Social Care,Compensation Payments,01.02.2022,1907528586,£550.00,PINNACLE BUILDING & SURVEYING,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,01.02.2022,5105797409,"£12,786.46",J Greenwood (Builders) Limited,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,01.02.2022,5105797409,"£7,333.86",J Greenwood (Builders) Limited,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,01.02.2022,5105797408,"-£20,120.32",J Greenwood (Builders) Limited,
Manchester City Council,Housing Revenue Account,Legal Fees,01.02.2022,1907526353,£710.00,cobden house chambers,
Manchester City Council,Chief Executives,Professional fees,01.02.2022,5105797528,"£1,587.50",Russell & Russell Solicitors LLP,
Manchester City Council,Chief Executives,Licences Purchase,01.02.2022,5105797611,"£14,223.82",Insight Direct (Uk) Ltd,
Manchester City Council,Regeneration Finance,Professional fees,01.02.2022,5105797557,"£44,000.00",Jacobs UK Ltd,
Manchester City Council,Highways Services,Building Materials for direct delivery,01.02.2022,5105797613,"£1,038.00",TARMAC,
Manchester City Council,General Fund,Additional Allowance,01.02.2022,1907530096,"£376,300.00",Tameside Mbc - Gmpf,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,02.02.2022,5105797771,"£1,368.00",Life Environmental Services,
Manchester City Council,Manchester Leisure,Responsive Repairs Work,02.02.2022,1907529613,"£19,950.00",Zurich Insurance,
Manchester City Council,Manchester Leisure,Responsive Repairs Work,02.02.2022,5105797829,"£116,004.79",Engie Regeneration Ltd,
Manchester City Council,Manchester Leisure,Security,02.02.2022,5105798055,"£4,044.71",Community Security (North West),
Manchester City Council,Manchester Leisure,Storage Costs,02.02.2022,5105797774,£699.89,Master Moves Ltd,
Manchester City Council,Manchester Leisure,Equipment,02.02.2022,5105797837,£956.00,Sign-It-Up,
Manchester City Council,Manchester Leisure,Equipment,02.02.2022,5105797992,"£1,000.00",Redacted Personal Information,
Manchester City Council,Manchester Leisure,Hire of Machinery,02.02.2022,5105797916,£666.00,Signs Scott Ltd,
Manchester City Council,Manchester Leisure,Professional fees,02.02.2022,5105797718,"£2,728.65",Experian Limited,
Manchester City Council,Manchester Leisure,Professional fees,02.02.2022,5105797717,"£2,278.00",Experian Limited,
Manchester City Council,Manchester Leisure,Professional fees,02.02.2022,5105797686,"£2,993.58",Redacted Personal Information,
Manchester City Council,Manchester Leisure,Professional fees,02.02.2022,5105798000,"£1,050.00",BB Heritage Studio,
Manchester City Council,Manchester Leisure,Professional fees,02.02.2022,5105797700,£600.00,Redacted Personal Information,
Manchester City Council,Manchester Leisure,Professional fees,02.02.2022,1907532163,"£1,350.00",Mural Life,
Manchester City Council,Manchester Leisure,Computer Licenses,02.02.2022,5105797847,"£2,192.49",Trustmarque Solutions Ltd,
Manchester City Council,Manchester Leisure,Computer Licenses,02.02.2022,5105797846,"£2,192.48",Trustmarque Solutions Ltd,
Manchester City Council,Manchester Leisure,Computer Licenses,02.02.2022,5105797848,"£2,192.48",Trustmarque Solutions Ltd,
Manchester City Council,Manchester Leisure,Computer Licenses,02.02.2022,5105797849,"£2,192.48",Trustmarque Solutions Ltd,
Manchester City Council,Manchester Leisure,Computer Licenses,02.02.2022,5105797871,"£2,192.48",Trustmarque Solutions Ltd,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,02.02.2022,5105797599,"£1,500.00",Bentley House TARA,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,02.02.2022,5105797892,£609.90,Marston Book Services Ltd,
Manchester City Council,Manchester Leisure,Special Event,02.02.2022,5105797911,"£1,000.00",Sport Event Solutions Ltd,
Manchester City Council,Hospitality + Trading Services,Insurance,02.02.2022,1907530088,"£10,623.19",CBRE Ltd,
Manchester City Council,Hospitality + Trading Services,Security,02.02.2022,5105797669,"£9,171.36",Showsec International Ltd,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,02.02.2022,5105797672,"£11,057.89",Standard Fuels Oils,
Manchester City Council,Hospitality + Trading Services,Equipment,02.02.2022,5105797735,"£2,576.00",Kensite Services Ltd,
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,02.02.2022,1907530207,"£1,245.00",Nature Sign Design,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,02.02.2022,5105797824,£700.00,F.R.Sharrock Ltd,
Manchester City Council,Environment and Operations,Construction Works,02.02.2022,5105797406,"£5,153.77",GMCA,
Manchester City Council,Childrens & Education Services,Agency staff provision,02.02.2022,5105797928,"£3,791.39",Staff Resources Ltd,
Manchester City Council,Childrens & Education Services,Agency staff provision,02.02.2022,5105797930,"£3,412.15",Staff Resources Ltd,
Manchester City Council,Childrens & Education Services,Training and Development,02.02.2022,5105797748,"£1,440.00",Redacted Personal Information,
Manchester City Council,Childrens & Education Services,Occupational Health services,02.02.2022,5105797895,£693.95,Back Care Solutions Ltd,
Manchester City Council,Childrens & Education Services,Contract Cleaning External,02.02.2022,5105797757,"£1,170.00",Superkids Levenshulme Ltd,
Manchester City Council,Childrens & Education Services,Contract Cleaning External,02.02.2022,5105797994,"£5,460.00",Tiddlywinks Nursery-Clayton No.4 Ac,
Manchester City Council,Childrens & Education Services,Professional fees,02.02.2022,5105797655,"£2,740.00",AECOM Limited,
Manchester City Council,Childrens & Education Services,Professional fees,02.02.2022,5105797687,£795.00,Virtual Staff College Plus,
Manchester City Council,Childrens & Education Services,Professional fees,02.02.2022,1907529631,£650.00,18 St John Street Chambers,
Manchester City Council,Childrens & Education Services,Professional fees,02.02.2022,5105797876,"£4,131.22",Russell & Russell Solicitors LLP,
Manchester City Council,Childrens & Education Services,Professional fees,02.02.2022,1907529709,£550.00,Kenworthy's Chambers,
Manchester City Council,Childrens & Education Services,Professional fees,02.02.2022,1907528781,£600.00,Central Chambers,
Manchester City Council,Childrens & Education Services,Professional fees,02.02.2022,1907529618,£685.35,CY4OR Legal Limited,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,02.02.2022,5105797897,"£5,169.00",City Of Salford,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,02.02.2022,5105797841,"£3,217.00",Stretford High School,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,02.02.2022,5105797939,"£1,656.00",Pennine Care In Patient Services,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,02.02.2022,5105797981,"£1,155.00",Cygnet (NW) Ltd,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,02.02.2022,5105797982,£825.00,Cygnet (NW) Ltd,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,02.02.2022,5105798023,"£51,096.66",Pictor Academy,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,02.02.2022,5105798023,"£14,316.29",Pictor Academy,
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,02.02.2022,5105797999,"£7,500.00",Talbot House Support Centre,
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,02.02.2022,5105797644,"£3,750.00",Safe Families for Children,
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,02.02.2022,5105797674,"£84,944.00",Action For Children Services Ltd,
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,02.02.2022,5105797763,"£1,428.00",Healthy Body Healthy Mind CIC,
Manchester City Council,Childrens & Education Services,Payments for services,02.02.2022,5105797936,£649.90,Carers Trust 4All,
Manchester City Council,Childrens & Education Services,Payments for services,02.02.2022,5105797938,£635.00,Carers Trust 4All,
Manchester City Council,Childrens & Education Services,Payments for services,02.02.2022,5105797731,"£24,258.67",David Lewis Organisation,
Manchester City Council,Childrens & Education Services,Payments for services,02.02.2022,5105797728,"£19,182.00",David Lewis Organisation,
Manchester City Council,Childrens & Education Services,Payments for services,02.02.2022,5105797725,"£18,960.33",David Lewis Organisation,
Manchester City Council,Childrens & Education Services,Payments for services,02.02.2022,5105797729,"£18,497.67",David Lewis Organisation,
Manchester City Council,Childrens & Education Services,Payments for services,02.02.2022,5105797813,"£2,201.50",Tameside College,
Manchester City Council,Childrens & Education Services,Payments for services,02.02.2022,5105797776,"£10,008.67",Cedar House School,
Manchester City Council,Childrens & Education Services,Payments for services,02.02.2022,5105797775,"£6,767.25",Cedar House School,
Manchester City Council,Childrens & Education Services,Payments for services,02.02.2022,5105797811,"£4,368.00",Gorse Hill Studios,
Manchester City Council,Childrens & Education Services,Payments for services,02.02.2022,5105797816,"£3,545.46",Broadstones Independent Special Sch,
Manchester City Council,Childrens & Education Services,Payments for services,02.02.2022,5105797690,"£9,765.00",National Offender Mgt Services,
Manchester City Council,Childrens & Education Services,Payments for services,02.02.2022,5105797741,"£9,765.00",National Offender Mgt Services,
Manchester City Council,Childrens & Education Services,Payments for services,02.02.2022,5105797744,"£7,530.00",National Offender Mgt Services,
Manchester City Council,Childrens & Education Services,Payments for services,02.02.2022,5105797743,"£2,205.00",National Offender Mgt Services,
Manchester City Council,Childrens & Education Services,Payments for services,02.02.2022,5105797742,"£1,890.00",National Offender Mgt Services,
Manchester City Council,Childrens & Education Services,Payments for services,02.02.2022,5105797819,"£40,075.00",Aim Habonim,
Manchester City Council,Childrens & Education Services,Payments for services,02.02.2022,5105797820,"£15,067.79",B4L Education Services Ltd,
Manchester City Council,Childrens & Education Services,Payments for services,02.02.2022,5105797983,"£10,960.00",Sendcode CIC,
Manchester City Council,Childrens & Education Services,Payments for services,02.02.2022,5105797984,"£5,610.00",Sendcode CIC,
Manchester City Council,Childrens & Education Services,Payments for services,02.02.2022,5105797815,"£5,000.00",Afifah School,
Manchester City Council,Childrens & Education Services,Day Care Payments,02.02.2022,5105797866,£650.00,Brighter Beginnings Day Nursery,
Manchester City Council,Childrens & Education Services,Supported Accommodation,02.02.2022,5105797950,"£2,035.71",Bedspace Resource Ltd,
Manchester City Council,Childrens & Education Services,Personal needs of client,02.02.2022,5105797788,"£1,000.00",Hemingways Marketing Services Ltd,
Manchester City Council,Childrens & Education Services,Personal needs of client,02.02.2022,5105797998,"£3,260.00",Afruca,
Manchester City Council,Childrens & Education Services,Childrens Allowances,02.02.2022,5105797949,£500.00,Bedspace Resource Ltd,
Manchester City Council,Childrens & Education Services,Legal Fees,02.02.2022,1907528603,"£5,400.00",11KBW,
Manchester City Council,Adult Social Care,Rents,02.02.2022,5105797910,£703.64,Mosscare Housing Ltd,
Manchester City Council,Adult Social Care,Rents,02.02.2022,5105797830,"£36,496.69",Cromwood Ltd,
Manchester City Council,Adult Social Care,Rents,02.02.2022,5105797985,"£6,548.08",Mears Limited,
Manchester City Council,Adult Social Care,Rents,02.02.2022,5105798003,"£131,787.13",T15 Consultancy Ltd,
Manchester City Council,Adult Social Care,Rents,02.02.2022,5105797937,"£12,518.38",K L Properties,
Manchester City Council,Adult Social Care,Rents,02.02.2022,5105797913,"£34,705.07",Housing Social Ltd,
Manchester City Council,Adult Social Care,Rents,02.02.2022,5105797888,"£9,370.52",Eeven Homes Ltd.,
Manchester City Council,Adult Social Care,Rents,02.02.2022,5105797889,"£9,370.52",Eeven Homes Ltd.,
Manchester City Council,Adult Social Care,Rents,02.02.2022,5105797988,"£7,581.36",AJD Property Limited,
Manchester City Council,Adult Social Care,Rents,02.02.2022,5105797990,"£3,333.03",AJD Property Limited,
Manchester City Council,Adult Social Care,Rents,02.02.2022,5105798002,"£2,417.73",AJD Property Limited,
Manchester City Council,Adult Social Care,Security,02.02.2022,5105797934,"£1,377.00",UNIQUE SPECIALIST SERVICES,
Manchester City Council,Adult Social Care,Equipment,02.02.2022,5105797654,"£9,336.00",Lisclare,
Manchester City Council,Adult Social Care,Equipment,02.02.2022,5105797524,£560.40,Prism Medical UK Carefree Division,
Manchester City Council,Adult Social Care,Equipment,02.02.2022,5105798029,"£21,100.00",Tynetec,
Manchester City Council,Adult Social Care,Equipment,02.02.2022,5105798030,"-£21,100.00",Tynetec,
Manchester City Council,Adult Social Care,Equipment,02.02.2022,1907499373,"£25,400.00",Access UK Ltd,
Manchester City Council,Adult Social Care,Training and Development,02.02.2022,5105797752,£630.49,Findel Education Ltd,
Manchester City Council,Adult Social Care,Printing,02.02.2022,1907529627,"£1,905.00",Civa Creative Ltd,
Manchester City Council,Adult Social Care,Professional fees,02.02.2022,5105797831,£550.00,Pinnacle Systems Management Ltd,
Manchester City Council,Adult Social Care,Professional fees,02.02.2022,5105797926,£771.40,YOURmedpack Ltd,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,02.02.2022,5105797625,"£3,011.75",The Mustard Tree,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02.02.2022,5105797711,"£18,753.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02.02.2022,5105797919,"£5,145.00",Medlock House Ltd,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02.02.2022,5105797668,"£5,865.00",Fairways Lodge,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,02.02.2022,1907529747,£843.00,Liverpool University Hospitals,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.02.2022,5105797704,"£1,629.00",Alzheimers Society (Mcr Branch),
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.02.2022,5105797803,"£1,751.16",Reed Employment Plc,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.02.2022,5105797804,"£1,751.16",Reed Employment Plc,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.02.2022,5105797805,"£1,751.16",Reed Employment Plc,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.02.2022,5105797806,"£1,751.16",Reed Employment Plc,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.02.2022,5105797807,"£1,751.16",Reed Employment Plc,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.02.2022,5105797808,"£1,751.16",Reed Employment Plc,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.02.2022,5105797809,"£1,751.16",Reed Employment Plc,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.02.2022,5105797760,"£19,166.70",The Children'S Society Services Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.02.2022,5105797781,"£19,166.66",The Children'S Society Services Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.02.2022,5105797784,"£19,166.66",The Children'S Society Services Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.02.2022,5105797536,"£2,290.00",Great Places Housing Association,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.02.2022,5105797631,"£8,000.00",Greater Manchester Mental Health,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.02.2022,5105798011,"£6,469.08",Talbot House Support Centre,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.02.2022,5105797508,"£100,000.00",The Depaul Trust,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,02.02.2022,5105797565,"£18,099.50",DISC Ltd,
Manchester City Council,Adult Social Care,Payments for services,02.02.2022,5105797802,"£286,667.48",Standwalk Ltd,
Manchester City Council,Adult Social Care,Payments for services,02.02.2022,5105797683,"£40,891.54",Creative Support Ltd,
Manchester City Council,Adult Social Care,Payments for services,02.02.2022,5105797681,"£7,183.57",FoodSync CIC,
Manchester City Council,Adult Social Care,Payments for services,02.02.2022,5105797657,"£2,975.00",FoodSync CIC,
Manchester City Council,Adult Social Care,Supporting People Payments,02.02.2022,5105797751,"£10,250.00",Mosscare St Vincent's Housing,
Manchester City Council,Adult Social Care,Personal needs of client,02.02.2022,5105797917,£870.75,Hoist & Shower Chair Company,
Manchester City Council,Adult Social Care,Personal needs of client,02.02.2022,5105797856,"£1,807.00",Care & Independence Ltd,
Manchester City Council,Adult Social Care,Personal needs of client,02.02.2022,5105797852,"£1,398.00",Care & Independence Ltd,
Manchester City Council,Adult Social Care,Personal needs of client,02.02.2022,5105797862,"£1,020.00",Care & Independence Ltd,
Manchester City Council,Adult Social Care,Personal needs of client,02.02.2022,5105797854,£823.00,Care & Independence Ltd,
Manchester City Council,Adult Social Care,Personal needs of client,02.02.2022,5105797858,£676.00,Care & Independence Ltd,
Manchester City Council,Adult Social Care,Personal needs of client,02.02.2022,5105797857,-£676.00,Care & Independence Ltd,
Manchester City Council,Adult Social Care,Personal needs of client,02.02.2022,5105797853,-£823.00,Care & Independence Ltd,
Manchester City Council,Adult Social Care,Personal needs of client,02.02.2022,5105797861,"-£1,020.00",Care & Independence Ltd,
Manchester City Council,Adult Social Care,Personal needs of client,02.02.2022,5105797851,"-£1,398.00",Care & Independence Ltd,
Manchester City Council,Adult Social Care,Personal needs of client,02.02.2022,5105797855,"-£1,807.00",Care & Independence Ltd,
Manchester City Council,Adult Social Care,Compensation Payments,02.02.2022,1907529670,"£22,336.00",Irwin Mitchell Solicitors,
Manchester City Council,Adult Social Care,Compensation Payments,02.02.2022,1907529668,"£2,552.00",Irwin Mitchell Solicitors,
Manchester City Council,Adult Social Care,Compensation Payments,02.02.2022,1907529630,"£1,112.40",Irwin Mitchell Solicitors,
Manchester City Council,Corporate Services,Training and Development,02.02.2022,5105797996,£750.00,Centre for Assessment,
Manchester City Council,Corporate Services,Security,02.02.2022,5105797782,"£5,821.20",NSL Ltd,
Manchester City Council,Corporate Services,Travel Season TLS,02.02.2022,5105797799,£570.00,Stagecoach Manchester,
Manchester City Council,Corporate Services,Legal Fees,02.02.2022,1907530195,£525.00,Trinity Chambers Cross Payment,
Manchester City Council,Corporate Services,Legal Fees,02.02.2022,5105797758,£500.00,Trinity Chambers,
Manchester City Council,Housing General Fund,Building Works,02.02.2022,1907532101,"£5,902.00",A & K Building Services Ltd,
Manchester City Council,Housing General Fund,Building Works,02.02.2022,1907532100,"£5,431.00",A & K Building Services Ltd,
Manchester City Council,Housing General Fund,Building Works,02.02.2022,1700130044,"-£5,431.00",A & K Building Services Ltd,
Manchester City Council,Housing General Fund,Building Works,02.02.2022,1700130045,"-£5,902.00",A & K Building Services Ltd,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,02.02.2022,5105797753,"£6,783.00",Stannah Lift Services Ltd,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,02.02.2022,5105798022,"£1,947.50",Red Co-operative Ltd,
Manchester City Council,Chief Executives,Agency staff provision,02.02.2022,5105797676,"£4,845.00",Search Consultancy Ltd,
Manchester City Council,Chief Executives,Agency staff provision,02.02.2022,5105797665,"£35,296.08",Cadence Resourcing Ltd,
Manchester City Council,Chief Executives,Agency staff provision,02.02.2022,5105797667,"£2,025.00",Cadence Resourcing Ltd,
Manchester City Council,Chief Executives,Agency staff provision,02.02.2022,5105797814,"£3,882.50",Buckingham Futures Limited,
Manchester City Council,Chief Executives,Equipment,02.02.2022,5105797825,"£2,369.89",Global Document Systems Ltd,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,02.02.2022,5105797785,£649.68,Redacted Personal Information,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,02.02.2022,5105797787,£756.09,Redacted Personal Information,
Manchester City Council,Chief Executives,Hire of Equipment,02.02.2022,5105797719,£502.00,Jigsaw Systems Limited,
Manchester City Council,Chief Executives,Grant Payments,02.02.2022,5105797921,"£2,500.00",Castlefield Gallery Limited,
Manchester City Council,Chief Executives,Grant Payments,02.02.2022,5105797880,"£3,250.00",Quarantine,
Manchester City Council,Chief Executives,General Office expenses,02.02.2022,5105797997,£628.58,Speed Couriers (Northern) Ltd,
Manchester City Council,Chief Executives,Professional fees,02.02.2022,5105797890,"£6,755.93",Russell & Russell Solicitors LLP,
Manchester City Council,Chief Executives,Professional fees,02.02.2022,5105797914,"£4,697.91",Russell & Russell Solicitors LLP,
Manchester City Council,Chief Executives,Professional fees,02.02.2022,5105798016,"£2,535.75",Russell & Russell Solicitors LLP,
Manchester City Council,Chief Executives,Professional fees,02.02.2022,5105798013,£800.00,Russell & Russell Solicitors LLP,
Manchester City Council,Chief Executives,Professional fees,02.02.2022,5105798015,"£3,250.00",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,02.02.2022,5105797948,"£2,888.17",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,02.02.2022,5105797651,"£2,475.00",Richard Elliott Consultancy,
Manchester City Council,Chief Executives,ICT Sup & Maintnance,02.02.2022,5105797768,"£14,395.00",The Networking People (TNP) Ltd,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,02.02.2022,5105797915,"£120,833.33",National Football Museum,
Manchester City Council,Chief Executives,Advertising,02.02.2022,5105797696,"£37,182.00",Reach Publishing Services Ltd,
