Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,Manchester Leisure,Other Indirect Emp,02-Aug-22,5105827341,1Message,£500.00
Manchester City Council,Housing General Fund,SP-Fees,02-Aug-22,1907789240,Slater Heelis Collier Littler Solic,£500.00
Manchester City Council,Adult Social Care,Furniture,02-Aug-22,5105827303,Master Moves Ltd,£588.02
Manchester City Council,Manchester Leisure,Sub Contractors,02-Aug-22,5105827328,Arboricultural Services Treework,£600.00
Manchester City Council,Childrens & Education Services,Signers/Interpreters,02-Aug-22,5105827270,Language Line Ltd,£616.40
Manchester City Council,Childrens & Education Services,Signers/Interpreters,02-Aug-22,5105827264,Language Line Ltd,£636.60
Manchester City Council,Manchester Leisure,Grant Expenditure,02-Aug-22,5105827290,NEPHRA residents Association,£650.00
Manchester City Council,Chief Executives,ICT Sup & Maintnance,02-Aug-22,5105827399,Finastra,£690.00
Manchester City Council,Adult Social Care,Learning Res-Not ICT,02-Aug-22,5105827393,Soft Adventure Play,£720.00
Manchester City Council,Adult Social Care,Legal Fees,02-Aug-22,5105827237,No 5 Chambers Ltd,£750.00
Manchester City Council,Manchester Leisure,Oth Professional Fee,02-Aug-22,1907834027,Marni Photography,£760.00
Manchester City Council,Libraries and Theatres,VPF&E - Acquisition,02-Aug-22,5105827320,Master Moves Ltd,£824.12
Manchester City Council,Adult Social Care,Burials Expenditure,02-Aug-22,5105827279,Greater Manchester Funeral Service,£834.00
Manchester City Council,Chief Executives,External Agency,02-Aug-22,5105827313,Isherwood Legal Limited,£840.00
Manchester City Council,Corporate Services,WPS Awards,02-Aug-22,5105827335,Furniture Resource Centre Ltd,£942.15
Manchester City Council,Manchester Leisure,Equipment,02-Aug-22,5105827283,Groundwork Landscapes Ltd,£950.00
Manchester City Council,Corporate Services,Subscriptions,02-Aug-22,5105827278,Croner-I Ltd,"£1,028.10"
Manchester City Council,Adult Social Care,Equipment,02-Aug-22,5105827253,Drive Devilbiss Healthcare Ltd,"£1,071.65"
Manchester City Council,Corporate Services,WPS Awards,02-Aug-22,5105827336,Furniture Resource Centre Ltd,"£1,072.52"
Manchester City Council,Adult Social Care,Supported Accom,02-Aug-22,5105827261,Wythenshawe Community Housing Group,"£1,183.00"
Manchester City Council,Manchester Leisure,Subsistence and Conf,02-Aug-22,5105827269,British Youth Council,"£1,200.00"
Manchester City Council,Highways Services,Direct Materials,02-Aug-22,5105827245,TARMAC,"£1,286.16"
Manchester City Council,Manchester Leisure,Equipment,02-Aug-22,5105827287,Wessex Pictures,"£1,295.00"
Manchester City Council,Chief Executives,Paper & Envelopes,02-Aug-22,5105827200,Premier Paper Group Ltd,"£1,320.97"
Manchester City Council,Adult Social Care,Oth Professional Fee,02-Aug-22,5105827311,UNIQUE SPECIALIST SERVICES,"£1,377.00"
Manchester City Council,Adult Social Care,Oth Professional Fee,02-Aug-22,5105827346,UNIQUE SPECIALIST SERVICES,"£1,377.00"
Manchester City Council,Adult Social Care,Legal Fees,02-Aug-22,5105827238,No 5 Chambers Ltd,"£1,500.00"
Manchester City Council,Adult Social Care,Equipment,02-Aug-22,5105827254,Aidapt Bathrooms Ltd,"£1,568.00"
Manchester City Council,Highways Services,Direct Materials,02-Aug-22,5105827271,TARMAC,"£1,676.78"
Manchester City Council,Adult Social Care,Furniture,02-Aug-22,5105827214,Back Care Solutions Ltd,"£1,854.90"
Manchester City Council,Childrens & Education Services,Grant Expenditure,02-Aug-22,5105827260,Castlefield Gallery Limited,"£1,950.00"
Manchester City Council,Corporate Services,Other Indirect Emp,02-Aug-22,5105827225,IGM Professional Consulting Ltd,"£2,000.00"
Manchester City Council,Childrens & Education Services,Oth Professional Fee,02-Aug-22,5105827240,Eventus Achieves Limited,"£2,050.94"
Manchester City Council,Childrens & Education Services,Oth Professional Fee,02-Aug-22,5105827241,Eventus Achieves Limited,"£2,085.94"
Manchester City Council,Childrens & Education Services,Other Establishments,02-Aug-22,5105827280,Time Specialist Support Ltd,"£2,196.75"
Manchester City Council,Childrens & Education Services,Learning Res-Not ICT,02-Aug-22,5105827250,HumanWare,"£2,530.00"
Manchester City Council,Childrens & Education Services,Oth Professional Fee,02-Aug-22,5105827242,Eventus Achieves Limited,"£2,957.21"
Manchester City Council,Childrens & Education Services,Signers/Interpreters,02-Aug-22,5105827236,Language Line Ltd,"£2,964.80"
Manchester City Council,Childrens & Education Services,Oth Professional Fee,02-Aug-22,5105827331,Roland Dransfield Public Relations,"£2,975.00"
Manchester City Council,Manchester Leisure,Grant Expenditure,02-Aug-22,5105827291,Families Against Violence,"£3,000.00"
Manchester City Council,Adult Social Care,Equipment,02-Aug-22,5105827292,Herida Healthcare Plc,"£3,029.40"
Manchester City Council,Childrens & Education Services,Other Establishments,02-Aug-22,1907834217,Cambian Whinfell School Limited,"£3,084.61"
Manchester City Council,Adult Social Care,Oth Professional Fee,02-Aug-22,5105827309,UNIQUE SPECIALIST SERVICES,"£3,213.00"
Manchester City Council,Adult Social Care,Oth Professional Fee,02-Aug-22,5105827310,UNIQUE SPECIALIST SERVICES,"£3,213.00"
Manchester City Council,Adult Social Care,Oth Professional Fee,02-Aug-22,5105827312,UNIQUE SPECIALIST SERVICES,"£3,213.00"
Manchester City Council,Childrens & Education Services,Other Establishments,02-Aug-22,1907834004,Meadows Care Limited,"£3,963.57"
Manchester City Council,Adult Social Care,Personal Need Client,02-Aug-22,5105827281,Hoist & Shower Chair Company,"£4,032.25"
Manchester City Council,Chief Executives,OL&B - Fees,02-Aug-22,5105827340,Office for Metropolitan Architectur,"£4,621.00"
Manchester City Council,Chief Executives,External Agency,02-Aug-22,5105827267,Capita Resourcing Limited,"£4,625.00"
Manchester City Council,Chief Executives,Exp Int Trade OrdEx,02-Aug-22,5105827332,Civica Election Services,"£4,877.45"
Manchester City Council,Manchester Leisure,Grant Expenditure,02-Aug-22,5105827297,Families Against Violence,"£5,000.00"
Manchester City Council,Insurance Fund,Vehicle & Plant Ins,02-Aug-22,1907834984,Zurich Insurance,"£5,807.20"
Manchester City Council,Childrens & Education Services,Voluntary Orgs TPP,02-Aug-22,5105827286,Salford Royal Hospitals Nhs Trust,"£7,500.00"
Manchester City Council,Childrens & Education Services,Other Establishments,02-Aug-22,1907834003,Meadows Care Limited,"£8,566.43"
Manchester City Council,Chief Executives,External Agency,02-Aug-22,5105827259,NonStop Recruitment Ltd,"£9,559.67"
Manchester City Council,Manchester Leisure,Oth Professional Fee,02-Aug-22,1907834301,YouthBank International Network,"£10,000.00"
Manchester City Council,Corporate Services,Hire of Equipment,02-Aug-22,5105827339,Flowbird Smart City Uk Ltd,"£10,223.90"
Manchester City Council,Childrens & Education Services,Other Establishments,02-Aug-22,1907834218,Cambian Whinfell School Limited,"£10,282.03"
Manchester City Council,Childrens & Education Services,Other Establishments,02-Aug-22,1907834219,Cambian Whinfell School Limited,"£10,624.76"
Manchester City Council,Childrens & Education Services,Other Establishments,02-Aug-22,1907834220,Cambian Whinfell School Limited,"£10,624.76"
Manchester City Council,Adult Social Care,Voluntary Orgs TPP,02-Aug-22,5105827243,Mobysoft Ltd,"£10,774.00"
Manchester City Council,Insurance Fund,Emp Lbility Ins Prem,02-Aug-22,1907834985,Express Solicitors,"£11,917.00"
Manchester City Council,Adult Social Care,Other Establishments,02-Aug-22,5105827319,Brook,"£12,059.60"
Manchester City Council,Childrens & Education Services,Legal Fees,02-Aug-22,1907834988,YOUR LAWYERS LTD,"£16,930.00"
Manchester City Council,Adult Social Care,Grant Expenditure,02-Aug-22,5105827213,Caritas (St Aidens),"£18,674.00"
Manchester City Council,Insurance Fund,Legal Fees,02-Aug-22,1907834988,YOUR LAWYERS LTD,"£28,070.00"
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,02-Aug-22,5105827228,CRG Homecare Limited,"£39,664.20"
Manchester City Council,Adult Social Care,Rents,02-Aug-22,5105827288,Mack Residential Letting Ltd,"£158,473.33"
Manchester City Council,Housing Revenue Account,CD - Adaptations,02-Aug-22,5105827217,Manchester Working Ltd,"£299,895.02"
Manchester City Council,Chief Executives,Sub Contractors,02-Aug-22,5105827175,Redacted Personal Information,£642.50
Manchester City Council,Highways Services,Legal Fees,02-Aug-22,5105827289,Redacted Personal Information,£700.00
Manchester City Council,Manchester Leisure,Oth Professional Fee,02-Aug-22,5105827239,Redacted Personal Information,"£1,000.00"
Manchester City Council,Childrens & Education Services,Oth Professional Fee,02-Aug-22,5105827215,Redacted Personal Information,"£1,050.00"
Manchester City Council,Manchester Leisure,Oth Professional Fee,02-Aug-22,5105827247,Redacted Personal Information,"£1,623.97"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02-Aug-22,5105827318,Redacted Personal Information,"£21,885.94"
Manchester City Council,Corporate Services,Legal Fees,03-Aug-22,1907826717,Redacted Personal Information,£600.00
Manchester City Council,Chief Executives,Oth Professional Fee,03-Aug-22,1907834286,Redacted Personal Information,"£1,058.55"
Manchester City Council,Corporate Services,Car Parking Permits,03-Aug-22,5105827508,Yunex Ltd,"-£15,067.00"
Manchester City Council,Regeneration Finance,Ext Rep & Main Build,03-Aug-22,5105827677,Victoria Baths Trust,"-£4,546.81"
Manchester City Council,Childrens & Education Services,GRIR,03-Aug-22,5105827614,University Of Sheffield,"-£2,833.00"
Manchester City Council,Corporate Services,OL&B - Adaptations,03-Aug-22,5105827496,Groundwork & Leisure Services Ltd,"-£2,400.00"
Manchester City Council,Manchester Leisure,GRIR,03-Aug-22,5105827643,PSS (UK),"-£1,200.00"
Manchester City Council,Manchester Leisure,Radio Charges,03-Aug-22,5105827429,Security Surveillance Systems Ltd,-£720.00
Manchester City Council,Chief Executives,Oth Professional Fee,03-Aug-22,1907826581,DEANS COURT CHAMBERS,£500.00
Manchester City Council,Childrens & Education Services,Equipment,03-Aug-22,1907838112,SP ITSELECTRIC,£500.00
Manchester City Council,Childrens & Education Services,Equipment,03-Aug-22,1907838031,CURRYS ONLINE,£504.00
Manchester City Council,Childrens & Education Services,Oth Professional Fee,03-Aug-22,1907796089,ACG Occupational Therapy Ltd,£516.00
Manchester City Council,Chief Executives,Oth Professional Fee,03-Aug-22,1907834018,Field Court Chambers,£525.00
Manchester City Council,Chief Executives,Oth Professional Fee,03-Aug-22,1907826894,Kenworthy's Chambers,£550.00
Manchester City Council,Chief Executives,Oth Professional Fee,03-Aug-22,1907827028,Kenworthy's Chambers,£550.00
Manchester City Council,Adult Social Care,Rents,03-Aug-22,5105827520,Mack Residential Letting Ltd,£550.00
Manchester City Council,Childrens & Education Services,Consummables,03-Aug-22,1907838060,NOVUM MANAGEMENT GMBH,£569.00
Manchester City Council,Chief Executives,Oth Professional Fee,03-Aug-22,1907833998,Central Chambers,£600.00
Manchester City Council,Corporate Services,Travel Season TLS,03-Aug-22,5105827419,Stagecoach Manchester,£600.00
Manchester City Council,Corporate Services,Travel Season TLS,03-Aug-22,5105827431,Stagecoach Manchester,£600.00
Manchester City Council,Corporate Services,Stationery,03-Aug-22,5105827389,Bennett Workplace Solutions Ltd,£624.80
Manchester City Council,Corporate Services,Travel Season TLS,03-Aug-22,5105827234,First Bus,£636.50
Manchester City Council,Manchester Leisure,Equipment,03-Aug-22,1907838086,MARTINS CRAFT BAKERY,£648.00
Manchester City Council,Chief Executives,Oth Professional Fee,03-Aug-22,1907826837,18 St John Street Chambers,£650.00
Manchester City Council,Chief Executives,Oth Professional Fee,03-Aug-22,1907834047,18 St John Street Chambers,£650.00
Manchester City Council,Chief Executives,Oth Professional Fee,03-Aug-22,1907826589,DEANS COURT CHAMBERS,£650.00
Manchester City Council,Manchester Leisure,Furniture,03-Aug-22,1907838110,ETFINEART.CO.UK,£650.00
Manchester City Council,Chief Executives,Oth Professional Fee,03-Aug-22,1907827008,Inari Services Ltd,£656.25
Manchester City Council,Chief Executives,Legal Fees,03-Aug-22,1907834034,18 St John Street Chambers,£690.00
Manchester City Council,Chief Executives,Advertising,03-Aug-22,1907838090,Facebook (CARD ONLY),£700.00
Manchester City Council,Chief Executives,Advertising,03-Aug-22,1907838111,Facebook (CARD ONLY),£700.00
Manchester City Council,Chief Executives,Advertising,03-Aug-22,1907838172,Facebook (CARD ONLY),£700.00
Manchester City Council,Chief Executives,Advertising,03-Aug-22,1907838231,Facebook (CARD ONLY),£700.00
Manchester City Council,Chief Executives,Advertising,03-Aug-22,1907838296,Facebook (CARD ONLY),£700.00
Manchester City Council,Adult Social Care,Supported Accom,03-Aug-22,5105827418,Mosscare Housing Ltd,£703.64
Manchester City Council,Childrens & Education Services,Bed & Breakfast Acc,03-Aug-22,1907837952,HOTEL AT BOOKING.COM,£718.56
Manchester City Council,Manchester Leisure,Sub Contractors,03-Aug-22,5105827700,Clean-Up UK Limited,£720.00
Manchester City Council,Manchester Leisure,Sub Contractors,03-Aug-22,5105827701,Clean-Up UK Limited,£720.00
Manchester City Council,Manchester Leisure,Radio Charges,03-Aug-22,5105827493,Security Surveillance Systems Ltd,£720.00
Manchester City Council,Highways Services,Direct Materials,03-Aug-22,5105827414,Viewprint,£734.00
Manchester City Council,Chief Executives,Oth Professional Fee,03-Aug-22,1907833996,18 St John Street Chambers,£770.00
Manchester City Council,Manchester Leisure,Sub Contractors,03-Aug-22,5105827256,Cornthwaite Tree Care,£780.00
Manchester City Council,Chief Executives,Oth Professional Fee,03-Aug-22,1907827007,Moore Associates Ltd,£816.25
Manchester City Council,Chief Executives,Oth Professional Fee,03-Aug-22,1907827012,Pickering Psychology Services Ltd,£831.14
Manchester City Council,Manchester Leisure,Equipment,03-Aug-22,5105827284,Groundwork Landscapes Ltd,£850.00
Manchester City Council,Chief Executives,Legal Fees,03-Aug-22,1907834024,C Camden-Smith and Associates,£874.06
Manchester City Council,Housing Revenue Account,CD - Adaptations,03-Aug-22,5105827459,Moores Furniture Group Limited,£883.50
Manchester City Council,Adult Social Care,Rents,03-Aug-22,5105827531,Mack Residential Letting Ltd,£900.00
Manchester City Council,Childrens & Education Services,Personal Need Client,03-Aug-22,1907838036,VICTORIA PARK  RE,£900.00
Manchester City Council,Childrens & Education Services,Oth Professional Fee,03-Aug-22,1907837942,TUI,£929.00
Manchester City Council,Highways Services,Stores Purchases,03-Aug-22,5105827475,Manchester Safety Services Ltd,£929.40
Manchester City Council,Manchester Leisure,Legal Fees,03-Aug-22,1907836481,Trinity Chambers,£950.00
Manchester City Council,Adult Social Care,Rents,03-Aug-22,1907837860,Clear Vision Investments Limited,£970.00
Manchester City Council,Hospitality + Trading Services,Equipment,03-Aug-22,5105827694,Arco Group Ltd,£997.00
Manchester City Council,Manchester Leisure,Oth Professional Fee,03-Aug-22,5105827403,N-Gage Project,"£1,000.00"
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,03-Aug-22,5105827546,R & M Developments Ltd,"£1,073.50"
Manchester City Council,Chief Executives,Oth Professional Fee,03-Aug-22,5105827448,Table Linen Company Ltd,"£1,095.00"
Manchester City Council,Manchester Leisure,Equipment,03-Aug-22,1907838047,OEELECTRICS.CO.UK,"£1,138.32"
Manchester City Council,Childrens & Education Services,Supported Accom,03-Aug-22,1907838103,WWW.LUXINN.CO.UK,"£1,160.00"
Manchester City Council,Childrens & Education Services,Supported Accom,03-Aug-22,1907838222,WWW.LUXINN.CO.UK,"£1,160.00"
Manchester City Council,Childrens & Education Services,Supported Accom,03-Aug-22,1907838291,WWW.LUXINN.CO.UK,"£1,160.00"
Manchester City Council,Manchester Leisure,Legal Fees,03-Aug-22,1907836482,Peter Dickeson Associates Ltd,"£1,167.23"
Manchester City Council,Childrens & Education Services,Bed & Breakfast Acc,03-Aug-22,1907838150,HOTEL AT BOOKING.COM,"£1,172.62"
Manchester City Council,Manchester Leisure,Goods for Resale,03-Aug-22,1907838189,STAMFORD NOTEBOOK CO.,"£1,178.04"
Manchester City Council,Adult Social Care,Equipment,03-Aug-22,5105827501,Drive Devilbiss Healthcare Ltd,"£1,189.60"
Manchester City Council,Childrens & Education Services,Bed & Breakfast Acc,03-Aug-22,1907838265,HOTEL AT BOOKING.COM,"£1,190.67"
Manchester City Council,Chief Executives,Oth Professional Fee,03-Aug-22,1907831749,Cartlidge & Stewart Ltd,"£1,200.00"
Manchester City Council,Childrens & Education Services,Voluntary Orgs TPP,03-Aug-22,5105827462,TiPP Centre,"£1,200.00"
Manchester City Council,Childrens & Education Services,Bed & Breakfast Acc,03-Aug-22,1907838352,HOTEL AT BOOKING.COM,"£1,208.73"
Manchester City Council,Manchester Leisure,Oth Professional Fee,03-Aug-22,5105827541,Manchester BME Network,"£1,230.00"
Manchester City Council,Childrens & Education Services,Bed & Breakfast Acc,03-Aug-22,1907838012,HOTEL AT BOOKING.COM,"£1,232.81"
Manchester City Council,Manchester Leisure,Legal Fees,03-Aug-22,1907836480,Trinity Chambers,"£1,300.00"
Manchester City Council,Highways Services,Direct Materials,03-Aug-22,5105827415,Viewprint,"£1,354.00"
Manchester City Council,Childrens & Education Services,Oth Professional Fee,03-Aug-22,5105827534,Angela Westington Consulting Ltd,"£1,425.00"
Manchester City Council,Adult Social Care,Furniture,03-Aug-22,5105827413,Back Care Solutions Ltd,"£1,579.90"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,03-Aug-22,1907838239,PARKVIEW,"£1,600.00"
Manchester City Council,Regeneration Finance,Car Parking Expenses,03-Aug-22,5105827514,NCP Members Parking,"£1,640.00"
Manchester City Council,Regeneration Finance,Taxi Vehicle Materia,03-Aug-22,5105827522,VIP-System Ltd,"£1,643.98"
Manchester City Council,Chief Executives,Oth Professional Fee,03-Aug-22,1907826898,Pickering Psychology Services Ltd,"£1,742.27"
Manchester City Council,Chief Executives,Legal Fees,03-Aug-22,1907827029,Millennium Translations Ltd,"£1,771.08"
Manchester City Council,Chief Executives,Counsel Costs,03-Aug-22,1907834036,No 5 Chambers Ltd,"£1,800.00"
Manchester City Council,Chief Executives,Training,03-Aug-22,5105827440,Social Insight Ltd,"£1,850.00"
Manchester City Council,Childrens & Education Services,Rents,03-Aug-22,1907837996,HOTEL AT BOOKING.COM,"£2,017.14"
Manchester City Council,Adult Social Care,Personal Need Client,03-Aug-22,5105826405,Hoist & Shower Chair Company,"£2,018.25"
Manchester City Council,Chief Executives,Legal Fees,03-Aug-22,1907796078,CGDM Ltd T/A,"£2,095.00"
Manchester City Council,Corporate Services,Printing,03-Aug-22,5105826407,Mail Solutions,"£2,544.00"
Manchester City Council,Manchester Leisure,Sub Contractors,03-Aug-22,5105827540,Synectics Security Limited,"£2,552.02"
Manchester City Council,Chief Executives,Legal Fees,03-Aug-22,1907827025,Target Psychology Ltd,"£2,574.40"
Manchester City Council,Chief Executives,Legal Fees,03-Aug-22,1907831640,Millennium Translations Ltd,"£2,715.84"
Manchester City Council,Adult Social Care,Rents,03-Aug-22,1907837859,Dar & Co Estate Agents,"£2,800.00"
Manchester City Council,Manchester Leisure,Sub Contractors,03-Aug-22,5105827536,Synectics Security Limited,"£2,857.91"
Manchester City Council,Chief Executives,Oth Professional Fee,03-Aug-22,1907831618,Target Psychology Ltd,"£2,860.60"
Manchester City Council,Hospitality + Trading Services,Goods for Resale,03-Aug-22,5105827519,Albert Jones Memorials,"£3,165.00"
Manchester City Council,Childrens & Education Services,Oth Professional Fee,03-Aug-22,5105827533,Museum of Science & Industry,"£3,281.67"
Manchester City Council,Manchester Leisure,Hire of Premises,03-Aug-22,5105827435,Greenwich Leisure Limited,"£3,466.00"
Manchester City Council,Childrens & Education Services,Supported Accom,03-Aug-22,5105827445,Care & Support Initiatives@ Rectory,"£3,600.00"
Manchester City Council,Adult Social Care,Rents,03-Aug-22,5105827495,Southway Housing Trust,"£4,060.00"
Manchester City Council,Adult Social Care,Rents,03-Aug-22,5105827494,Southway Housing Trust,"£4,108.38"
Manchester City Council,Adult Social Care,Rents,03-Aug-22,5105827518,Housing Social Ltd,"£4,307.77"
Manchester City Council,Adult Social Care,Equipment,03-Aug-22,5105827498,Smitcare Ltd,"£4,425.00"
Manchester City Council,Regeneration Finance,Legal Fees,03-Aug-22,1907837857,Bevan Brittan LLP,"£5,076.50"
Manchester City Council,Highways Services,Sub Contractors,03-Aug-22,5105827482,Rosgal Ltd,"£5,604.50"
Manchester City Council,Childrens & Education Services,Other Establishments,03-Aug-22,5105827423,Citywall,"£5,950.00"
Manchester City Council,Childrens & Education Services,Oth Professional Fee,03-Aug-22,5105827441,The Point of Care Foundation,"£6,000.00"
Manchester City Council,Adult Social Care,Ext Rep & Main Build,03-Aug-22,5105827491,Sheridan Lifts Ltd,"£7,641.50"
Manchester City Council,Manchester Leisure,Refuse Collection ex,03-Aug-22,5105827402,Egbert Taylor Group,"£8,010.00"
Manchester City Council,Adult Social Care,Equipment,03-Aug-22,5105826404,Etac Ltd,"£9,439.95"
Manchester City Council,Chief Executives,Licences Expenditure,03-Aug-22,5105827416,Trustmarque Solutions Ltd,"£9,603.00"
Manchester City Council,Corporate Services,Car Parking Permits,03-Aug-22,5105827509,Yunex Ltd,"£15,067.00"
Manchester City Council,Highways Services,Sub Contractors,03-Aug-22,5105827481,Rosgal Ltd,"£22,209.50"
Manchester City Council,Adult Social Care,Other Establishments,03-Aug-22,5105827417,Greater Manchester Mental Health,"£23,384.00"
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,03-Aug-22,5105827537,Homecare Support,"£24,555.85"
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,03-Aug-22,5105827539,Homecare Support,"£24,555.85"
Manchester City Council,Chief Executives,External Agency,03-Aug-22,5105827412,Sellick Partnership (Legal) Ltd,"£26,153.30"
Manchester City Council,Childrens & Education Services,Other Establishments,03-Aug-22,5105827424,Pure Innovations Ltd,"£37,500.00"
Manchester City Council,Regeneration Finance,Legal Fees,03-Aug-22,5105827476,Jacobs UK Ltd,"£44,000.00"
Manchester City Council,Manchester Leisure,Grant Expenditure,03-Aug-22,5105827388,Nacro,"£50,000.00"
Manchester City Council,Environment and Operations,Infra - Construction,03-Aug-22,5105827397,J.Hopkins (Contractors) Ltd.,"£51,550.53"
Manchester City Council,Chief Executives,Legal Fees,03-Aug-22,1907833993,Redacted Personal Information,£510.42
Manchester City Council,Chief Executives,Oth Professional Fee,03-Aug-22,1907826892,Redacted Personal Information,£550.00
Manchester City Council,Chief Executives,Oth Professional Fee,03-Aug-22,1907831622,Redacted Personal Information,£550.00
Manchester City Council,Chief Executives,Oth Professional Fee,03-Aug-22,1907826891,Redacted Personal Information,£550.00
Manchester City Council,Chief Executives,Legal Fees,03-Aug-22,1907834050,Redacted Personal Information,£666.67
Manchester City Council,Chief Executives,Legal Fees,03-Aug-22,1907833995,Redacted Personal Information,£750.00
Manchester City Council,Chief Executives,Oth Professional Fee,03-Aug-22,1907833991,Redacted Personal Information,£750.00
Manchester City Council,Chief Executives,Legal Fees,03-Aug-22,1907832491,Redacted Personal Information,£916.67
